_id , fermi2fgl_name ,  other_name , RA, Dec, LII , BII , Gamma Assoc , Flux1Gev-100 Gev , Spectral index , Spectral index Error , Flux100-300 Mev , Flux300Mev-1Gev , Flux1GeV-3Gev , Flux3-10 Gev , Flux10-100 Gev , Optical classification , TeV CAT , Variability index
87 , 2FGL J0114.7+1326 , GB6 J0114+1325 , 18.67542 , 13.44089 , 131.57 , -49.04 , , (12.1+/-1.6) e-10 , 2.19 , 0.094 , (22.8+/-4.5) e-9 , (34.9+/-7) e-10 , (9+/-1.8) e-10 , (19.2+/-6.5) e-11 , (8.9+/-4.2) e-11 , BL Lac , N , 76.039
88 , 2FGL J0115.4+0358 , PMN J0115+0356 , 18.87458 , 3.96731 , 134.42 , -58.37 , , (15.8+/-1.8) e-10 , 2.073 , 0.081 , < 2.01e-8 , (43.8+/-7.4) e-10 , (10.7+/-1.9) e-10 , (39.5+/-9.2) e-11 , (10+/-4.4) e-11 , BL Lac , N , 24.841
89 , 2FGL J0115.7+2518 , RX J0115.7+2519 , 18.93375 , 25.30106 , 129.83 , -37.25 , , (12.9+/-1.7) e-10 , 1.998 , 0.092 , < 1.45e-8 , (37.5+/-7.7) e-10 , (7.8+/-1.8) e-10 , (34.5+/-8.6) e-11 , (11+/-4.3) e-11 , BL Lac , N , 29.168
90 , 2FGL J0116.0-1134 , PKS 0113-118 , 19.0025 , -11.57131 , 144.46 , -73.41 , , (15+/-1.7) e-10 , 2.444 , 0.066 , (25.6+/-4.2) e-9 , (82.2+/-8.2) e-10 , (11.6+/-1.9) e-10 , (24.3+/-7.8) e-11 , < 6.32e-11 , FSRQ , N , 390.923
91 , 2FGL J0116.6-6153 , , 19.17458 , -61.88711 , 297.74 , -54.99 , , (31+/-9.5) e-11 , 1.633 , 0.241 , < 6.93e-9 , < 1.31e-9 , < 4.06e-10 , < 1.48e-10 , (7+/-3.4) e-11 , Unassociated , N , 23.921
92 , 2FGL J0118.8-2142 , PKS 0116-219 , 19.72417 , -21.70622 , 173.44 , -81.73 , , (43.3+/-2.6) e-10 , 2.122 , 0.057 , (50.4+/-4.5) e-9 , (180+/-9.9) e-10 , (32.6+/-2.9) e-10 , (6.5+/-1.1) e-10 , < 1.76e-10 , FSRQ , N , 257.212
93 , 2FGL J0118.6-4631 , SUMSS J011902-462637 , 19.665 , -46.52531 , 289.22 , -69.88 , , (3.2+/-1) e-10 , 1.782 , 0.28 , < 7.96e-9 , < 2.25e-9 , < 2.05e-10 , (10.8+/-5.2) e-11 , < 1.32e-10 , AGU , N , 18.101
94 , 2FGL J0120.4-2700 , PKS 0118-272 , 20.12375 , -27.01489 , 213.56 , -83.54 , , (43.5+/-2.6) e-10 , 1.927 , 0.039 , (19.5+/-3.5) e-9 , (89.8+/-7.6) e-10 , (28.5+/-2.7) e-10 , (12.3+/-1.5) e-10 , (33.6+/-7.4) e-11 , BL Lac , N , 36.515
95 , 2FGL J0122.6+3425 , 1ES 0120+340 , 20.66458 , 34.42042 , 130.22 , -28.01 , , (3.5+/-1.1) e-10 , 1.534 , 0.207 , < 5.86e-9 , < 9.93e-10 , < 4.54e-10 , < 1.40e-10 , (11.6+/-4.5) e-11 , BL Lac , N , 17.238
96 , 2FGL J0124.5-0621 , PMN J0124-0624 , 21.14875 , -6.36428 , 145.2 , -67.79 , , (6.2+/-1.3) e-10 , 2.239 , 0.128 , < 7.38e-9 , (31.9+/-6.9) e-10 , (4+/-1.5) e-10 , (11.8+/-5.7) e-11 , < 6.60e-11 , BL Lac , N , 28.789
97 , 2FGL J0124.6-2322 , , 21.15458 , -23.36881 , 188.12 , -81.62 , , (6.6+/-1.3) e-10 , 2.31 , 0.15 , < 1.94e-8 , (22.7+/-6.6) e-10 , (6+/-1.6) e-10 , < 1.65e-10 , < 1.55e-10 , Unassociated , N , 25.103
98 , 2FGL J0128.0+6330 , , 22.00292 , 63.50497 , 126.99 , 0.92 , , (9.2+/-2.2) e-10 , 2.57 , 0.128 , < 2.66e-8 , (7.5+/-1.8) e-9 , < 1.42e-9 , < 2.53e-10 , < 1.10e-10 , Potential SNR , N , 16.233
99 , 2FGL J0127.2+0324 , NVSS J012713+032259 , 21.81875 , 3.40722 , 140.12 , -58.27 , , (10.2+/-1.5) e-10 , 1.837 , 0.115 , < 1.13e-8 , (18.9+/-6.2) e-10 , (5.6+/-1.4) e-10 , (35.1+/-8.6) e-11 , (10.4+/-4.4) e-11 , AGU , N , 31.936
100 , 2FGL J0128.4+4431 , GB6 J0128+4439 , 22.11708 , 44.53019 , 129.85 , -17.85 , , (6.5+/-1.3) e-10 , 2.245 , 0.129 , < 1.17e-8 , (32.8+/-7.4) e-10 , < 7.08e-10 , (19.3+/-6.9) e-11 , < 4.91e-11 , FSRQ , N , 68.412
101 , 2FGL J0129.4+2618 , , 22.36875 , 26.31 , 133.45 , -35.79 , , (4.7+/-1.3) e-10 , 2.561 , 0.153 , (15.5+/-4.7) e-9 , (28.3+/-8.8) e-10 , (6.3+/-1.7) e-10 , < 1.26e-10 , < 4.53e-11 , Unassociated , N , 8.957
102 , 2FGL J0131.1+6121 , 1RXS J013106.4+612035 , 22.785 , 61.35592 , 127.67 , -1.15 , , (27.1+/-2.6) e-10 , 1.906 , 0.081 , (27.1+/-7.9) e-9 , (5.4+/-1.4) e-9 , (12.1+/-2.8) e-10 , (6.2+/-1.2) e-10 , (38.3+/-7.5) e-11 , AGU , N , 58.108
103 , 2FGL J0132.8-1654 , PKS 0130-17 , 23.21375 , -16.90192 , 168.18 , -75.99 , , (21.3+/-1.9) e-10 , 2.445 , 0.05 , (41.2+/-4.2) e-9 , (107+/-8.5) e-10 , (17.8+/-2.2) e-10 , (24.2+/-7.5) e-11 , < 1.44e-10 , FSRQ , N , 163.228
104 , 2FGL J0133.4-4408 , , 23.36375 , -44.14189 , 279.23 , -71.01 , , (4.5+/-1.1) e-10 , 2.07 , 0.166 , < 5.61e-9 , < 2.46e-9 , (4.3+/-1.4) e-10 , < 1.74e-10 , < 8.57e-11 , Unassociated , N , 22.428
105 , 2FGL J0134.4+2636 , 1RXS J013427.2+263846 , 23.62083 , 26.61575 , 134.72 , -35.27 , , (8.6+/-1.5) e-10 , 1.863 , 0.121 , < 8.79e-9 , < 2.63e-9 , (6.5+/-1.7) e-10 , (29.6+/-8.2) e-11 , < 1.56e-10 , AGU , N , 23.045
106 , 2FGL J0136.5+3905 , B3 0133+388 , 24.14292 , 39.08917 , 132.42 , -22.95 , , (45.3+/-2.6) e-10 , 1.692 , 0.041 , (17.3+/-3.5) e-9 , (44.5+/-6.9) e-10 , (24.5+/-2.5) e-10 , (14.7+/-1.6) e-10 , (7.2+/-1) e-10 , BL Lac , N , 16.604
107 , 2FGL J0136.9+4751 , OC 457 , 24.23958 , 47.861 , 130.78 , -14.32 , , (72+/-3.2) e-10 , 2.148 , 0.041 , (91.3+/-4.9) e-9 , (28.4+/-1.2) e-9 , (58.7+/-3.7) e-10 , (12.4+/-1.5) e-10 , (13.1+/-4.5) e-11 , FSRQ , N , 359.769
108 , 2FGL J0137.7+5811 , 1RXS J013748.0+581422 , 24.4425 , 58.19928 , 129.02 , -4.13 , , (10.7+/-1.8) e-10 , 2.333 , 0.116 , < 2.64e-8 , (5.3+/-1.2) e-9 , < 1.12e-9 , (23.9+/-8.3) e-11 , < 1.57e-10 , AGU , N , 15.284
109 , 2FGL J0137.6-2430 , PKS 0135-247 , 24.40542 , -24.50875 , 201.34 , -79.29 , , (10.5+/-1.4) e-10 , 2.423 , 0.081 , (19.3+/-4) e-9 , (53.1+/-7) e-10 , (9.8+/-1.7) e-10 , < 1.22e-10 , < 1.18e-10 , FSRQ , N , 74.848
110 , 2FGL J0141.5-0928 , PKS 0139-09 , 25.39542 , -9.48072 , 159.13 , -68.75 , , (16.4+/-1.8) e-10 , 2.033 , 0.072 , < 1.43e-8 , (52.4+/-7.1) e-10 , (10.6+/-1.8) e-10 , (39.4+/-9.1) e-11 , (7.7+/-3.8) e-11 , BL Lac , N , 27.92
111 , 2FGL J0144.6+2704 , TXS 0141+268 , 26.15583 , 27.07931 , 137.28 , -34.31 , , (34+/-2.4) e-10 , 2.169 , 0.043 , (33.3+/-4.5) e-9 , (99.5+/-9) e-10 , (29.5+/-2.8) e-10 , (6.7+/-1.1) e-10 , (11+/-4.5) e-11 , BL Lac , N , 46.444
112 , 2FGL J0143.6-5844 , , 25.91708 , -58.74461 , 290.46 , -57.11 , , (12.4+/-1.5) e-10 , 1.742 , 0.093 , < 9.68e-9 , (19.3+/-5.2) e-10 , (7.6+/-1.5) e-10 , (23+/-6.6) e-11 , (21.7+/-5.9) e-11 , Unassociated , N , 20.501
113 , 2FGL J0145.1-2732 , PKS 0142-278 , 26.27875 , -27.54808 , 218.02 , -78.08 , , (20.6+/-1.8) e-10 , 2.584 , 0.047 , (57.9+/-4.6) e-9 , (125+/-8.8) e-10 , (18.6+/-2.3) e-10 , (17.7+/-6.6) e-11 , < 7.60e-11 , FSRQ , N , 132.328
114 , 2FGL J0146.6-5206 , PKS 0144-522 , 26.67375 , -52.10753 , 284.11 , -62.96 , , (34.3+/-9.8) e-11 , 2.031 , 0.238 , < 1.07e-8 , < 1.76e-9 , < 3.96e-10 , < 2.16e-10 , < 9.33e-11 , AGU , N , 23.223
115 , 2FGL J0148.6+0127 , PMN J0148+0129 , 27.15167 , 1.46342 , 150.91 , -58.27 , , (4.8+/-1.2) e-10 , 2.019 , 0.196 , < 1.69e-8 , (18+/-6.6) e-10 , < 3.56e-10 , (12+/-5.6) e-11 , < 1.46e-10 , AGU , N , 35.121
116 , 2FGL J0158.6+8558 , , 29.67083 , 85.96742 , 124.2 , 23.26 , , (3.7+/-1.1) e-10 , 2.521 , 0.168 , < 1.35e-8 , < 3.41e-9 , (5.3+/-1.5) e-10 , < 7.03e-11 , < 5.84e-11 , Unassociated , N , 23.738
117 , 2FGL J0152.6+0148 , PMN J0152+0146 , 28.16333 , 1.80014 , 152.36 , -57.53 , , (7.7+/-1.4) e-10 , 1.788 , 0.137 , < 1.03e-8 , < 1.51e-9 , (7.2+/-1.7) e-10 , (18.8+/-6.5) e-11 , (7.6+/-3.8) e-11 , BL Lac , P , 27.727
118 , 2FGL J0153.9+0823 , GB6 J0154+0823 , 28.48875 , 8.39586 , 148.21 , -51.38 , , (18.3+/-1.9) e-10 , 1.858 , 0.073 , < 1.27e-8 , (30.9+/-7.1) e-10 , (13.7+/-2.1) e-10 , (5.2+/-1) e-10 , (15.7+/-5.5) e-11 , BL Lac , N , 31.361
119 , 2FGL J0154.9+4434 , GB6 J0154+4433 , 28.73292 , 44.57281 , 134.67 , -16.85 , , (3.9+/-1.2) e-10 , 2.007 , 0.257 , < 1.43e-8 , < 2.66e-9 , < 4.21e-10 , < 1.60e-10 , (6.6+/-3.2) e-11 , BL Lac , N , 26.926
120 , 2FGL J0156.4+3909 , MG4 J015630+3913 , 29.1075 , 39.16536 , 136.46 , -22 , , (6.9+/-1.3) e-10 , 2.405 , 0.117 , < 1.79e-8 , (37.1+/-7.2) e-10 , (5.3+/-1.6) e-10 , (12.7+/-5.8) e-11 , < 4.54e-11 , AGU , N , 65.988
121 , 2FGL J0156.5-2419 , TXS 0154-244 , 29.13875 , -24.32697 , 205.73 , -75.09 , , (3.7+/-1) e-10 , 1.789 , 0.187 , < 6.73e-9 , < 1.61e-9 , (3.1+/-1.2) e-10 , < 1.29e-10 , < 1.53e-10 , AGU , N , 42.991
122 , 2FGL J0157.2-5259 , 1RXS J015658.6-530208 , 29.31667 , -52.99417 , 282.07 , -61.39 , , (5.1+/-1.1) e-10 , 1.747 , 0.166 , < 1.33e-8 , < 1.43e-9 , < 4.16e-10 , (28.1+/-7.4) e-11 , < 7.49e-11 , AGU , N , 29.375
123 , 2FGL J0158.4+0107 , , 29.60542 , 1.12517 , 155.32 , -57.48 , , (4+/-1.1) e-10 , 2.489 , 0.187 , < 1.95e-8 , (21.9+/-6.8) e-10 , < 4.96e-10 , < 1.68e-10 , < 1.27e-10 , Unassociated , N , 28.533
124 , 2FGL J0158.0-4609 , PMN J0157-4614 , 29.50042 , -46.15417 , 272.61 , -66.87 , , (5.3+/-1.1) e-10 , 2.361 , 0.137 , < 1.36e-8 , (27.3+/-6.1) e-10 , (4.9+/-1.4) e-10 , < 2.16e-10 , < 5.04e-11 , FSRQ , N , 24.92
125 , 2FGL J0158.3-3931 , PMN J0158-3932 , 29.57542 , -39.52978 , 258.91 , -71.39 , , (9.1+/-1.4) e-10 , 2.071 , 0.11 , < 9.93e-9 , (30.7+/-6.3) e-10 , (6.6+/-1.5) e-10 , (14.4+/-6.1) e-11 , (7.6+/-3.7) e-11 , BL Lac , N , 29.021
126 , 2FGL J0159.5+1046 , RX J0159.5+1047 , 29.89833 , 10.77736 , 148.75 , -48.65 , , (10.6+/-1.6) e-10 , 2.154 , 0.11 , (15+/-4.4) e-9 , (27.8+/-7.8) e-10 , (6.7+/-1.7) e-10 , (17.2+/-7.1) e-11 , (10.5+/-4.3) e-11 , BL Lac , N , 27.83
127 , 2FGL J0159.6-2741 , PMN J0159-2739 , 29.91208 , -27.69625 , 219 , -74.87 , , (5.7+/-1.1) e-10 , 2.125 , 0.129 , < 5.81e-9 , (18.8+/-5.7) e-10 , (5.9+/-1.5) e-10 , (14.2+/-5.3) e-11 , < 4.72e-11 , BL Lac , N , 33.127
128 , 2FGL J0200.4-4105 , , 30.105 , -41.09594 , 261.9 , -70.1 , , (3.3+/-1) e-10 , 1.818 , 0.23 , < 1.01e-8 , < 1.19e-9 , (3.2+/-1.3) e-10 , < 1.92e-10 , < 9.55e-11 , Unassociated , N , 30.036
129 , 2FGL J0203.6+7235 , S5 0159+723 , 30.92167 , 72.59161 , 128.34 , 10.48 , , (9.9+/-1.7) e-10 , 2.021 , 0.132 , < 2.27e-8 , < 4.64e-9 , < 1.06e-9 , (25.7+/-7.6) e-11 , (8.7+/-3.9) e-11 , BL Lac , N , 44.074
130 , 2FGL J0201.5-6626 , PMN J0201-6638 , 30.39208 , -66.4475 , 292.31 , -49.22 , , (3.9+/-1) e-10 , 2.248 , 0.182 , < 1.51e-8 , (21+/-6.2) e-10 , (3.1+/-1.2) e-10 , < 1.41e-10 , < 9.14e-11 , AGU , N , 39.768
131 , 2FGL J0204.0+3045 , B2 0200+30 , 31.01375 , 30.75447 , 140.86 , -29.58 , , (6.3+/-1.3) e-10 , 2.46 , 0.127 , (14+/-6) e-9 , (39.8+/-8.1) e-10 , (5.6+/-1.6) e-10 , < 1.47e-10 , < 5.83e-11 , FSRQ , N , 34.699
132 , 2FGL J0205.8+6448 , PSR J0205+6449 , 31.45375 , 64.80956 , 130.74 , 3.07 , , (55.3+/-3.4) e-10 , 1.897 , 0.111 , (66.2+/-7.4) e-9 , (23.9+/-1.6) e-9 , (46+/-3.9) e-10 , (5.9+/-1.1) e-10 , < 1.38e-10 , Pulsar , N , 19.575
133 , 2FGL J0205.0+1514 , 4C +15.05 , 31.25583 , 15.23486 , 147.98 , -44.03 , , (8.5+/-1.4) e-10 , 2.285 , 0.112 , (19.5+/-4.4) e-9 , < 3.47e-9 , (8.9+/-1.8) e-10 , (16.7+/-6.5) e-11 , < 7.04e-11 , AGN , N , 73.118
134 , 2FGL J0205.4+3211 , B2 0202+31 , 31.36417 , 32.19406 , 140.66 , -28.12 , , (4.8+/-1.2) e-10 , 2.664 , 0.136 , < 2.51e-8 , (34.9+/-8.5) e-10 , (4.7+/-1.6) e-10 , < 1.27e-10 , < 4.52e-11 , FSRQ , N , 31.571
135 , 2FGL J0205.3-1657 , PKS 0202-17 , 31.32917 , -16.96469 , 185.98 , -70.13 , , (7.4+/-1.2) e-10 , 2.685 , 0.091 , (25.8+/-4.2) e-9 , (46.2+/-7.3) e-10 , (8.4+/-1.7) e-10 , < 1.12e-10 , < 7.89e-11 , FSRQ , N , 197.487
136 , 2FGL J0206.5-1149 , PMN J0206-1150 , 31.64833 , -11.82931 , 175.63 , -66.66 , , (6.6+/-1.2) e-10 , 2.092 , 0.137 , < 1.24e-8 , (17.6+/-5.8) e-10 , (5.1+/-1.4) e-10 , (13.9+/-5.5) e-11 , < 1.22e-10 , FSRQ , N , 102.158
137 , 2FGL J0207.9-6832 , PKS 0206-688 , 31.985 , -68.538 , 292.79 , -47.06 , , (33.6+/-9.2) e-11 , 2.432 , 0.198 , < 1.44e-8 , (23.4+/-6.7) e-10 , < 3.61e-10 , < 1.64e-10 , < 7.22e-11 , AGU , N , 28.871
138 , 2FGL J0209.5-5229 , 1RXS J020922.2-522920 , 32.37625 , -52.49956 , 278.34 , -60.75 , , (14.5+/-1.7) e-10 , 1.912 , 0.09 , < 1.69e-8 , (29.2+/-7) e-10 , (9.6+/-1.8) e-10 , (35.6+/-8.3) e-11 , (15+/-5.1) e-11 , BL Lac , N , 19.16
139 , 2FGL J0211.2+1050 , MG1 J021114+1051 , 32.80542 , 10.83653 , 152.59 , -47.39 , , (25.8+/-2.2) e-10 , 2.169 , 0.054 , (24.7+/-4.9) e-9 , (92.4+/-9.4) e-10 , (19.1+/-2.5) e-10 , (6.1+/-1.1) e-10 , < 1.51e-10 , BL Lac , N , 44.863
140 , 2FGL J0212.1+5318 , , 33.03917 , 53.30528 , 134.93 , -7.68 , , (25.7+/-2.5) e-10 , 1.852 , 0.139 , < 8.79e-9 , (50.2+/-8.1) e-10 , (19.3+/-2.5) e-10 , (5.2+/-1) e-10 , < 4.95e-11 , Unassociated , N , 17.253
141 , 2FGL J0210.7-5102 , PKS 0208-512 , 32.69583 , -51.03453 , 276.12 , -61.77 , , (37.9+/-2.4) e-10 , 2.395 , 0.036 , (67.5+/-6) e-9 , (159+/-9.8) e-10 , (38.2+/-3) e-10 , (52.1+/-9.8) e-11 , < 1.36e-10 , AGU , N , 733.503
142 , 2FGL J0213.1+2245 , MG3 J021252+2246 , 33.29542 , 22.75569 , 146.49 , -36.35 , , (10.4+/-1.6) e-10 , 2.029 , 0.109 , < 1.44e-8 , (23.7+/-7.5) e-10 , (9.8+/-2) e-10 , < 2.46e-10 , (10.6+/-4.5) e-11 , BL Lac , N , 27.484
143 , 2FGL J0214.5+6251c , , 33.63708 , 62.85311 , 132.25 , 1.49 , , (10.3+/-2.5) e-10 , 2.257 , 0.141 , < 2.52e-8 , < 1.00e-8 , < 1.22e-9 , (23.8+/-9.2) e-11 , < 7.70e-11 , Potential SNR , N , 19.236
144 , 2FGL J0217.7+7353 , S5 0212+73 , 34.43125 , 73.89867 , 128.91 , 12.03 , , (7.3+/-1.5) e-10 , 2.824 , 0.106 , (33+/-7.8) e-9 , (5.6+/-1.2) e-9 , < 1.11e-9 , < 2.25e-10 , < 5.45e-11 , FSRQ , N , 74.985
145 , 2FGL J0217.4+0836 , ZS 0214+083 , 34.35 , 8.612 , 156.16 , -48.64 , , (15.7+/-1.8) e-10 , 1.943 , 0.087 , < 1.67e-8 , (41.4+/-8.2) e-10 , (8.3+/-1.8) e-10 , (44.4+/-9.7) e-11 , (13.5+/-4.9) e-11 , BL Lac , N , 156.669
146 , 2FGL J0218.1+4233 , PSR J0218+4232 , 34.52708 , 42.55325 , 139.5 , -17.52 , , (49+/-3.2) e-10 , 2.012 , 0.097 , (65.2+/-9.2) e-9 , (18.1+/-1.5) e-9 , (40.8+/-3.5) e-10 , (6.9+/-1.2) e-10 , < 7.92e-11 , Pulsar , N , 40.025
147 , 2FGL J0218.7+6208c , , 34.68 , 62.13953 , 132.93 , 0.97 , , (23.9+/-6.5) e-10 , 2.767 , 0.236 , (5.4+/-1.8) e-8 , (26.2+/-3.4) e-9 , (32.5+/-5.3) e-10 , < 4.69e-10 , < 1.04e-10 , Potential SNR , N , 31.014
148 , 2FGL J0217.5-0813 , PKS 0214-085 , 34.38167 , -8.22 , 174.06 , -62.21 , , (3.9+/-1.1) e-10 , 2.27 , 0.188 , < 1.47e-8 , < 1.89e-9 , (4.8+/-1.4) e-10 , < 1.65e-10 , < 6.56e-11 , FSRQ , N , 23.363
149 , 2FGL J0217.9+0143 , PKS 0215+015 , 34.48292 , 1.73025 , 162.19 , -54.41 , , (56.6+/-2.9) e-10 , 2.152 , 0.031 , (52.8+/-4.8) e-9 , (16.9+/-1) e-9 , (45.6+/-3.3) e-10 , (12.1+/-1.5) e-10 , (19.7+/-6.1) e-11 , FSRQ , N , 222.293
150 , 2FGL J0216.9-6630 , RBS 0300 , 34.23833 , -66.51372 , 290.27 , -48.47 , , (6.8+/-1.3) e-10 , 1.941 , 0.136 , < 1.07e-8 , (22+/-5.8) e-10 , < 5.08e-10 , (24.1+/-7) e-11 , < 1.13e-10 , BL Lac , N , 32.184
151 , 2FGL J0219.2+3641 , MG3 J021846+3641 , 34.81167 , 36.68831 , 141.92 , -22.93 , , (7.8+/-1.5) e-10 , 2.614 , 0.12 , < 3.73e-8 , (5.3+/-1.2) e-9 , (5.9+/-1.8) e-10 , < 2.34e-10 , < 5.97e-11 , AGU , N , 102.34
152 , 2FGL J0219.1-1725 , 1RXS J021905.8-172503 , 34.77958 , -17.42578 , 191.87 , -67.57 , , (4.2+/-1.2) e-10 , 1.92 , 0.21 , < 1.15e-8 , < 2.70e-9 , (3.2+/-1.3) e-10 , < 1.89e-10 , < 1.42e-10 , BL Lac , N , 21.652
153 , 2FGL J0221.4+6257c , , 35.37292 , 62.96083 , 132.96 , 1.85 , , (28.5+/-3.5) e-10 , 2.635 , 0.188 , < 3.89e-8 , (12.2+/-2.2) e-9 , (27.2+/-4.2) e-10 , (25.8+/-9.3) e-11 , < 6.95e-11 , Potential SNR , N , 27.732
154 , 2FGL J0221.3+6025c , , 35.34208 , 60.43042 , 133.8 , -0.53 , , (12.4+/-2.7) e-10 , 2.452 , 0.112 , < 7.15e-8 , (7.6+/-2.4) e-9 , (16.8+/-3.8) e-10 , < 2.48e-10 , < 9.46e-11 , Unassociated , N , 24.369
155 , 2FGL J0221.0+3555 , S4 0218+35 , 35.26708 , 35.93031 , 142.59 , -23.5 , , (53+/-2.8) e-10 , 2.275 , 0.038 , (8.7+/-1) e-8 , (19.4+/-1.3) e-9 , (37+/-3.1) e-10 , (10.6+/-1.4) e-10 , (24.2+/-6.2) e-11 , FSRQ , N , 157.507
156 , 2FGL J0221.2+2516 , , 35.32083 , 25.27083 , 147.34 , -33.31 , , (4.1+/-1.1) e-10 , 1.785 , 0.175 , < 4.65e-9 , < 9.98e-10 , (4.6+/-1.5) e-10 , (13.5+/-5.8) e-11 , < 8.46e-11 , Unassociated , N , 17.08
157 , 2FGL J0222.7+6820 , , 35.69875 , 68.3445 , 131.22 , 6.95 , , (7.5+/-1.7) e-10 , 2.134 , 0.166 , < 1.62e-8 , < 3.09e-9 , < 9.82e-10 , (24.3+/-7.6) e-11 , < 7.73e-11 , Unassociated , N , 18.957
158 , 2FGL J0222.6+4302 , 3C 66A , 35.66167 , 43.03583 , 140.14 , -16.77 , , (256+/-6.1) e-10 , 1.847 , 0.024 , (97.3+/-8.7) e-9 , (51.2+/-1.7) e-9 , (161+/-5.8) e-10 , (66.3+/-3.2) e-10 , (21.7+/-1.7) e-10 , BL Lac , P , 358.641
159 , 2FGL J0222.0-1615 , PKS 0219-164 , 35.5175 , -16.26433 , 190.22 , -66.37 , , (5.7+/-1.2) e-10 , 2.467 , 0.124 , < 2.05e-8 , (28.6+/-7.3) e-10 , (4.7+/-1.5) e-10 , < 1.61e-10 , < 9.56e-11 , FSRQ , N , 28.189
160 , 2FGL J0224.0+6204 , , 36.02292 , 62.07656 , 133.54 , 1.13 , , (85.2+/-6.6) e-10 , 2.588 , 0.097 , < 5.99e-8 , (19.9+/-5.8) e-9 , (78.3+/-8.8) e-10 , (11+/-1.9) e-10 , < 1.11e-10 , Unassociated , N , 20.105
161 , 2FGL J0223.0-1118 , 1RXS J022314.6-111741 , 35.76125 , -11.31439 , 181.05 , -63.3 , , (30.8+/-9.4) e-11 , 1.556 , 0.222 , < 4.09e-9 , < 1.22e-9 , < 4.33e-10 , < 1.96e-10 , < 1.46e-10 , AGU , N , 23.768
162 , 2FGL J0225.9+6154c , , 36.49417 , 61.9035 , 133.81 , 1.04 , , (18.8+/-5) e-10 , 2.142 , 0.146 , < 4.51e-8 , < 2.33e-8 , < 2.46e-9 , < 6.94e-10 , (11+/-5.1) e-11 , Unassociated , N , 32.013
163 , 2FGL J0226.1+0943 , , 36.54125 , 9.719 , 158.1 , -46.59 , , (6.8+/-1.4) e-10 , 2.102 , 0.146 , < 1.65e-8 , < 3.46e-9 , < 6.96e-10 , (22.1+/-7.1) e-11 , < 7.76e-11 , Unassociated , N , 49.677
164 , 2FGL J0227.2+6029c , , 36.81542 , 60.48667 , 134.47 , -0.22 , , (16+/-2.8) e-10 , 2.383 , 0.113 , < 8.36e-8 , (9+/-2.6) e-9 , < 1.67e-9 , (25.8+/-9.1) e-11 , < 1.29e-10 , Unassociated , N , 23.998
165 , 2FGL J0226.5-4444 , RBS 0318 , 36.63208 , -44.73386 , 261.97 , -64.1 , , (3.8+/-1.2) e-10 , 1.569 , 0.267 , < 5.72e-9 , < 1.67e-9 , < 3.46e-10 , (12.5+/-5.5) e-11 , < 1.71e-10 , AGU , N , 26.338
166 , 2FGL J0227.3+0203 , RX J0227.2+0201 , 36.84417 , 2.06636 , 165.1 , -52.77 , , (4.3+/-1.1) e-10 , 1.865 , 0.203 , < 9.63e-9 , < 1.40e-9 , < 4.47e-10 , (20.2+/-6.8) e-11 , < 1.02e-10 , BL Lac , N , 17.209
167 , 2FGL J0227.7+2249 , , 36.94958 , 22.82456 , 150.23 , -34.89 , , (7.4+/-1.4) e-10 , 1.995 , 0.139 , < 1.94e-8 , < 1.66e-9 , (7.7+/-1.9) e-10 , (23.4+/-7.4) e-11 , < 9.77e-11 , Unassociated , N , 66.444
168 , 2FGL J0229.3-3644 , PKS 0227-369 , 37.3425 , -36.73358 , 243.94 , -67.2 , , (11.9+/-1.5) e-10 , 2.533 , 0.071 , (28.9+/-4.8) e-9 , (66.4+/-7.7) e-10 , (10.4+/-1.8) e-10 , (14.9+/-6) e-11 , < 6.99e-11 , FSRQ , N , 247.798
169 , 2FGL J0230.8+4031 , B3 0227+403 , 37.71833 , 40.52108 , 142.62 , -18.52 , , (14+/-1.6) e-10 , 2.629 , 0.063 , (49+/-5.1) e-9 , (91.8+/-9.3) e-10 , (12.3+/-2.1) e-10 , (12.8+/-5.4) e-11 , < 1.37e-10 , FSRQ , N , 83.948
170 , 2FGL J0233.9+6238c , , 38.475 , 62.63494 , 134.4 , 2.06 , , (18.2+/-2.6) e-10 , 2.532 , 0.092 , (4.6+/-1.8) e-8 , (10.4+/-2.1) e-9 , (18.3+/-3.6) e-10 , (21.5+/-8.6) e-11 , < 1.77e-10 , Unassociated , N , 34.557
171 , 2FGL J0237.9+5238 , , 39.49667 , 52.63814 , 138.83 , -6.91 , , (10.8+/-1.8) e-10 , 2.218 , 0.105 , < 2.27e-8 , (4.9+/-1.1) e-9 , (8.3+/-2.2) e-10 , (17.7+/-7) e-11 , < 9.02e-11 , Unassociated , N , 23.01
172 , 2FGL J0237.8+2846 , 4C +28.07 , 39.47125 , 28.77758 , 149.48 , -28.55 , , (37.7+/-2.5) e-10 , 2.158 , 0.061 , (73.1+/-4.7) e-9 , (21.6+/-1.1) e-9 , (30+/-2.9) e-10 , (40.9+/-9.3) e-11 , < 1.19e-10 , FSRQ , N , 140.406
173 , 2FGL J0237.5-3603 , RBS 0334 , 39.38208 , -36.06228 , 241.19 , -65.81 , , (3.6+/-1.1) e-10 , 1.559 , 0.217 , < 9.81e-9 , < 7.23e-10 , < 5.37e-10 , (12.6+/-5.9) e-11 , < 1.39e-10 , BL Lac , N , 19.208
