_id , fermi1fhl_name , other_name , Association , RA , Dec , LII , BII,Flux (E>10 GeV),Spectral index,Sqrt(TS),Flux Density,Energy Flux,Pivot Energy,Flux10-30GeV,Errors on Flux10-30GeV,Flux30-100GeV,Errors on Flux30-100GeV,Flux100-500GeV,Errors on Flux100-500GeV,Sqrt(TS)10-30GeV,Sqrt(TS)30-100GeV,Sqrt(TS)100-500GeV,Class,Z,TeV Assoc.,Tev Flag,Variability,Sed Class,Ext name
113 , 1FHL J0523.3-3620 , 2FGL J0523.0-3628 , PKS 0521-36 , 80.8468 , -36.3388 , 240.48 , -32.61 , (12.9±4.27) e-11 , 2.2803 ± 0.4578 , 5.55 , (29.24±9.67) e-13 , (6.33±3.22) e-12 , 21.4314 , 1.19e-10 , -3.694e-11 +4.512e-11 , 1.80e-11 , -1.163e-11 +1.923e-11 , < 3.66e-11 , - , 5.93 , 2.67 , 0 , AGU , 0.055 , , N , 1 , - , 
114 , 1FHL J0526.6-6825e , 2FGL J0526.6-6825e , LMC , 81.65 , -68.42 , 278.84 , -32.86 , (7.3±1.14) e-10 , 2.1884 ± 0.188 , 8.95 , (13.35±2.08) e-12 , (38.81±8.71) e-12 , 23.6314 , 5.69e-10 , -9.826e-11 +1.055e-10 , 1.62e-10 , -4.637e-11 +5.293e-11 , 2.11e-11 , -1.4e-11 +2.255e-11 , 8.07 , 4.84 , 2.32 , GAL , 0 , , N , 1 , , LMC
115 , 1FHL J0529.0+0937 , 2FGL J0529.2+0935 , GB6 J0529+0934 , 82.2715 , 9.6182 , 194.54 , -13.44 , (9.86±3.91) e-11 , 1.8668 ± 0.4821 , 4.43 , (14.79±5.86) e-13 , (7.28±5.01) e-12 , 26.0642 , 5.88e-11 , -2.533e-11 +3.402e-11 , 2.47e-11 , -1.492e-11 +2.352e-11 , < 4.77e-11 , - , 4.09 , 2.74 , 0.63 , agu , 0 , , N , 1 , HSP , 
116 , 1FHL J0532.1-4826 , 2FGL J0532.0-4826 , PMN J0531-4827 , 83.03 , -48.4416 , 255 , -32.79 , (42.17±7) e-11 , 2.8946 ± 0.3227 , 14.96 , (17.75±2.95) e-12 , (13.88±3.14) e-12 , 16.8176 , 3.80e-10 , -6.291e-11 +7.02e-11 , 4.31e-11 , -1.828e-11 +2.543e-11 , < 3.31e-11 , - , 14.12 , 5.45 , 0 , agu , 0 , , N , 4 , LSP , 
117 , 1FHL J0534.5+2201 , 2FGL J0534.5+2201 , PSR J0534+2200 , 83.6281 , 22.0191 , 184.55 , -5.79 , (75.7±2.95) e-10 , 2.3251 ± 0.058 , 75.32 , (190.9±7.44) e-12 , (35.77±2.23) e-11 , 20.4615 , 5.71e-9 , -2.513e-10 +2.587e-10 , 1.35e-9 , -1.193e-10 +1.266e-10 , 3.84e-10 , -6.546e-11 +7.38e-11 , 63.65 , 34.1 , 17.7 , HPSR , 0 , Crab , P , 1 , , 
118 , 1FHL J0536.4-3343 , 2FGL J0536.2-3348 , 1RXS J053629.4-334302 , 84.1166 , -33.7332 , 238.23 , -29.41 , (19.94±4.93) e-11 , 2.0896 ± 0.3149 , 10.2 , (37.07±9.17) e-13 , (11.65±4.63) e-12 , 23.4663 , 1.36e-10 , -3.694e-11 +4.478e-11 , 4.66e-11 , -1.987e-11 +2.749e-11 , 1.22e-11 , -8.491e-12 +1.651e-11 , 8.83 , 5.25 , 3.41 , bzb , 0 , , N , 1 , HSP , 
119 , 1FHL J0538.8-4405 , 2FGL J0538.8-4405 , PKS 0537-441 , 84.7135 , -44.0882 , 250.08 , -31.09 , (16.99±1.37) e-10 , 2.6388 ± 0.1396 , 36.89 , (58.95±4.77) e-12 , (64.19±7.65) e-12 , 18.0206 , 1.41e-9 , -1.213e-10 +1.285e-10 , 2.66e-10 , -5.052e-11 +5.764e-11 , < 3.40e-11 , - , 33.32 , 15.19 , 0 , BZB , 0.892 , , N , 3 , LSP , 
120 , 1FHL J0540.5+5822 , 2FGL J0540.4+5822 , GB6 J0540+5823 , 85.1426 , 58.3823 , 153.94 , 14.26 , (8.48±3) e-11 , 1.8357 ± 0.391 , 6.25 , (9.76±3.45) e-13 , (6.48±3.53) e-12 , 30.0745 , 3.89e-11 , -1.934e-11 +2.653e-11 , 4.73e-11 , -1.771e-11 +2.342e-11 , < 2.81e-11 , - , 3.16 , 6.58 , 0 , bzb , 0 , , N , 1 , HSP , 
121 , 1FHL J0543.9-5532 , 2FGL J0543.9-5532 , 1RXS J054357.3-553206 , 85.9814 , -55.5381 , 263.51 , -31.48 , (25.01±5.39) e-11 , 2.0903 ± 0.2742 , 11.3 , (42.49±9.15) e-13 , (14.6±4.92) e-12 , 24.5 , 1.89e-10 , -4.379e-11 +5.109e-11 , 3.97e-11 , -1.687e-11 +2.353e-11 , 2.20e-11 , -1.207e-11 +1.978e-11 , 9.25 , 5.37 , 4.77 , bzb , 0 , , N , 1 , HSP , 
122 , 1FHL J0550.6-3215 , , PKS 0548-322 , 87.6689 , -32.2601 , 237.55 , -26.15 , (6.7±3.03) e-11 , 1.7243 ± 0.4822 , 5.03 , (6.32±2.85) e-13 , (5.81±4.01) e-12 , 33.788 , 4.58e-11 , -2.114e-11 +2.943e-11 , 1.17e-11 , -8.224e-12 +1.597e-11 , 1.24e-11 , -8.67e-12 +1.686e-11 , 4.15 , 2.94 , 3.5 , bzb , 0.069 , PKS 0548-322 , P , 1 , HSP , 
123 , 1FHL J0601.0+3838 , 2FGL J0600.9+3839 , , 90.2512 , 38.6476 , 173.19 , 7.64 , (5.56±2.67) e-11 , 1.3798 ± 0.459 , 4.47 , (3.1±1.48) e-13 , (7.28±5.06) e-12 , 48.4067 , < 4.91e-11 , - , 3.06e-11 , -1.511e-11 +2.22e-11 , 1.16e-11 , -8.178e-12 +1.592e-11 , 0.23 , 4.07 , 2.79 , , 0 , , N , 1 , , 
124 , 1FHL J0601.1-7037 , 2FGL J0601.1-7037 , PKS 0601-70 , 90.2955 , -70.6233 , 281.05 , -29.64 , (9.37±3.16) e-11 , 4.1488 ± 1.0957 , 6.19 , (9.02±3.03) e-12 , (21.96±8.55) e-13 , 13.2991 , 9.32e-11 , -2.835e-11 +3.486e-11 , < 2.74e-11 , - , < 2.88e-11 , - , 6.6 , 0 , 0 , bzq , 2.409 , , N , 1 , - , 
125 , 1FHL J0602.4-4013 , 2FGL J0602.7-4011 , 1RXS J060251.9-4018351 , 90.6197 , -40.2215 , 246.8 , -26.02 , (8.99±3.65) e-11 , 3.0555 ± 0.7751 , 4.07 , (4±1.62) e-12 , (2.76±1.39) e-12 , 16.5029 , 9.39e-11 , -3.276e-11 +4.089e-11 , < 3.34e-11 , - , < 3.66e-11 , - , 5.33 , 0 , 0 , agu , 0 , , N , 1 , ISP , 
126 , 1FHL J0604.2-4817 , 2FGL J0604.2-4817 , 1ES 0602-482 , 91.0537 , -48.2944 , 255.69 , -27.49 , (7.04±2.93) e-11 , 1.3817 ± 0.3919 , 5.74 , (4.45±1.85) e-13 , (9.19±5.75) e-12 , 44.1854 , 1.24e-11 , -8.924e-12 +1.719e-11 , 6.15e-11 , -2.293e-11 +3.007e-11 , < 3.53e-11 , - , 2.2 , 6.44 , 0 , agu , 0 , , N , 1 , HSP , 
127 , 1FHL J0605.0+0001 , 2FGL J0605.0+0001 , GB6 J0604+0000 , 91.2583 , 0.0322 , 207.55 , -10.3 , (10.47±3.81) e-11 , 4.1475 ± 1.1457 , 5.05 , (9.65±3.5) e-12 , (2.46±1.01) e-12 , 13.4419 , 1.03e-10 , -3.337e-11 +4.147e-11 , < 3.56e-11 , - , < 5.13e-11 , - , 5.74 , 0 , 0 , agu , 0 , , N , 1 , - , 
128 , 1FHL J0605.4+2726 , , , 91.3527 , 27.4441 , 183.48 , 3.01 , (7.12±3.18) e-11 , 1.9993 ± 0.5406 , 4.1 , (11.15±4.98) e-13 , (4.56±3.23) e-12 , 25.5271 , 4.74e-11 , -2.113e-11 +2.932e-11 , 2.06e-11 , -1.316e-11 +2.141e-11 , < 4.03e-11 , - , 3.98 , 2.97 , 0 , , 0 , , N , 1 , , 
129 , 1FHL J0606.6+4742 , 1FGL J0607.2+4739 , CGRaBS J0607+4739 , 91.6546 , 47.71 , 165.52 , 12.76 , (8.48±3.17) e-11 , 2.2834 ± 0.5095 , 4.76 , (19.63±7.34) e-13 , (4.15±2.37) e-12 , 21.2279 , 7.10e-11 , -2.588e-11 +3.289e-11 , 1.58e-11 , -1.04e-11 +1.717e-11 , < 3.15e-11 , - , 4.94 , 2.42 , 0 , bzb , 0 , , N , 1 , - , 
130 , 1FHL J0609.4-0248 , 2FGL J0609.4-0248 , NVSS J060915-024754 , 92.3748 , -2.8123 , 210.64 , -10.62 , (10.99±4.04) e-11 , 2.1716 ± 0.5281 , 4.53 , (23.19±8.53) e-13 , (5.94±3.68) e-12 , 22.1264 , 8.07e-11 , -3.032e-11 +3.891e-11 , 1.23e-11 , -8.933e-12 +1.73e-11 , 1.49e-11 , -1.126e-11 +2.135e-11 , 4.4 , 2.13 , 1.78 , bzb , 0 , , N , 1 , HSP , 
131 , 1FHL J0612.8+4121 , 2FGL J0612.8+4122 , B3 0609+413 , 93.2017 , 41.3653 , 171.82 , 10.91 , (36.78±6.65) e-11 , 3.1749 ± 0.399 , 13.51 , (20.54±3.71) e-12 , (10.79±2.55) e-12 , 15.3434 , 3.70e-10 , -6.22e-11 +6.943e-11 , < 3.80e-11 , - , < 3.26e-11 , - , 14.07 , 0 , 0 , bzb , 0 , , N , 1 , - , 
132 , 1FHL J0614.0-3325 , 2FGL J0614.1-3329 , PSR J0614-3329 , 93.5033 , -33.4299 , 240.41 , -21.84 , (24.98±5.65) e-11 , 3.0453 ± 0.4568 , 9.16 , (12.19±2.76) e-12 , (7.7±2.28) e-12 , 16.007 , 2.33e-10 , -5.12e-11 +5.913e-11 , 1.06e-11 , -7.614e-12 +1.48e-11 , < 3.53e-11 , - , 9.21 , 2.27 , 0 , HPSR , 0 , , N , 1 , , 
133 , 1FHL J0617.0+5700 , 2FGL J0616.9+5701 , 87GB 061258.1+570222 , 94.2699 , 57.0123 , 157.42 , 18.06 , (12.79±3.62) e-11 , 2.1903 ± 0.3913 , 7.84 , (25.6±7.24) e-13 , (6.79±3.06) e-12 , 22.665 , 8.59e-11 , -2.743e-11 +3.379e-11 , 4.16e-11 , -1.633e-11 +2.201e-11 , < 3.94e-11 , - , 6.02 , 6.13 , 0 , bzb , 0 , , N , 1 , ISP , 
134 , 1FHL J0617.2+2234e , 2FGL J0617.2+2234e , SNR G189.1-03.0 , 94.31 , 22.58 , 189.04 , 3.03 , (31.38±1.95) e-10 , 2.5587 ± 0.1045 , 36.26 , (101.9±6.34) e-12 , (12.47±1.18) e-11 , 18.4739 , 2.57e-9 , -1.728e-10 +1.804e-10 , 4.71e-10 , -7.266e-11 +8.031e-11 , 1.17e-10 , -3.569e-11 +4.414e-11 , 32.8 , 13.84 , 7.17 , SNR , 0 , IC443 , E , 1 , , IC443
135 , 1FHL J0617.6-1716 , 2FGL J0617.6-1716 , CRATES J061733.67-171522.8 , 94.4133 , -17.2813 , 224.91 , -15.09 , (13.95±4.5) e-11 , 2.7516 ± 0.5724 , 5.88 , (4.63±1.49) e-12 , (4.94±2.14) e-12 , 18.3049 , 1.16e-10 , -3.69e-11 +4.54e-11 , 2.25e-11 , -1.281e-11 +2.057e-11 , < 4.40e-11 , - , 5.85 , 3.3 , 0 , bzb , 0.098 , , N , 1 , LSP , 
136 , 1FHL J0622.4-2604 , 1FGL J0622.3-2604 , CRATES J0622-2606 , 95.6038 , -26.0716 , 233.78 , -17.55 , (9.1±3.59) e-11 , 1.8645 ± 0.465 , 5.56 , (11.14±4.39) e-13 , (6.73±4.25) e-12 , 29.0657 , 6.94e-11 , -2.707e-11 +3.538e-11 , 2.34e-11 , -1.301e-11 +2.08e-11 , < 4.61e-11 , - , 5.26 , 3.92 , 0 , agu , 0.414 , , N , 1 , - , 
137 , 1FHL J0622.9+3328 , 2FGL J0622.9+3326 , B2 0619+33 , 95.7304 , 33.469 , 179.9 , 9.16 , (35.73±6.6) e-11 , 2.2901 ± 0.2668 , 12.52 , (8.32±1.54) e-12 , (17.38±5.06) e-12 , 21.1785 , 2.87e-10 , -5.604e-11 +6.359e-11 , 6.45e-11 , -2.31e-11 +3.031e-11 , < 5.06e-11 , - , 10.87 , 6.61 , 0 , agu , 0 , , N , 3 , - , 
138 , 1FHL J0625.3+4440 , 2FGL J0625.2+4441 , GB6 J0625+4440 , 96.3385 , 44.668 , 169.77 , 14.4 , (6.57±2.91) e-11 , 2.0067 ± 0.5185 , 4.11 , (10.2±4.52) e-13 , (4.17±2.86) e-12 , 25.6325 , 3.97e-11 , -1.958e-11 +2.666e-11 , 2.47e-11 , -1.366e-11 +2.154e-11 , < 3.25e-11 , - , 3.09 , 3.82 , 0 , bzb , 0 , , N , 1 , - , 
139 , 1FHL J0625.9+0002 , 1FGL J0625.7+0001 , , 96.4811 , 0.0396 , 209.97 , -5.66 , (9.63±3.82) e-11 , 2.7268 ± 0.6977 , 4.1 , (3.54±1.41) e-12 , (3.45±1.94) e-12 , 17.6309 , 8.26e-11 , -3.148e-11 +4.034e-11 , 1.55e-11 , -1.102e-11 +2.065e-11 , < 4.00e-11 , - , 4.34 , 2.34 , 0 , , 0 , , N , 1 , , 
140 , 1FHL J0626.8-3528 , 2FGL J0627.1-3528 , PKS 0625-35 , 96.7036 , -35.4794 , 243.42 , -20.03 , (15.24±4.38) e-11 , 1.824 ± 0.3218 , 7.71 , (19.16±5.51) e-13 , (11.79±5.45) e-12 , 28.6588 , 9.54e-11 , -3.091e-11 +3.874e-11 , 4.65e-11 , -2.106e-11 +2.898e-11 , 1.21e-11 , -8.509e-12 +1.658e-11 , 6.05 , 4.66 , 2.57 , rdg , 0.055 , , N , 1 , - , 
141 , 1FHL J0630.9-2406 , 2FGL J0630.9-2406 , TXS 0628-240 , 97.7479 , -24.1126 , 232.68 , -15 , (53.82±8.27) e-11 , 2.4563 ± 0.2392 , 17.34 , (15.41±2.37) e-12 , (22.97±5.38) e-12 , 19.4143 , 4.46e-10 , -7.102e-11 +7.902e-11 , 8.31e-11 , -2.833e-11 +3.626e-11 , < 3.77e-11 , - , 16.04 , 6.71 , 0 , bzb , 0 , , N , 1 , HSP , 
142 , 1FHL J0633.9+1746 , 2FGL J0633.9+1746 , PSR J0633+1746 , 98.4813 , 17.7718 , 195.13 , 4.27 , (27.66±1.79) e-10 , 4.9967 ± 0.273 , 42.58 , (37.84±2.42) e-11 , (59.03±4.24) e-12 , 12.3878 , 2.70e-9 , -1.704e-10 +1.778e-10 , 3.74e-11 , -1.796e-11 +2.57e-11 , < 4.73e-11 , - , 41.76 , 3.78 , 0 , HPSR , 0 , Geminga , E , 1 , , 
143 , 1FHL J0639.6-1244 , , , 99.9166 , -12.7473 , 223.03 , -8.35 , (8.64±3.9) e-11 , 2.2483 ± 0.5851 , 4.07 , (13.94±6.19) e-13 , (4.36±2.69) e-12 , 24.9232 , 6.44e-11 , -3.107e-11 +4.098e-11 , 1.16e-11 , -8.339e-12 +1.619e-11 , 1.32e-11 , -1.321e-11 +1.809e-11 , 2.91 , 2.26 , 3.38 , , 0 , , N , 1 , , 
144 , 1FHL J0644.2-6713 , 2FGL J0644.2-6713 , PKS 0644-671 , 101.0526 , -67.2204 , 277.53 , -25.56 , (17.04±4.25) e-11 , 3.1457 ± 0.5354 , 9.11 , (8.71±2.17) e-12 , (5.05±1.61) e-12 , 15.7759 , 1.61e-10 , -3.826e-11 +4.491e-11 , 9.06e-12 , -6.433e-12 +1.251e-11 , < 3.44e-11 , - , 9.05 , 2.51 , 0 , agu , 0 , , N , 2 , - , 
145 , 1FHL J0644.2+6036 , 2FGL J0644.6+6034 , , 101.0682 , 60.6156 , 155.01 , 22.56 , (6.18±2.4) e-11 , 3.0141 ± 0.7792 , 5.2 , (2.9±1.13) e-12 , (19.28±9.86) e-13 , 16.2188 , 6.12e-11 , -2.126e-11 +2.708e-11 , < 2.49e-11 , - , < 2.71e-11 , - , 5.83 , 0 , 0 , , 0 , , N , 1 , , 
146 , 1FHL J0647.1-5131 , 2FGL J0647.7-5132 , 1RXS J064710.1-513546 , 101.7976 , -51.5248 , 260.95 , -21.55 , (7.31±3.06) e-11 , 1.7223 ± 0.4443 , 4.18 , (7.62±3.19) e-13 , (6.36±4.19) e-12 , 31.8788 , 3.81e-11 , -1.89e-11 +2.678e-11 , 2.12e-11 , -1.287e-11 +2.044e-11 , 1.05e-11 , -7.945e-12 +1.543e-11 , 3.28 , 2.91 , 1.79 , agu , 0 , , N , 1 , HSP , 
147 , 1FHL J0648.9+1516 , 2FGL J0648.9+1516 , VER J0648+152 , 102.2251 , 15.281 , 198.99 , 6.35 , (21.36±5.41) e-11 , 1.7296 ± 0.2752 , 9.49 , (22.74±5.75) e-13 , (18.42±7.46) e-12 , 31.4933 , 1.51e-10 , -4.097e-11 +4.917e-11 , 3.81e-11 , -1.885e-11 +2.744e-11 , 2.64e-11 , -1.454e-11 +2.328e-11 , 8.16 , 4.18 , 4.78 , bzb , 0.179 , VER J0648+152 , P , 1 , HSP , 
148 , 1FHL J0649.5-3138 , 2FGL J0649.7-3138 , 1RXS J064933.8-313914 , 102.3953 , -31.6468 , 241.51 , -14.21 , (11.29±4.06) e-11 , 2.1097 ± 0.4511 , 5.34 , (19.17±6.88) e-13 , (6.47±3.55) e-12 , 24.4926 , 4.90e-11 , -2.463e-11 +3.357e-11 , 5.36e-11 , -2.191e-11 +2.967e-11 , < 3.71e-11 , - , 2.97 , 5.13 , 0 , agu , 0 , , N , 1 , HSP , 
149 , 1FHL J0650.4+2056 , , , 102.6235 , 20.9353 , 194.03 , 9.17 , (8.26±3.36) e-11 , 2.1553 ± 0.5357 , 4.87 , (15.23±6.2) e-13 , (4.53±2.86) e-12 , 23.5438 , 7.01e-11 , -2.687e-11 +3.505e-11 , < 3.62e-11 , - , 1.27e-11 , -8.884e-12 +1.727e-11 , 4.71 , 0 , 3.27 , , 0 , , N , 1 , , 
150 , 1FHL J0650.8+2504 , 2FGL J0650.7+2505 , 1ES 0647+250 , 102.712 , 25.0814 , 190.26 , 11.02 , (41.71±7.19) e-11 , 1.557 ± 0.1778 , 15.47 , (36.21±6.24) e-13 , (4.41±1.23) e-11 , 35.6417 , 2.07e-10 , -4.718e-11 +5.505e-11 , 1.53e-10 , -3.827e-11 +4.57e-11 , 5.59e-11 , -2.364e-11 +3.258e-11 , 10.12 , 9.6 , 5.68 , bzb , 0 , 1ES 0647+250 , P , 1 , HSP , 
151 , 1FHL J0654.2+4514 , 2FGL J0654.2+4514 , B3 0650+453 , 103.5676 , 45.2436 , 171.19 , 19.36 , (6.17±2.76) e-11 , 2.7472 ± 0.7672 , 4.12 , (19.83±8.84) e-13 , (2.19±1.29) e-12 , 18.5203 , 4.98e-11 , -2.128e-11 +2.878e-11 , 9.31e-12 , -6.673e-12 +1.299e-11 , < 3.31e-11 , - , 4.28 , 2.29 , 0 , bzq , 0.928 , , N , 1 , LSP , 
152 , 1FHL J0654.5+5042 , 2FGL J0654.5+5043 , GB6 J0654+5042 , 103.647 , 50.7057 , 165.69 , 21.14 , (7.73±2.89) e-11 , 2.6067 ± 0.6473 , 5.19 , (26.11±9.75) e-13 , (2.98±1.67) e-12 , 18.2009 , 7.60e-11 , -2.61e-11 +3.285e-11 , < 3.36e-11 , - , < 2.93e-11 , - , 5.54 , 0.3 , 0 , bzq , 1.253 , , N , 1 , LSP , 
153 , 1FHL J0700.6-6612 , 2FGL J0700.3-6611 , PKS 0700-661 , 105.1682 , -66.2023 , 276.79 , -23.76 , (14.86±3.9) e-11 , 2.7182 ± 0.4722 , 8.22 , (5.54±1.45) e-12 , (5.36±2.03) e-12 , 17.5545 , 1.30e-10 , -3.366e-11 +4.029e-11 , 1.83e-11 , -1.086e-11 +1.733e-11 , < 3.43e-11 , - , 8.28 , 2.71 , 0 , bzb , 0 , , N , 1 , ISP , 
154 , 1FHL J0706.5+3744 , 2FGL J0706.5+3744 , GB6 J0706+3744 , 106.6495 , 37.749 , 179.49 , 19 , (17.34±4.53) e-11 , 2.0596 ± 0.3301 , 9.1 , (29.09±7.59) e-13 , (10.44±4.33) e-12 , 24.663 , 1.15e-10 , -3.394e-11 +4.138e-11 , 5.09e-11 , -1.957e-11 +2.641e-11 , < 3.54e-11 , - , 6.85 , 6.89 , 0 , bzb , 0 , , N , 1 , HSP , 
155 , 1FHL J0710.5+5908 , 2FGL J0710.5+5908 , 1H 0658+595 , 107.629 , 59.1394 , 157.4 , 25.42 , (17.62±4.05) e-11 , 1.8338 ± 0.2606 , 11.18 , (22.25±5.11) e-13 , (13.49±5) e-12 , 28.5923 , 1.27e-10 , -3.165e-11 +3.769e-11 , 4.37e-11 , -1.708e-11 +2.289e-11 , 9.30e-12 , -6.558e-12 +1.275e-11 , 9.43 , 6.39 , 3.09 , bzb , 0.125 , RGB J0710+591 , P , 1 , HSP , 
156 , 1FHL J0712.8+5034 , 2FGL J0712.9+5032 , GB6 J0712+5033 , 108.2102 , 50.5712 , 166.68 , 23.88 , (9.86±3.47) e-11 , 2.2745 ± 0.4667 , 5.64 , (24.94±8.77) e-13 , (4.86±2.66) e-12 , 20.4164 , 5.26e-11 , -2.223e-11 +2.923e-11 , 4.65e-11 , -1.965e-11 +2.634e-11 , < 2.99e-11 , - , 4.06 , 5.12 , 0 , bzb , 0.502 , , N , 1 , LSP , 
157 , 1FHL J0718.7-4321 , 2FGL J0718.7-4320 , PMN J0718-4319 , 109.6909 , -43.3629 , 254.95 , -13.66 , (24.62±5.5) e-11 , 2.4388 ± 0.3498 , 11 , (7.05±1.58) e-12 , (10.65±3.69) e-12 , 19.4126 , 2.22e-10 , -4.851e-11 +5.618e-11 , 3.05e-11 , -1.518e-11 +2.239e-11 , < 3.88e-11 , - , 10.62 , 4.47 , 0 , bzb , 0 , , N , 1 , ISP , 
158 , 1FHL J0719.2+3308 , 2FGL J0719.3+3306 , B2 0716+33 , 109.8188 , 33.1409 , 185.02 , 19.85 , (24.6±5.4) e-11 , 3.0973 ± 0.4852 , 10.9 , (13.35±2.92) e-12 , (7.43±2.22) e-12 , 15.4699 , 2.15e-10 , -4.64e-11 +5.375e-11 , 2.41e-11 , -1.329e-11 +2.096e-11 , < 3.94e-11 , - , 10.63 , 4.08 , 0 , bzq , 0.779 , , N , 1 , LSP , 
159 , 1FHL J0721.8+7120 , 2FGL J0721.9+7120 , S5 0716+71 , 110.4606 , 71.339 , 143.98 , 28.01 , (93.25±8.78) e-11 , 2.4915 ± 0.1501 , 30.13 , (27.91±2.63) e-12 , (38.81±5.56) e-12 , 19.0716 , 7.56e-10 , -7.647e-11 +8.177e-11 , 1.59e-10 , -3.303e-11 +3.817e-11 , 1.32e-11 , -8.621e-12 +1.445e-11 , 26.91 , 13.43 , 2.86 , bzb , 0 , S5 0716+714 , P , 2 , ISP , 
160 , 1FHL J0725.2+1423 , 2FGL J0725.3+1426 , 4C +14.23 , 111.3162 , 14.3931 , 203.66 , 13.89 , (21.46±5.48) e-11 , 2.931 ± 0.4912 , 8.31 , (9.61±2.45) e-12 , (6.95±2.39) e-12 , 16.4647 , 1.91e-10 , -4.682e-11 +5.5e-11 , 2.78e-11 , -1.616e-11 +2.478e-11 , < 3.77e-11 , - , 8.41 , 3.32 , 0 , BZQ , 1.038 , , N , 3 , LSP , 
161 , 1FHL J0730.2+3307 , 2FGL J0729.9+3304 , 1RXS J073026.0+330727 , 112.5682 , 33.1267 , 185.85 , 22.01 , (7.26±3.11) e-11 , 2.2586 ± 0.5839 , 4.87 , (13.83±5.89) e-13 , (3.63±2.28) e-12 , 23.1371 , 4.55e-11 , -2.173e-11 +3.01e-11 , 2.12e-11 , -1.175e-11 +1.881e-11 , < 3.51e-11 , - , 3.65 , 3.99 , 0 , bzb , 0.112 , , N , 1 , HSP , 
162 , 1FHL J0730.3-1140 , 2FGL J0730.2-1141 , PKS 0727-11 , 112.5773 , -11.6732 , 227.75 , 3.14 , (50.5±8.34) e-11 , 3.4351 ± 0.413 , 13.92 , (32.07±5.29) e-12 , (13.67±2.79) e-12 , 14.7856 , 4.58e-10 , -7.488e-11 +8.334e-11 , 4.44e-11 , -2.106e-11 +2.978e-11 , < 3.86e-11 , - , 13.29 , 4.44 , 0 , bzq , 1.591 , , N , 1 , - , 
163 , 1FHL J0735.0-7708 , 2FGL J0734.2-7706 , PKS 0736-770 , 113.7739 , -77.1367 , 289.08 , -24.02 , (6.8±2.86) e-11 , 2.4225 ± 0.6582 , 4.13 , (22.27±9.3) e-13 , (2.98±2.05) e-12 , 18.3689 , 5.42e-11 , -2.11e-11 +2.793e-11 , 1.47e-11 , -1.18e-11 +1.893e-11 , < 3.09e-11 , - , 4.87 , 1.39 , 0 , agu , 0 , , N , 1 , LSP , 
164 , 1FHL J0738.0+1742 , 2FGL J0738.0+1742 , PKS 0735+17 , 114.5068 , 17.7005 , 201.84 , 18.04 , (39.68±7) e-11 , 2.9962 ± 0.3555 , 14.13 , (17.96±3.17) e-12 , (12.48±2.91) e-12 , 16.4103 , 3.40e-10 , -6.131e-11 +6.913e-11 , 5.51e-11 , -2.14e-11 +2.883e-11 , < 3.71e-11 , - , 13.06 , 6.16 , 0 , bzb , 0.424 , , N , 1 , LSP , 
165 , 1FHL J0743.0+5446 , 2FGL J0742.6+5442 , GB6 J0742+5444 , 115.7732 , 54.7769 , 163 , 29.15 , (10.97±3.37) e-11 , 4.3566 ± 1.0472 , 6.44 , (11.07±3.39) e-12 , (25±8.59) e-13 , 13.1701 , 1.01e-10 , -2.91e-11 +3.519e-11 , 7.18e-12 , -5.877e-12 +1.142e-11 , < 2.64e-11 , - , 6.92 , 1.46 , 0 , bzq , 0.723 , , N , 1 , LSP , 
166 , 1FHL J0745.2+7439 , 2FGL J0745.0+7436 , MS 0737.9+7441 , 116.3042 , 74.6504 , 140.16 , 29.63 , (7.11±2.68) e-11 , 2.3226 ± 0.5251 , 4.59 , (15.77±5.93) e-13 , (3.37±1.88) e-12 , 21.6203 , 6.52e-11 , -2.255e-11 +2.832e-11 , < 2.39e-11 , - , 8.62e-12 , -6.063e-12 +1.177e-11 , 5.52 , 0 , 2.79 , bzb , 0.315 , , N , 1 , HSP , 
167 , 1FHL J0745.2+8511 , 2FGL J0745.9+8512 , NVSS J074715+851208 , 116.3153 , 85.1919 , 128.23 , 28.14 , (6.9±2.52) e-11 , 1.8612 ± 0.4145 , 4.83 , (9.04±3.31) e-13 , (5.13±3) e-12 , 28.0309 , 3.35e-11 , -1.521e-11 +2.083e-11 , 3.58e-11 , -1.444e-11 +1.947e-11 , < 2.62e-11 , - , 3.51 , 4.97 , 0 , agu , 0 , , N , 1 , HSP , 
168 , 1FHL J0746.3-0225 , 2FGL J0746.0-0222 , , 116.5847 , -2.4276 , 221.47 , 11.04 , (9.71±3.71) e-11 , 2.2913 ± 0.5486 , 4.95 , (22.32±8.54) e-13 , (4.72±2.82) e-12 , 21.2953 , 5.88e-11 , -2.503e-11 +3.36e-11 , 3.90e-11 , -1.893e-11 +2.769e-11 , < 4.19e-11 , - , 3.82 , 4.55 , 0 , , 0 , , N , 1 , , 
169 , 1FHL J0746.3-4757 , 2FGL J0746.5-4758 , CRATES J0746-4754 , 116.5867 , -47.9507 , 261.35 , -11.38 , (13.86±4.18) e-11 , 2.8377 ± 0.5464 , 6.14 , (5.74±1.73) e-12 , (4.69±1.93) e-12 , 16.9124 , 1.31e-10 , -3.699e-11 +4.437e-11 , < 3.12e-11 , - , 1.11e-11 , -7.847e-12 +1.526e-11 , 6.34 , 0 , 2.53 , agu , 0 , , N , 1 , ISP , 
