_id , RA  , Dec  , CounterpartRA , CounterpartDEC , LII , BII , bat70_name , Type , other_name , SNR , Flux15-195KeV, Flux_low , Flux_high , Redshift , lum , Error radius, Chi^2 , Gamma , Gamma_low , Gamma_high
100 , 30.60083 , 68.39267 , 30.385 , 68.406097 , "129.41" , "6.42" , "SWIFT J0202.4+68" , "Galaxy" , " " , 5 , 7.68 , 0 , 0 , 0.015 , 42.6 , 5.65 , 1.4 , 1.39 , 0 , 0
101 , 30.60083 , 68.39267 , 30.572001 , 68.362 , "129.41" , "6.42" , "SWIFT J0202.4+68" , "Galaxy" , " " , 5 , 11.53 , 0 , 0 , 0.012 , 42.565 , 5.65 , 3.1 , 1.2 , 0 , 0
102 , 30.26167 , -6.80617 , 30.276899 , -6.8155 , "165.21" , "-63.81" , "SWIFT J0201.0-06" , "Sy2" , " " , 35.3 , 80.13 , 75.65 , 84.71 , 0.014 , 43.521 , 0.85 , 3 , 1.81 , 1.74 , 1.88
103 , 30.75333 , -24.03292 , 30.7537 , -24.036699 , "206.04" , "-73.59" , "SWIFT J0203.1-23" , "Sy1.5" , " " , 6.3 , 10.78 , 7.41 , 14.72 , 0.178 , 44.981 , 4.48 , 0.6 , 2.28 , 1.81 , 2.87
104 , 31.55417 , -0.27872 , 31.566601 , -0.2914 , "159.78" , "-57.7" , "SWIFT J0206.2-00" , "Sy1.5" , " " , 13.7 , 32.97 , 28.28 , 37.88 , 0.042 , 44.143 , 2.06 , 0.5 , 1.74 , 1.56 , 1.94
105 , 31.75375 , 29.50894 , 31.79113 , 29.528 , "142.03" , "-30.55" , "SWIFT J0207.0+29" , "Sy1" , "2MASX J0207021" , 8.1 , 17.15 , 12.94 , 21.79 , 0.11 , 44.723 , 3.47 , 0.7 , 1.95 , 1.61 , 2.32
106 , 31.98 , 44.82208 , 31.96488 , 44.843796 , "136.91" , "-15.97" , "SWIFT J0208.2+44" , "Galaxy" , " " , 5.3 , 10.48 , 6.99 , 14.48 , 0.022 , 43.051 , 5.33 , 1.3 , 2.15 , 1.69 , 2.71
107 , 32.14667 , -17.61661 , 32.1455 , -17.659401 , "188.82" , "-69.83" , "SWIFT J0208.5-17" , "Sy1.2" , "IGR J02086-174" , 5.2 , 9.12 , 5.62 , 13.12 , 0.129 , 44.602 , 5.37 , 0.7 , 1.99 , 1.49 , 2.59
108 , 32.40708 , 52.45867 , 32.392899 , 52.442501 , "134.83" , "-8.6" , "SWIFT J0209.7+52" , "Sy1" , " " , 24.8 , 51.28 , 47.43 , 55.25 , 0.049 , 44.467 , 1.17 , 1.2 , 2.07 , 1.97 , 2.18
109 , 32.37542 , -10.1605 , 32.38052 , -10.15851 , "173.95" , "-64.98" , "SWIFT J0209.5-10" , "GGROUP/LINER/" , " " , 5.6 , 15.43 , 10.65 , 20.73 , 0.013 , 42.78 , 5.01 , 0.5 , 1.5 , 1.06 , 1.95
110 , 31.95708 , -74.45347 , 31.690399 , -74.462601 , "296.19" , "-41.67" , "SWIFT J0208.4-74" , "HMXB" , "SWIFT J020645." , 5.7 , 5.39 , 0 , 0 , 0 , -9.9 , 4.93 , 1.4 , 2.77 , 0 , 0
111 , 31.95708 , -74.45347 , 32.401001 , -74.452003 , "296.19" , "-41.67" , "SWIFT J0208.4-74" , "XRB in SMC" , " " , 5.7 , 5.12 , 0 , 0 , -1 , -9.9 , 4.93 , 0.5 , 2.17 , 0 , 0
112 , 32.73125 , -49.72794 , 32.718876 , -49.698528 , "274.26" , "-62.75" , "SWIFT J0211.1-49" , "Sy2" , " " , 5.4 , 7.88 , 4.86 , 11.42 , 0.048 , 43.633 , 5.19 , 0.4 , 2.17 , 1.65 , 2.85
113 , 33.48458 , 51.77028 , 33.574715 , 51.747768 , "135.68" , "-9.05" , "SWIFT J0213.7+51" , "BL Lac" , "1RXS J021417.8" , 5 , 8.02 , 5.33 , 11.26 , 0.049 , 43.658 , 5.61 , 4 , 2.7 , 2.14 , 3.44
114 , 33.6575 , -0.77658 , 33.639999 , -0.767 , "163.53" , "-56.94" , "SWIFT J0214.6-00" , "Sy1.2" , " " , 7.1 , 16.66 , 12.23 , 21.56 , 0.026 , 43.423 , 3.95 , 0.4 , 1.77 , 1.41 , 2.15
115 , 34.31875 , 73.82103 , 34.378399 , 73.825699 , "128.91" , "11.95" , "SWIFT J0218.0+73" , "BL Lac" , " " , 13.1 , 34.51 , 30.04 , 39.15 , 2.367 , 48.177 , 2.15 , 2.2 , 1.55 , 1.37 , 1.73
116 , 34.12292 , 51.43506 , 34.124298 , 51.440201 , "136.17" , "-9.24" , "SWIFT J0216.3+51" , "likely Sy2" , " " , 8.2 , 18.96 , 14.76 , 23.54 , 0.029 , 43.557 , 3.41 , 0.4 , 1.9 , 1.58 , 2.24
117 , 33.9025 , -13.01131 , 33.906231 , -12.991814 , "181.44" , "-65.78" , "SWIFT J0215.6-13" , "Sy2" , " " , 5.3 , 13.92 , 9.4 , 19.01 , 0.147 , 44.909 , 5.25 , 0.6 , 1.6 , 1.13 , 2.09
118 , 33.72625 , -64.509 , 33.655666 , -64.501419 , "289.04" , "-50.32" , "SWIFT J0214.9-64" , "Sy1" , " " , 6.8 , 12.23 , 8.47 , 16.46 , 0.074 , 44.214 , 4.13 , 0.8 , 1.83 , 1.4 , 2.32
119 , 35.53708 , 52.35433 , 35.525799 , 52.352299 , "136.69" , "-8.08" , "SWIFT J0222.6+52" , "Quasar" , "USNO-A1.0 1350" , 5.1 , 8.3 , 5.58 , 11.52 , 0.2 , 44.98 , 5.51 , 0.8 , 2.72 , 2.19 , 3.47
120 , 35.59292 , 25.15511 , 35.646801 , 25.1374 , "147.67" , "-33.31" , "SWIFT J0222.3+25" , "Galaxy" , " " , 4.9 , 15.81 , 10.58 , 21.61 , -1 , -9.9 , 5.77 , 1.3 , 1.38 , 0.9 , 1.87
121 , 35.83125 , 45.80867 , 35.891251 , 45.818611 , "139.22" , "-14.14" , "SWIFT J0223.4+45" , "Galaxy triple" , " " , 7.4 , 14.7 , 10.57 , 19.33 , -1 , -9.9 , 3.77 , 0.3 , 1.97 , 1.56 , 2.44
122 , 36.27125 , 18.80672 , 36.269501 , 18.780199 , "151.77" , "-38.77" , "SWIFT J0225.0+18" , "BL Lac" , " " , 12.3 , 31.66 , 26.82 , 36.76 , 2.69 , 48.275 , 2.3 , 1.6 , 1.74 , 1.53 , 1.95
123 , 36.21042 , -23.22194 , 36.261154 , -23.213297 , "207.62" , "-68.55" , "SWIFT J0225.0-23" , "QSO Sy1" , " " , 5.9 , 10.36 , 6.84 , 14.37 , 0.232 , 45.222 , 4.73 , 0.5 , 2.09 , 1.63 , 2.67
124 , 36.3275 , -63.21156 , 36.287624 , -63.223999 , "286.43" , "-50.81" , "SWIFT J0225.8-63" , "Sy1 in Galaxy" , "ABELL S0261" , 7.9 , 14.75 , 11.18 , 18.67 , 0.058 , 44.075 , 3.54 , 1.4 , 1.85 , 1.53 , 2.2
125 , 36.745 , 23.77347 , 36.727509 , 23.799707 , "149.52" , "-34.12" , "SWIFT J0227.0+23" , "Galaxy" , " " , 6.4 , 10.78 , 7.2 , 15.18 , 0.033 , 43.442 , 4.42 , 1.6 , 2.49 , 1.93 , 3.23
126 , 36.59 , -28.32881 , 36.608124 , -28.350279 , "221.73" , "-69" , "SWIFT J0226.4-28" , "Sy1 GPAIR" , " " , 6.3 , 13.12 , 9.15 , 17.56 , 0.06 , 44.051 , 4.48 , 1.2 , 1.81 , 1.39 , 2.29
127 , 37.0775 , 31.31553 , 37.060299 , 31.311701 , "146.12" , "-27.16" , "SWIFT J0228.1+31" , "Sy1.5" , " " , 28 , 60.55 , 56.46 , 64.75 , 0.017 , 43.577 , 1.04 , 3.8 , 2.1 , 2.01 , 2.2
128 , 37.54583 , -8.99836 , 37.522705 , -8.997943 , "179.72" , "-60.46" , "SWIFT J0230.2-09" , "Sy1" , " " , 5.5 , 12.92 , 8.7 , 17.65 , 0.016 , 42.896 , 5.13 , 0.6 , 1.76 , 1.32 , 2.25
129 , 37.91458 , -36.66628 , 37.962502 , -36.6721 , "243.43" , "-66.79" , "SWIFT J0231.6-36" , "Sy1.8" , " " , 8.8 , 19.25 , 15.25 , 23.56 , 0.017 , 43.095 , 3.18 , 0.8 , 1.71 , 1.43 , 2
130 , 38.1925 , 20.33319 , 38.202599 , 20.2882 , "152.9" , "-36.58" , "SWIFT J0232.8+20" , "BL Lac" , "1ES 0229+200" , 12.2 , 24.46 , 20.23 , 29 , 0.14 , 45.105 , 2.32 , 0.7 , 2.16 , 1.91 , 2.44
131 , 38.59792 , 32.49811 , 38.583801 , 32.5056 , "146.88" , "-25.54" , "SWIFT J0234.1+32" , "Sy2" , " " , 11.3 , 31.22 , 26.42 , 36.27 , 0.016 , 43.265 , 2.49 , 0.7 , 1.74 , 1.54 , 1.96
132 , 38.64375 , -8.77367 , 38.657398 , -8.7876 , "180.79" , "-59.5" , "SWIFT J0234.6-08" , "Sy1" , " " , 16.4 , 31.9 , 28.14 , 35.86 , 0.043 , 44.14 , 1.74 , 2.7 , 2.13 , 1.97 , 2.3
133 , 38.84958 , -29.59842 , 38.806099 , -29.6047 , "225.24" , "-67.05" , "SWIFT J0235.3-29" , "Sy1.9" , " " , 9.1 , 22.98 , 18.57 , 27.67 , 0.059 , 44.286 , 3.09 , 0.4 , 1.54 , 1.27 , 1.81
134 , 39.57542 , -52.225 , 39.5821 , -52.192299 , "271.68" , "-57.94" , "SWIFT J0238.2-52" , "Sy1" , " " , 15.8 , 29.56 , 25.84 , 33.46 , 0.045 , 44.158 , 1.79 , 0.9 , 1.79 , 1.63 , 1.96
135 , 40.17958 , 61.26025 , 40.131901 , 61.229301 , "135.68" , "1.12" , "SWIFT J0240.5+61" , "HMXB" , "V615 Cas" , 12.2 , 28.31 , 24.02 , 32.85 , 0 , -9.9 , 2.32 , 0.6 , 1.84 , 1.63 , 2.06
136 , 39.75333 , -40.65819 , 39.704041 , -40.64389 , "251.26" , "-64.06" , "SWIFT J0238.8-40" , "Sy1" , "1RXS J023849.4" , 8.3 , 13.36 , 10.05 , 17.01 , 0.062 , 44.088 , 3.39 , 0.8 , 2.12 , 1.79 , 2.52
137 , 39.6225 , -61.317 , 39.679626 , -61.289581 , "282.66" , "-51.4" , "SWIFT J0238.5-61" , "Galaxy" , " " , 5.9 , 12.34 , 8.61 , 16.44 , 0 , -9.9 , 4.74 , 1 , 1.65 , 1.25 , 2.08
138 , 40.27458 , -8.25733 , 40.27 , -8.2558 , "182.02" , "-57.93" , "SWIFT J0241.3-08" , "Sy2" , " " , 12.5 , 29.46 , 24.95 , 34.22 , 0.005 , 42.219 , 2.27 , 0.2 , 1.78 , 1.58 , 2
139 , 40.3925 , 7.18758 , 40.395393 , 7.187238 , "164.75" , "-46.55" , "SWIFT J0241.6+07" , "Sy1.5" , "1RXS J024135.2" , 5.5 , 10.86 , 7.12 , 15.26 , 0.027 , 43.257 , 5.08 , 0.7 , 2.29 , 1.78 , 2.95
140 , 40.50083 , 5.27475 , 40.5158 , 5.1684 , "166.59" , "-48" , "SWIFT J0242.0+05" , "Sy2" , " " , 5.1 , 12.16 , 0 , 0 , 0.069 , 44.148 , 5.51 , 0.3 , 1.62 , 0 , 0
141 , 40.57458 , 5.50875 , 40.561001 , 5.51 , "166.46" , "-47.78" , "SWIFT J0242.2+05" , "Sy1" , "1RXS J024215.2" , 5.3 , 10.04 , 0 , 0 , 0.069 , 44.065 , 5.32 , 0.9 , 2.2 , 0 , 0
142 , 40.6625 , -0.01986 , 40.669601 , -0.0133 , "172.1" , "-51.95" , "SWIFT J0242.6+00" , "Sy2" , " " , 15.6 , 35.09 , 30.91 , 39.44 , 0.004 , 42.046 , 1.82 , 6.7 , 1.91 , 1.76 , 2.07
143 , 40.97208 , 53.43161 , 41.012501 , 53.474499 , "139.32" , "-5.83" , "SWIFT J0243.9+53" , "Galaxy" , " " , 5 , 8.43 , 5.32 , 12.1 , -1 , -9.9 , 5.64 , 0.8 , 2.35 , 1.82 , 3.02
144 , 41.27375 , 62.45003 , 41.240398 , 62.468498 , "135.65" , "2.42" , "SWIFT J0244.8+62" , "Sy1" , " " , 40.7 , 90.54 , 86.44 , 94.72 , 0.044 , 44.614 , 0.75 , 2.5 , 1.9 , 1.84 , 1.96
145 , 41.14083 , -24.50278 , 41.198917 , -24.513889 , "213.42" , "-64.46" , "SWIFT J0244.7-24" , "LINER" , " " , 5 , 9.05 , 5.4 , 13.42 , 0.024 , 43.057 , 5.56 , 0.6 , 1.99 , 1.39 , 2.69
146 , 41.29083 , 10.78183 , 41.306099 , 10.7897 , "162.77" , "-43.12" , "SWIFT J0245.2+10" , "BL Lac" , " " , 5.8 , 12.78 , 8.61 , 17.56 , 0.07 , 44.183 , 4.86 , 0.6 , 2.04 , 1.59 , 2.57
147 , 42.2725 , 26.47267 , 42.2472 , 26.5109 , "153.23" , "-29.39" , "SWIFT J0249.1+26" , "Sy2" , " " , 12.1 , 33.97 , 28.81 , 39.4 , 0.058 , 44.435 , 2.34 , 0.7 , 1.69 , 1.48 , 1.9
148 , 42.63625 , 54.70792 , 42.677502 , 54.704899 , "139.65" , "-4.25" , "SWIFT J0251.3+54" , "Sy2" , "IGR J02504+544" , 9 , 27.07 , 22.28 , 32.14 , 0.015 , 43.145 , 3.13 , 0.7 , 1.49 , 1.24 , 1.73
149 , 42.60458 , 46.77219 , 42.613293 , 46.791527 , "143.21" , "-11.36" , "SWIFT J0250.4+46" , "Galaxy" , " " , 9.1 , 20.04 , 15.88 , 24.53 , -1 , -9.9 , 3.1 , 0.9 , 2.07 , 1.78 , 2.4
150 , 42.67667 , 41.70767 , 42.6688 , 41.671501 , "145.62" , "-15.85" , "SWIFT J0250.7+41" , "Sy2" , " " , 6.6 , 18.58 , 13.95 , 23.57 , 0.014 , 42.941 , 4.26 , 1.8 , 1.62 , 1.3 , 1.96
151 , 43.0525 , 43.20981 , 43.14175 , 43.1674 , "145.16" , "-14.39" , "SWIFT J0252.3+43" , "QSO/LPQ" , " " , 5.8 , 13.06 , 8.71 , 17.92 , 0.052 , 43.92 , 4.83 , 0.7 , 1.76 , 1.32 , 2.26
152 , 42.92792 , -16.63311 , 42.917999 , -16.650999 , "198.51" , "-60.29" , "SWIFT J0251.6-16" , "Sy2" , " " , 8 , 17.43 , 13.42 , 21.8 , 0.011 , 42.674 , 3.52 , 1.2 , 1.81 , 1.5 , 2.13
153 , 43.10875 , -8.51583 , 43.0975 , -8.5104 , "185.57" , "-55.88" , "SWIFT J0252.7-08" , "Sy2, hidden" , " " , 11.9 , 26.07 , 21.99 , 30.41 , 0.017 , 43.217 , 2.37 , 0.9 , 1.95 , 1.74 , 2.17
154 , 42.96542 , -67.97414 , 42.882599 , -68.051498 , "287.4" , "-45.36" , "SWIFT J0252.1-67" , "Galaxy" , " " , 5.3 , 7.99 , 4.14 , 12.52 , -1 , -9.9 , 5.32 , 1 , 1.97 , 1.26 , 3.1
155 , 43.79208 , -0.16581 , 43.8008 , -0.1836 , "175.84" , "-49.89" , "SWIFT J0255.2-00" , "Sy2" , " " , 33.6 , 88.43 , 83.54 , 93.42 , 0.029 , 44.227 , 0.89 , 0.9 , 1.71 , 1.63 , 1.78
156 , 44.0325 , 19.43625 , 44.037498 , 19.441401 , "159.24" , "-34.5" , "SWIFT J0256.2+19" , "CV/DQ Her" , "2E 0253.3+1914" , 18.2 , 36.45 , 32.46 , 40.63 , 0 , -9.9 , 1.57 , 0.4 , 2.29 , 2.13 , 2.46
157 , 44.09125 , -32.15797 , 44.089802 , -32.1856 , "231.04" , "-62.5" , "SWIFT J0256.4-32" , "Sy2" , " " , 14.9 , 30.66 , 26.85 , 34.64 , 0.016 , 43.263 , 1.91 , 1.8 , 1.87 , 1.71 , 2.04
158 , 44.75583 , 13.55908 , 44.737301 , 13.5823 , "164.21" , "-38.88" , "SWIFT J0259.0+13" , "Galaxy Cluste" , " " , 5.6 , 7.58 , 5.83 , 9.59 , 0.075 , 44.017 , 5.01 , 0.6 , 4.63 , 3.75 , 6.02
159 , 44.94708 , 44.33531 , 44.906502 , 44.288399 , "145.85" , "-12.75" , "SWIFT J0259.9+44" , "Galaxy" , " " , 4.8 , 12.52 , 7.85 , 17.9 , -1 , -9.9 , 5.84 , 1.8 , 1.78 , 1.22 , 2.41
160 , 45.00083 , -10.80628 , 45.01796 , -10.8246 , "190.81" , "-55.67" , "SWIFT J0300.0-10" , "Sy1" , " " , 8.2 , 17.63 , 13.64 , 21.98 , 0.033 , 43.635 , 3.42 , 1.5 , 1.94 , 1.63 , 2.27
161 , 45.93833 , -1.13589 , 45.954601 , -1.1037 , "179.19" , "-49" , "SWIFT J0304.1-01" , "Sy1" , "LEDA 11537" , 13.8 , 36.58 , 31.83 , 41.52 , 0.014 , 43.181 , 2.04 , 2.2 , 1.68 , 1.51 , 1.85
162 , 47.01167 , -22.96917 , 47.044937 , -22.960798 , "212.91" , "-58.88" , "SWIFT J0308.2-22" , "Sy2" , " " , 5 , 10.9 , 7.03 , 15.29 , 0.036 , 43.515 , 5.65 , 1.8 , 1.76 , 1.29 , 2.27
163 , 47.77708 , 32.70997 , 47.685001 , 32.658001 , "154.12" , "-21.57" , "SWIFT J0311.1+32" , "Sy" , " " , 5.1 , 8.05 , 4.72 , 12.15 , 0.127 , 44.533 , 5.47 , 0.6 , 2.56 , 1.92 , 3.58
164 , 46.98917 , -72.84328 , 46.897167 , -72.83403 , "290.3" , "-40.78" , "SWIFT J0308.5-72" , "Sy1.2" , " " , 6.8 , 12.43 , 9.06 , 16.15 , 0.028 , 43.336 , 4.15 , 1 , 1.94 , 1.59 , 2.34
165 , 48.01583 , 50.51328 , 48.012333 , 50.487389 , "144.55" , "-6.36" , "SWIFT J0311.9+50" , "Galaxy" , "1RXS J031202.7" , 5.1 , 10.31 , 6.58 , 14.69 , -1 , -9.9 , 5.53 , 2.2 , 2.2 , 1.68 , 2.88
166 , 47.82958 , -20.74906 , 47.8284 , -20.7717 , "209.28" , "-57.52" , "SWIFT J0311.5-20" , "Sy1.5" , " " , 10.3 , 23.98 , 19.79 , 28.44 , 0.067 , 44.416 , 2.72 , 1 , 1.75 , 1.53 , 1.99
167 , 48.22417 , 41.35658 , 48.257999 , 41.333 , "149.54" , "-14.1" , "SWIFT J0312.9+41" , "Sy1" , "QSO B0309+411" , 5.6 , 17.66 , 12.37 , 23.51 , 0.136 , 44.939 , 5.04 , 0.4 , 1.52 , 1.07 , 1.99
168 , 47.96083 , -76.88206 , 47.980209 , -76.864128 , "293.45" , "-37.55" , "SWIFT J0311.8-76" , "Sy1.2/FSRQ" , " " , 6.9 , 12.97 , 9.37 , 16.98 , 0.223 , 45.279 , 4.04 , 0.8 , 1.99 , 1.6 , 2.43
169 , 49.53208 , 68.49211 , 49.579102 , 68.492104 , "135.75" , "9.35" , "SWIFT J0318.7+68" , "Sy1.9" , " " , 7.3 , 17.77 , 13.57 , 22.31 , 0.09 , 44.557 , 3.86 , 0.5 , 1.72 , 1.42 , 2.05
170 , 49.27875 , 1.24964 , 49.259163 , 1.254974 , "179.87" , "-44.92" , "SWIFT J0317.2+01" , "Sy2 LINER" , " " , 5.6 , 13.27 , 9.22 , 17.86 , 0.024 , 43.232 , 5.04 , 2.3 , 1.87 , 1.49 , 2.29
171 , 49.93958 , 41.51794 , 49.950699 , 41.5117 , "150.56" , "-13.26" , "SWIFT J0319.7+41" , "Sy2/Perseus C" , " " , 50.9 , 73.4 , 70.88 , 76 , 0.018 , 43.708 , 0.63 , 2.5 , 3.69 , 3.59 , 3.8
172 , 51.17917 , 34.17581 , 51.171501 , 34.179401 , "155.73" , "-18.76" , "SWIFT J0324.8+34" , "Sy1" , " " , 10.3 , 29.93 , 24.79 , 35.37 , 0.061 , 44.427 , 2.74 , 0.8 , 1.73 , 1.48 , 1.98
173 , 51.29125 , 40.72761 , 51.305099 , 40.698502 , "151.88" , "-13.35" , "SWIFT J0324.9+40" , "double AGN" , "LEDA 97012" , 6.8 , 19.41 , 14.42 , 24.85 , 0.048 , 44.018 , 4.14 , 0.7 , 1.71 , 1.34 , 2.1
174 , 51.36833 , -9.09639 , 51.39146 , -9.11937 , "193.93" , "-49.45" , "SWIFT J0325.6-09" , "transient?" , " " , 5.2 , 10.77 , 6.9 , 15.24 , -1 , -9.9 , 5.44 , 0.2 , 1.98 , 1.48 , 2.59
175 , 51.25208 , -41.86364 , 51.259499 , -41.904835 , "248.25" , "-55.47" , "SWIFT J0325.0-41" , "Sy1" , " " , 5.4 , 8.17 , 5.2 , 11.74 , 0.058 , 43.818 , 5.18 , 0.9 , 2.2 , 1.66 , 2.88
176 , 51.47542 , -56.56406 , 51.348 , -56.595699 , "270.74" , "-49.8" , "SWIFT J0326.0-56" , "XBONG" , " " , 5.1 , 8.62 , 5.23 , 12.56 , 0.06 , 43.875 , 5.48 , 0.5 , 1.81 , 1.27 , 2.42
177 , 52.16708 , -28.71794 , 52.152199 , -28.6989 , "224.94" , "-55.39" , "SWIFT J0328.4-28" , "Sy1.9" , " " , 6.5 , 13.23 , 9.47 , 17.41 , 0.108 , 44.597 , 4.32 , 1.1 , 1.84 , 1.45 , 2.25
178 , 52.77958 , 43.933 , 52.799301 , 43.904701 , "150.92" , "-10.09" , "SWIFT J0331.1+43" , "CV/DQ Her" , "3A 0327+438" , 47.1 , 77.52 , 74.32 , 80.78 , 0 , -9.9 , 0.67 , 5.5 , 2.87 , 2.79 , 2.95
179 , 52.72417 , 5.65511 , 52.717419 , 5.640444 , "178.57" , "-39.41" , "SWIFT J0331.3+05" , "Sy1" , " " , 5.6 , 11.02 , 7.47 , 15.1 , 0.046 , 43.739 , 5.04 , 1.2 , 2.39 , 1.93 , 3
180 , 52.84958 , -5.16089 , 52.845917 , -5.141756 , "190.21" , "-46.07" , "SWIFT J0331.4-05" , "Sy2" , " " , 5.5 , 12.75 , 8.6 , 17.49 , 0.013 , 42.671 , 5.08 , 0.1 , 1.93 , 1.48 , 2.46
181 , 53.32375 , 37.32775 , 53.328201 , 37.303001 , "155.25" , "-15.19" , "SWIFT J0333.3+37" , "Sy1.5" , "IGR J03334+371" , 9.4 , 24.35 , 19.84 , 29.18 , 0.056 , 44.258 , 2.98 , 0.3 , 1.98 , 1.73 , 2.25
182 , 53.72042 , 53.19422 , 53.7495 , 53.173199 , "146.02" , "-2.19" , "SWIFT J0334.9+53" , "HMXB/NS" , "EXO 0331+530" , 256.9 , 342.4 , 340.2 , 344.6 , 0 , -9.9 , 0.32 , 186.7 , 3.86 , 3.84 , 3.88
183 , 53.40458 , -36.14869 , 53.4016 , -36.1404 , "237.96" , "-54.6" , "SWIFT J0333.6-36" , "Sy1.8" , " " , 34.6 , 64.07 , 60.54 , 67.68 , 0.005 , 42.626 , 0.86 , 10.9 , 1.99 , 1.92 , 2.07
184 , 53.59917 , -15.25025 , 53.602188 , -15.227713 , "203.97" , "-50.41" , "SWIFT J0334.4-15" , "Sy1.5" , "RHS 23" , 5.8 , 12.46 , 8.62 , 16.78 , 0.035 , 43.546 , 4.83 , 1.1 , 1.85 , 1.45 , 2.3
185 , 53.815 , 19.13072 , 53.8438 , 19.124399 , "168.03" , "-29.05" , "SWIFT J0335.4+19" , "Sy1" , " " , 4.8 , 13.56 , 8.54 , 19.3 , 0.189 , 45.138 , 5.81 , 0.2 , 1.73 , 1.2 , 2.32
186 , 54.13375 , 32.29858 , 54.1255 , 32.308201 , "159.01" , "-18.77" , "SWIFT J0336.6+32" , "QSO" , " " , 13.9 , 43.76 , 38.43 , 49.31 , 1.258 , 47.606 , 2.03 , 0.7 , 1.6 , 1.43 , 1.76
187 , 55.51333 , -21.22739 , 55.515499 , -21.2444 , "213.8" , "-50.83" , "SWIFT J0342.0-21" , "Sy1" , " " , 21.7 , 44.46 , 40.43 , 48.64 , 0.014 , 43.321 , 1.33 , 0.8 , 1.93 , 1.81 , 2.05
188 , 56.29292 , -39.59564 , 56.302208 , -39.574806 , "243.43" , "-52.06" , "SWIFT J0345.2-39" , "Sy1" , " " , 6.8 , 10.36 , 7.51 , 13.62 , 0.043 , 43.654 , 4.12 , 0.8 , 2.39 , 1.98 , 2.9
189 , 56.7925 , -30.44839 , 56.772919 , -30.397221 , "228.61" , "-51.6" , "SWIFT J0347.0-30" , "Sy1" , "1RXS J034704.9" , 5.7 , 9.16 , 5.98 , 12.9 , 0.095 , 44.318 , 4.88 , 0.6 , 2.24 , 1.73 , 2.91
190 , 57.37042 , -11.98892 , 57.346699 , -11.9908 , "201.93" , "-45.69" , "SWIFT J0349.2-11" , "BL Lac" , "1ES 0347-12.1" , 8.9 , 16.56 , 12.86 , 20.65 , 0.18 , 45.178 , 3.16 , 0.6 , 2.17 , 1.85 , 2.53
191 , 57.585 , -50.302 , 57.598999 , -50.309898 , "259.68" , "-49.01" , "SWIFT J0350.1-50" , "Sy2" , " " , 9.7 , 20.89 , 17.03 , 24.98 , 0.036 , 43.81 , 2.91 , 0.5 , 1.63 , 1.39 , 1.88
192 , 57.93125 , -40.49767 , 57.92371 , -40.466473 , "244.67" , "-50.73" , "SWIFT J0351.7-40" , "Sy1" , " " , 7.2 , 12.06 , 8.96 , 15.55 , 0.059 , 43.996 , 3.89 , 0.7 , 2.12 , 1.77 , 2.52
193 , 58.44958 , 37.20106 , 58.426998 , 37.235001 , "158.61" , "-12.73" , "SWIFT J0353.7+37" , "Sy2" , " " , 6.5 , 15.33 , 10.71 , 20.56 , 0.018 , 43.063 , 4.32 , 0.9 , 2.14 , 1.68 , 2.69
194 , 58.50042 , 2.82622 , 58.539459 , 2.825194 , "186.03" , "-36.8" , "SWIFT J0354.2+02" , "Sy1" , " " , 6.3 , 12.85 , 9.05 , 17.17 , 0.036 , 43.586 , 4.43 , 0.7 , 2.25 , 1.83 , 2.76
195 , 58.83667 , 31.03831 , 58.846199 , 31.045799 , "163.08" , "-17.15" , "SWIFT J0355.5+31" , "HMXB/NS" , "4U 0352+309" , 286.2 , 675.5 , 670.8 , 680.1 , 0 , -9.9 , 0.32 , 238 , 2.15 , 2.14 , 2.16
196 , 58.26083 , -68.53042 , 58.239601 , -68.5214 , "282.8" , "-40.78" , "SWIFT J0353.4-68" , "BL Lac" , " " , 10.3 , 15.47 , 12.44 , 18.8 , 0.087 , 44.465 , 2.75 , 0.6 , 2.34 , 2.05 , 2.67
197 , 59.39708 , 41.91367 , 59.438 , 41.918098 , "156.05" , "-8.69" , "SWIFT J0357.6+41" , "Galaxy" , " " , 6.3 , 13.53 , 9.49 , 18.17 , -1 , -9.9 , 4.46 , 0.7 , 2.26 , 1.81 , 2.79
198 , 59.2025 , -40.70367 , 59.2356 , -40.695999 , "244.85" , "-49.75" , "SWIFT J0356.9-40" , "Sy1.9" , " " , 8.9 , 19.57 , 15.58 , 23.88 , 0.075 , 44.427 , 3.16 , 2.2 , 1.65 , 1.37 , 1.93
199 , 59.08542 , -62.89044 , 59.083 , -62.861 , "276.02" , "-43.36" , "SWIFT J0357.5-62" , "Sy1.9" , " " , 7.3 , 12.5 , 9.31 , 16.03 , 0.108 , 44.569 , 3.83 , 1.4 , 2.08 , 1.73 , 2.47
200 , 59.93083 , 50.96544 , 59.873947 , 50.963932 , "150.4" , "-1.58" , "SWIFT J0359.7+50" , "QSO/LP" , " " , 6.5 , 19.98 , 14.9 , 25.44 , 1.52 , 47.468 , 4.29 , 0.3 , 1.51 , 1.16 , 1.86
201 , 59.80708 , -30.22894 , 59.835419 , -30.202694 , "228.76" , "-48.99" , "SWIFT J0359.0-30" , "Sy1 LINER" , " " , 8 , 8.42 , 0 , 0 , 0.097 , 44.304 , 3.53 , 1.1 , 2.59 , 0 , 0
