_id , bzcat5_name , other_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux_density_1.4/0.843GHz , Flux_density143GHz , X-ray flux0.1-2.4keV , Comment_on_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100 GeV, aro-aox-arx
1760 , "5BZGJ1147+2205 " , "1RXSJ114754.9+22" , 176.97975 , 22.09492 , "228.71" , "74.72" , "0.276 " , 19.4 , "BL Lac-galaxy dominated" , 4 , 0 , 8.36 , ". " , " " , " " , 0 , 0.321
1761 , "5BZQJ1147+2635 " , "RX J11479+2635 " , 176.999 , 26.59508 , "211.48" , "75.85" , "0.867 " , 18.2 , "QSO RLoud flat radio sp." , 342 , 0 , 0.47 , ". " , " " , " " , 0 , 0.682
1762 , "5BZQJ1148+5654 " , "ROXAJ114803.1+56" , 177.01329 , 56.90325 , "139.34" , "58.16" , "0.451 " , 17.9 , "QSO RLoud flat radio sp." , 66 , 0 , 0.62 , ". " , " " , " " , 0 , 0.488
1763 , "5BZBJ1148+1840 " , "GB6J1148+1840 " , 177.15738 , 18.66917 , "239.99" , "73.26" , "0 " , 19.4 , "BL Lac" , 460 , 0 , 0 , ". " , " " , " " , 0 , 0.793
1764 , "5BZGJ1148+5924 " , "S41146+596 " , 177.20983 , 59.41567 , "137.12" , "55.95" , "0.011 " , 11.5 , "BL Lac-galaxy dominated" , 481 , 0 , 0.49 , ". " , " " , " " , 0 , 0.149
1765 , "5BZQJ1148-0404 " , "PKS 1146-037 " , 177.23283 , -4.06933 , "274.73" , "55.34" , "0.34 " , 15.4 , "QSO RLoud flat radio sp." , 175 , 0 , 1.15 , ". " , " " , " " , 0 , 0.433
1766 , "5BZQJ1148+5254 " , "S4 1146+53 " , 177.23571 , 52.90703 , "142.98" , "61.72" , "1.632 " , 16.6 , "QSO RLoud flat radio sp." , 93 , 0 , 0.15 , ". " , " " , " " , 0 , 0.457
1767 , "5BZBJ1149+6243 " , "BZBJ1149+6243 " , 177.35892 , 62.72569 , "134.66" , "52.96" , "0 " , 19 , "BL Lac" , 19 , 0 , 0 , ". " , " " , " " , 0 , 0.479
1768 , "5BZBJ1149+2439 " , "EXO1146.9+2455 " , 177.37646 , 24.65744 , "219.53" , "75.86" , "0.402 " , 18.1 , "BL Lac" , 28 , 0 , 5.52 , ". " , " " , " " , 0 , 0.414
1769 , "5BZBJ1149+1035 " , "SDSSJ114955.67+1" , 177.48196 , 10.58558 , "258.8" , "68.01" , "0 " , 19.1 , "BL Lac" , 11 , 0 , 0.13 , ". " , " " , " " , 0 , 0.446
1770 , "5BZGJ1150+5528 " , "GB6J1149+5528 " , 177.50033 , 55.47261 , "140.16" , "59.55" , "0.139 " , 14.3 , "BL Lac-galaxy dominated" , 153 , 0 , 0 , ". " , " " , " " , 0 , 0.206
1771 , "5BZQJ1150+4332 " , "GB6J1150+4332 " , 177.56917 , 43.53497 , "155.95" , "69.46" , "3.037 " , 20.9 , "QSO RLoud flat radio sp." , 188 , 0 , 0.1 , ". " , " " , " " , 0 , 0.831
1772 , "5BZBJ1150+2417 " , "B2 1147+245 " , 177.58004 , 24.29828 , "221.15" , "75.95" , "0 " , 16.1 , "BL Lac" , 798 , 468 , 0.3 , ". " , " " , " " , 1.3e-9 , 0.527
1773 , "5BZQJ1150+0156 " , "ROXAJ115024.8+01" , 177.60329 , 1.93897 , "270.22" , "60.87" , "0.706 " , 18.6 , "QSO RLoud flat radio sp." , 153 , 0 , 0.17 , ". " , " " , " " , 0 , 0.609
1774 , "5BZQJ1150-1930 " , "PKS 1147-192 " , 177.63138 , -19.51375 , "283.75" , "41.07" , "2.489 " , 19.5 , "QSO RLoud flat radio sp." , 384 , 0 , 0 , ". " , " " , " " , 0 , 0.777
1775 , "5BZBJ1150+4154 " , "1RXSJ115035.2+41" , 177.64488 , 41.91114 , "159.11" , "70.68" , "0 " , 17 , "BL Lac" , 24 , 0 , 2.13 , ". " , " " , " " , 2.2e-9 , 0.312
1776 , "5BZQJ1150-0023 " , "4C-00.47 " , 177.68279 , -0.39839 , "272.53" , "58.84" , "1.976 " , 17 , "QSO RLoud flat radio sp." , 2774 , 0 , 0.55 , ". " , " " , " " , 0 , 0.748
1777 , "5BZQJ1151-1723 " , "PKS 1148-171 " , 177.76333 , -17.39994 , "283.02" , "43.12" , "1.751 " , 18 , "QSO RLoud flat radio sp." , 768 , 0 , 0 , ". " , " " , " " , 0 , 0.715
1778 , "5BZBJ1151+5859 " , "RXJ11514+5859 " , 177.85283 , 58.98822 , "136.91" , "56.48" , "0 " , 16 , "BL Lac" , 185 , 0 , 0.81 , ". " , " " , " " , 8e-10 , 0.383
1779 , "5BZBJ1151-1347 " , "1FGL_J1151.4-134" , 177.87483 , -13.79742 , "281.51" , "46.56" , "0 " , 18.9 , "BL Lac" , 35 , 0 , 0 , ". " , " " , " " , 4e-10 , 0.616
1780 , "5BZBJ1152+2837 " , "BZBJ1152+2837 " , 178.04463 , 28.62256 , "202.98" , "76.82" , "0.441 " , 18.7 , "BL Lac" , 23 , 0 , 0 , ". " , " " , " " , 0 , 0.489
1781 , "5BZQJ1152-0841 " , "PKS1149-084 " , 178.07171 , -8.68425 , "279.06" , "51.42" , "2.37 " , 18 , "QSO RLoud flat radio sp." , 698 , 750 , 0.26 , ". " , " " , " " , 1.2e-9 , 0.71
1782 , "5BZBJ1152+1531 " , "SDSSJ115222.19+1" , 178.09246 , 15.53003 , "250.15" , "72.03" , "0 " , 20.5 , "BL Lac" , 34 , 0 , 0 , ". " , " " , " " , 0 , 0.717
1783 , "5BZQJ1152+3209 " , "RX J11524+3209 " , 178.11454 , 32.16644 , "187.92" , "76.24" , "0.374 " , 18.6 , "QSO RLoud flat radio sp." , 40 , 0 , 1.92 , ". " , " " , " " , 0 , 0.507
1784 , "5BZQJ1152+4939 " , "GB6J1152+4939 " , 178.13696 , 49.66078 , "145.65" , "64.79" , "1.093 " , 17 , "QSO RLoud flat radio sp." , 110 , 0 , 0.28 , ". " , " " , " " , 8e-10 , 0.496
1785 , "5BZQJ1152+3307 " , "GB6B1150+3324 " , 178.21629 , 33.12189 , "184.04" , "76" , "1.4 " , 16.1 , "QSO RLoud flat radio sp." , 207 , 0 , 0.33 , ". " , " " , " " , 0 , 0.456
1786 , "5BZQJ1152-0519 " , "CGRaBSJ1152-0519" , 178.23121 , -5.33014 , "277.21" , "54.59" , "1.983 " , 18.8 , "QSO RLoud flat radio sp." , 188 , 0 , 0.12 , ". " , " " , " " , 0 , 0.666
1787 , "5BZQJ1153+8058 " , "S51150+81 " , 178.30208 , 80.97478 , "125.71" , "35.83" , "1.25 " , 18.4 , "QSO RLoud flat radio sp." , 1343 , 0 , 0.36 , ". " , " " , " " , 0 , 0.789
1788 , "5BZQJ1153+0914 " , "4C 09.39 " , 178.30229 , 9.23397 , "262.66" , "67.43" , "0.696 " , 17.8 , "QSO RLoud flat radio sp." , 809 , 0 , 0.28 , ". " , " " , " " , 0 , 0.681
1789 , "5BZUJ1153+5831 " , "1RXSJ115323.4+58" , 178.34992 , 58.52739 , "136.83" , "57" , "0.202 " , 17.9 , "Blazar Uncertain type" , 52 , 0 , 1.03 , ". " , " " , " " , 0 , 0.443
1790 , "5BZQJ1153+4931 " , "4C49.22 " , 178.35196 , 49.51911 , "145.55" , "64.98" , "0.334 " , 17.3 , "QSO RLoud flat radio sp." , 1572 , 1161 , 3.31 , ". " , " " , " " , 8e-10 , 0.672
1791 , "5BZQJ1153+3617 " , "1RXSJ115327.8+36" , 178.36125 , 36.29064 , "172.66" , "74.66" , "1.358 " , 17.2 , "QSO RLoud flat radio sp." , 61 , 0 , 0.89 , ". " , " " , " " , 0 , 0.442
1792 , "5BZBJ1153+3823 " , "B31151+386 " , 178.42879 , 38.38497 , "166.34" , "73.48" , "0.41 " , 18.6 , "BL Lac" , 149 , 0 , 0.39 , ". " , " " , " " , 0 , 0.587
1793 , "5BZQJ1153+4036 " , "B31151+408 " , 178.47775 , 40.61461 , "160.62" , "72.03" , "0.916 " , 19.3 , "QSO RLoud flat radio sp." , 1136 , 0 , 0 , ". " , " " , " " , 0 , 0.817
1794 , "5BZQJ1154+5934 " , "GB6J1154+5935 " , 178.50571 , 59.58172 , "135.92" , "56.07" , "0.871 " , 20.6 , "QSO RLoud flat radio sp." , 104 , 0 , 0 , ". " , " " , " " , 0 , 0.791
1795 , "5BZBJ1154-0010 " , "SHBLJ115404.9-00" , 178.519 , -0.16942 , "273.8" , "59.41" , "0.254 " , 18 , "BL Lac" , 9 , 0 , 2.48 , ". " , " " , " " , 8e-10 , 0.402
1796 , "5BZQJ1154+6022 " , "GB6B1151+6039 " , 178.519 , 60.37247 , "135.36" , "55.35" , "1.12 " , 19.7 , "QSO RLoud flat radio sp." , 97 , 0 , 0.23 , ". " , " " , " " , 4e-10 , 0.674
1797 , "5BZBJ1154-3242 " , "PKS1151-324 " , 178.52579 , -32.71203 , "289.2" , "28.62" , "0 " , 19.3 , "BL Lac Candidate" , 212 , 0 , 0 , ". " , " " , " " , 1.1e-9 , 0.696
1798 , "5BZGJ1154+0238 " , "BZUJ1154+0238 " , 178.53867 , 2.63753 , "271.25" , "61.93" , "0.211 " , 17.7 , "BL Lac-galaxy dominated" , 115 , 0 , 0.44 , ". " , " " , " " , 0 , 0.473
1799 , "5BZGJ1154+1225 " , "GB6J1154+1225 " , 178.54342 , 12.41936 , "257.76" , "70.09" , "0.081 " , 13.8 , "BL Lac-galaxy dominated" , 52 , 0 , 0 , ". " , " " , " " , 0 , 0.189
1800 , "5BZQJ1155-3107 " , "BZQJ1155-3107 " , 178.76317 , -31.13297 , "288.97" , "30.2" , "4.3 " , 18.5 , "QSO RLoud flat radio sp." , 82 , 0 , 0 , ". " , " " , " " , 0 , 0.485
1801 , "5BZBJ1155+0926 " , "1RXSJ115516.5+09" , 178.82613 , 9.44478 , "263.45" , "67.9" , "0 " , 19.4 , "BL Lac" , 19 , 0 , 0.2 , ". " , " " , " " , 0 , 0.545
1802 , "5BZQJ1155+0214 " , "ROXAJ115542.5+02" , 178.92725 , 2.23642 , "272.37" , "61.75" , "0.873 " , 18 , "QSO RLoud flat radio sp." , 110 , 0 , 0.25 , ". " , " " , " " , 0 , 0.56
1803 , "5BZUJ1155-8101 " , "1FGL_J1153.4-810" , 178.94225 , -81.02169 , "300.66" , "-18.4" , "1.395 ? " , 20 , "Blazar Uncertain type" , 557 , 0 , 0 , " ? " , " " , " " , 1e-10 , 0.712
1804 , "5BZGJ1156+4238 " , "1RXSJ115647.6+42" , 179.194 , 42.63539 , "155.05" , "70.92" , "0.172 " , 17.2 , "BL Lac-galaxy dominated" , 14 , 0 , 0.69 , ". " , " " , " " , 0 , 0.258
1805 , "5BZGJ1157+2822 " , "SDSSJ115709.53+2" , 179.28971 , 28.36686 , "203.9" , "77.93" , "0.3 " , 17.9 , "BL Lac-galaxy dominated" , 31 , 0 , 0.68 , ". " , " " , " " , 0 , 0.377
1806 , "5BZGJ1158+2450 " , "B2.2 1155+25 " , 179.60746 , 24.83833 , "220.85" , "77.87" , "0.202 " , 17.7 , "BL Lac-galaxy dominated" , 1021 , 0 , 0 , ". " , " " , " " , 0 , 0.69
1807 , "5BZQJ1158+4825 " , "S4 1155+48 " , 179.61154 , 48.42117 , "145.21" , "66.35" , "2.028 " , 20.5 , "QSO RLoud flat radio sp." , 275 , 0 , 0 , ". " , " " , " " , 0 , 0.843
1808 , "5BZBJ1158+0937 " , "GB6J1158+0937 " , 179.72654 , 9.61992 , "265.16" , "68.54" , "0 " , 18.3 , "BL Lac" , 34 , 0 , 0 , ". " , " " , " " , 7e-10 , 0.463
1809 , "5BZUJ1159-2228 " , "PKS 1156-221 " , 179.79696 , -22.47692 , "287.38" , "38.81" , "0.565 ? " , 19.4 , "Blazar Uncertain type" , 1178 , 0 , 0.66 , " ? " , " " , " " , 1.3e-9 , 0.765
1810 , "5BZUJ1159-0940 " , "PKS 1156-094 " , 179.80296 , -9.68111 , "282.17" , "51.07" , "0 " , 20.8 , "Blazar Uncertain type" , 1029 , 0 , 0 , ". " , " " , " " , 0 , 0.888
1811 , "5BZQJ1159-2142 " , "CGRaBSJ1159-2142" , 179.83929 , -21.71247 , "287.17" , "39.55" , "0.617 " , 19.1 , "QSO RLoud flat radio sp." , 321 , 0 , 0 , ". " , " " , " " , 1.6e-9 , 0.702
1812 , "5BZQJ1159+2914 " , "4C29.45 " , 179.88262 , 29.2455 , "199.42" , "78.37" , "0.729 " , 18.1 , "QSO RLoud flat radio sp." , 2031 , 1268 , 0.84 , ". " , " " , " " , 6e-9 , 0.799
1813 , "5BZQJ1159-2148 " , "PKS 1157-215 " , 179.96629 , -21.81492 , "287.36" , "39.49" , "0.927 " , 17.8 , "QSO RLoud flat radio sp." , 386 , 0 , 0 , ". " , " " , " " , 1.6e-9 , 0.672
1814 , "5BZGJ1200+4758 " , "1RXSJ120047.2+47" , 180.195 , 47.97453 , "144.93" , "66.93" , "0.27 " , 17.8 , "BL Lac-galaxy dominated" , 44 , 0 , 0.22 , ". " , " " , " " , 0 , 0.4
1815 , "5BZGJ1201-0007 " , "RXSJ12010-0006 " , 180.27579 , -0.11711 , "276.94" , "60.18" , "0.165 " , 16.9 , "BL Lac-galaxy dominated" , 71 , 0 , 1.05 , ". " , " " , " " , 0 , 0.373
1816 , "5BZQJ1201+0900 " , "SDSSJ12014+0900 " , 180.36417 , 9.01119 , "267.49" , "68.37" , "1.016 " , 16.5 , "QSO RLoud flat radio sp." , 17 , 0 , 0.4 , ". " , " " , " " , 0 , 0.313
1817 , "5BZGJ1201-0011 " , "TGN380Z101 " , 180.43192 , -0.18722 , "277.28" , "60.18" , "0.164 " , 18.6 , "BL Lac-galaxy dominated" , 29 , 0 , 0.56 , ". " , " " , " " , 0 , 0.431
1818 , "5BZBJ1202+4444 " , "1WGAJ1202.1+44 " , 180.53608 , 44.73958 , "148.99" , "69.81" , "0.297 " , 17.7 , "BL Lac" , 106 , 0 , 0.26 , ". " , " " , " " , 0 , 0.504
1819 , "5BZQJ1202+2756 " , "1WGAJ1202.5+2756" , 180.64167 , 27.94056 , "205.83" , "79.14" , "0.672 " , 18.3 , "QSO RLoud flat radio sp." , 126 , 0 , 0.53 , ". " , " " , " " , 0 , 0.584
1820 , "5BZQJ1202-0528 " , "PKS 1200-051 " , 180.64258 , -5.46736 , "281.19" , "55.32" , "0.381 " , 16.6 , "QSO RLoud flat radio sp." , 530 , 0 , 2.8 , ". " , " " , " " , 0 , 0.568
1821 , "5BZBJ1202+3851 " , "SDSSJ120257.06+3" , 180.73775 , 38.86317 , "160.66" , "74.5" , "0 " , 18.7 , "BL Lac" , 24 , 0 , 0.24 , ". " , " " , " " , 0 , 0.461
1822 , "5BZBJ1203+6031 " , "SBS 1200+608 " , 180.76462 , 60.52197 , "133.45" , "55.6" , "0.065 " , 15.3 , "BL Lac" , 191 , 0 , 0.75 , ". " , " " , " " , 8e-10 , 0.472
1823 , "5BZQJ1203+4803 " , "GB6J1203+4803 " , 180.87438 , 48.05378 , "143.81" , "67.08" , "0.817 " , 16.2 , "QSO RLoud flat radio sp." , 64 , 0 , 0.99 , ". " , " " , " " , 0 , 0.414
1824 , "5BZBJ1203+5430 " , "GB6B1201+5447 " , 180.88196 , 54.50247 , "137.44" , "61.25" , "0.478 " , 19.2 , "BL Lac" , 72 , 0 , 0 , ". " , " " , " " , 0 , 0.603
1825 , "5BZQJ1203+4510 " , "1RXSJ120336.0+45" , 180.8975 , 45.18044 , "147.68" , "69.58" , "1.075 " , 17.4 , "QSO RLoud flat radio sp." , 39 , 0 , 0.4 , ". " , " " , " " , 0 , 0.428
1826 , "5BZBJ1203+5819 " , "SDSSJ120355.34+5" , 180.98058 , 58.32931 , "134.6" , "57.71" , "0 " , 18.7 , "BL Lac" , 47 , 0 , 0 , ". " , " " , " " , 0 , 0.531
1827 , "5BZBJ1204+1145 " , "1WGAJ1204.1+1146" , 181.0505 , 11.76539 , "264.83" , "71.05" , "0.296 " , 17.7 , "BL Lac" , 15 , 0 , 1.18 , ". " , " " , " " , 8e-10 , 0.35
1828 , "5BZGJ1204-0710 " , "1RXSJ120417.0-07" , 181.06942 , -7.16914 , "282.83" , "53.85" , "0.184 " , 14.6 , "BL Lac-galaxy dominated" , 169 , 0 , 1 , ". " , " " , " " , 8e-10 , 0.26
1829 , "5BZQJ1204-5055 " , "CGRaBSJ1204-5055" , 181.24546 , -50.93239 , "295.49" , "11.26" , "1.083 " , 19.9 , "QSO RLoud flat radio sp." , 50 , 0 , 0 , ". " , " " , " " , 0 , 0.637
1830 , "5BZQJ1205-2634 " , "PKS 1203-26 " , 181.38837 , -26.56792 , "290.36" , "35.17" , "0.789 " , 19.3 , "QSO RLoud flat radio sp." , 1654 , 0 , 0.63 , ". " , " " , " " , 8e-10 , 0.858
1831 , "5BZQJ1205+0053 " , "PKS 1203+011 " , 181.45204 , 0.89553 , "278.38" , "61.57" , "0.932 " , 18.9 , "QSO RLoud flat radio sp." , 118 , 0 , 0 , ". " , " " , " " , 0 , 0.645
1832 , "5BZQJ1206+2822 " , "GB6B1203+2839 " , 181.58187 , 28.38183 , "203.17" , "79.94" , "1.507 " , 18.9 , "QSO RLoud flat radio sp." , 38 , 0 , 0.13 , ". " , " " , " " , 0 , 0.522
1833 , "5BZBJ1206+0529 " , "SDSSJ120658.03+0" , 181.74179 , 5.49783 , "274.87" , "65.91" , "0 " , 19.7 , "BL Lac" , 468 , 0 , 0 , ". " , " " , " " , 0 , 0.863
1834 , "5BZBJ1207+1715 " , "SDSSJ120709.97+1" , 181.79154 , 17.26369 , "254.61" , "75.79" , "0 " , 19.2 , "BL Lac" , 14 , 0 , 0 , ". " , " " , " " , 0 , 0.483
1835 , "5BZBJ1207-1746 " , "1RXSJ120711.1-17" , 181.79792 , -17.76833 , "288.25" , "43.83" , "0 " , 19.6 , "BL Lac Candidate" , 4 , 0 , 2.84 , ". " , " " , " " , 0 , 0.337
1836 , "5BZQJ1207+1211 " , "BZQJ1207+1211 " , 181.80258 , 12.19606 , "266" , "71.81" , "0.892 " , 18.8 , "QSO RLoud flat radio sp." , 188 , 0 , 0 , ". " , " " , " " , 0 , 0.674
1837 , "5BZQJ1207+2754 " , "B2 1204+28 " , 181.86625 , 27.91633 , "205.78" , "80.22" , "2.18 " , 18.8 , "QSO RLoud flat radio sp." , 590 , 0 , 0.26 , ". " , " " , " " , 0 , 0.762
1838 , "5BZQJ1207-0106 " , "PKS 1205-008 " , 181.92367 , -1.11019 , "280.73" , "59.86" , "1.006 " , 19.1 , "QSO RLoud flat radio sp." , 133 , 0 , 0 , ". " , " " , " " , 0 , 0.656
1839 , "5BZBJ1208+3015 " , "SDSSJ120804.32+3" , 182.018 , 30.264 , "192.13" , "79.99" , "0 " , 22.1 , "BL Lac" , 36 , 0 , 0 , ". " , " " , " " , 0 , 0.826
1840 , "5BZBJ1208-2937 " , "2E1205.7-2921 " , 182.07504 , -29.63331 , "291.83" , "32.3" , "0.249 " , 18.1 , "BL Lac" , 6 , 0 , 1.31 , ". " , " " , " " , 0 , 0.34
1841 , "5BZUJ1208+6121 " , "GB6B1206+6138 " , 182.15463 , 61.35181 , "131.87" , "55.02" , "0.275 " , 17.6 , "Blazar Uncertain type" , 182 , 0 , 0.38 , ". " , " " , " " , 0 , 0.492
1842 , "5BZBJ1208+1159 " , "GB6J1208+1159 " , 182.15529 , 11.99383 , "267.28" , "71.83" , "0.369 " , 18.1 , "BL Lac" , 72 , 0 , 0 , ". " , " " , " " , 0 , 0.502
1843 , "5BZQJ1208+5441 " , "1FGL_J1209.3+544" , 182.22604 , 54.69947 , "135.78" , "61.35" , "1.343 " , 18.8 , "QSO RLoud flat radio sp." , 302 , 377 , 0 , ". " , " " , " " , 1.8e-9 , 0.695
1844 , "5BZQJ1209-2406 " , "PKSB1206-238 " , 182.26021 , -24.10578 , "290.67" , "37.75" , "1.299 " , 16.7 , "QSO RLoud flat radio sp." , 561 , 0 , 0 , ". " , " " , " " , 0 , 0.591
1845 , "5BZBJ1209-2032 " , "PKS 1206-202 " , 182.31087 , -20.54417 , "289.75" , "41.24" , "0.404 " , 18.8 , "BL Lac" , 354 , 0 , 0 , ". " , " " , " " , 0 , 0.755
1846 , "5BZBJ1209+4119 " , "B31206+416 " , 182.34496 , 41.32817 , "151.56" , "73.38" , "0 " , 17.6 , "BL Lac" , 274 , 0 , 0.7 , ". " , " " , " " , 4e-10 , 0.634
1847 , "5BZQJ1209-4016 " , "PKS 1207-399 " , 182.39683 , -40.27031 , "294.34" , "21.9" , "0.966 " , 16.9 , "QSO RLoud flat radio sp." , 541 , 0 , 0.43 , ". " , " " , " " , 0 , 0.582
1848 , "5BZBJ1209+0210 " , "1RXSJ120938.1+02" , 182.40967 , 2.17144 , "279.3" , "63.1" , "0 " , 19.2 , "BL Lac" , 5 , 0 , 0.74 , ". " , " " , " " , 0 , 0.395
1849 , "5BZQJ1209+2547 " , "B2.2 1207+26 " , 182.43788 , 25.78436 , "218.78" , "80.57" , "1.435 " , 19.2 , "QSO RLoud flat radio sp." , 401 , 0 , 0.31 , ". " , " " , " " , 0 , 0.757
1850 , "5BZQJ1209+1810 " , "GB6B1207+1827 " , 182.46567 , 18.16856 , "253.86" , "76.88" , "0.846 " , 18.6 , "QSO RLoud flat radio sp." , 73 , 0 , 0 , ". " , " " , " " , 4e-10 , 0.605
1851 , "5BZGJ1210+0223 " , "1RXSJ121015.9+02" , 182.57379 , 2.39544 , "279.47" , "63.37" , "0.383 " , 18 , "BL Lac-galaxy dominated" , 79 , 0 , 0.47 , ". " , " " , " " , 0 , 0.463
1852 , "5BZBJ1210+3929 " , "MS1207.9+3945 " , 182.61113 , 39.48583 , "154.94" , "74.98" , "0.617 " , 19.4 , "BL Lac" , 19 , 0 , 2.47 , ". " , " " , " " , 0 , 0.486
1853 , "5BZBJ1211+3900 " , "2E1209.0+3917 " , 182.89267 , 39.01494 , "155.4" , "75.49" , "0.602 ? " , 21 , "BL Lac" , 11 , 0 , 0.21 , " ? " , " " , " " , 0 , 0.647
1854 , "5BZBJ1211+2242 " , "1RXSJ121158.1+22" , 182.9945 , 22.709 , "237.08" , "80.02" , "0.453 ? " , 18.6 , "BL Lac" , 20 , 0 , 4.25 , " ? " , " " , " " , 0 , 0.431
1855 , "5BZBJ1213+5129 " , "1RXSJ121301.8+51" , 183.25363 , 51.49331 , "136.93" , "64.57" , "0 " , 18.5 , "BL Lac" , 36 , 0 , 0.97 , ". " , " " , " " , 0 , 0.473
1856 , "5BZBJ1213-1003 " , "PKS1210-097 " , 183.34558 , -10.05703 , "287.71" , "51.68" , "0 " , 19 , "BL Lac" , 338 , 0 , 0 , ". " , " " , " " , 0 , 0.723
1857 , "5BZBJ1213-2618 " , "1RXSJ121321.6-26" , 183.34583 , -26.30194 , "292.4" , "35.78" , "0.278 " , 17.6 , "BL Lac" , 7 , 0 , 3.8 , ". " , " " , " " , 5e-10 , 0.244
1858 , "5BZQJ1213+1307 " , "DW 1211+13 " , 183.384 , 13.12239 , "268.74" , "73.42" , "1.139 " , 18 , "QSO RLoud flat radio sp." , 1344 , 0 , 0.11 , ". " , " " , " " , 5e-10 , 0.76
1859 , "5BZQJ1213+0001 " , "1RXSJ121348.3+00" , 183.44808 , 0.025 , "282.94" , "61.42" , "0.961 " , 17.9 , "QSO RLoud flat radio sp." , 110 , 0 , 0.35 , ". " , " " , " " , 0 , 0.55
1860 , "5BZBJ1213+6425 " , "SDSSJ12138+6425 " , 183.45338 , 64.42225 , "129.54" , "52.22" , "0 " , 19.1 , "BL Lac" , 10 , 0 , 0 , ". " , " " , " " , 0 , 0.438
1861 , "5BZQJ1214+0829 " , "GB6J1215+0829 " , 183.74962 , 8.48958 , "276.42" , "69.46" , "2.359 " , 20.2 , "QSO RLoud flat radio sp." , 231 , 0 , 0 , ". " , " " , " " , 0 , 0.795
1862 , "5BZBJ1215+5002 " , "2FGLJ1214.9+5004" , 183.75325 , 50.03767 , "137.43" , "66.05" , "0 " , 17.4 , "BL Lac" , 86 , 0 , 0 , ". " , " " , " " , 5e-10 , 0.389
1863 , "5BZQJ1215+1654 " , "GB6J1215+1654 " , 183.76654 , 16.91053 , "261.6" , "76.76" , "1.132 " , 20.1 , "QSO RLoud flat radio sp." , 298 , 0 , 0.41 , ". " , " " , " " , 5e-10 , 0.815
1864 , "5BZBJ1215+3508 " , "SDSSJ121508.85+3" , 183.78688 , 35.13706 , "164.78" , "78.85" , "0.882 ? " , 20.5 , "BL Lac" , 83 , 0 , 0 , " ? " , " " , " " , 0 , 0.693
1865 , "5BZQJ1215+4627 " , "GB 1212+46.7 " , 183.79146 , 46.45419 , "140.89" , "69.39" , "0.72 " , 17.4 , "QSO RLoud flat radio sp." , 272 , 0 , 0.68 , ". " , " " , " " , 0 , 0.564
1866 , "5BZGJ1215+0732 " , "1ES1212+078 " , 183.79575 , 7.53464 , "277.58" , "68.6" , "0.136 " , 16.4 , "BL Lac-galaxy dominated" , 137 , 0 , 3.27 , ". " , " " , " " , 0 , 0.397
1867 , "5BZQJ1215+6422 " , "CRATESJ121547+64" , 183.95379 , 64.37458 , "129.22" , "52.31" , "3.233 " , 18.6 , "QSO RLoud flat radio sp." , 65 , 0 , 0.22 , ". " , " " , " " , 0 , 0.548
1868 , "5BZQJ1215+3448 " , "S41213+350 " , 183.98167 , 34.80422 , "165.48" , "79.2" , "0.857 " , 20.4 , "QSO RLoud flat radio sp." , 1507 , 295 , 0 , ". " , " " , " " , 0 , 0.963
1869 , "5BZBJ1216-0243 " , "1RXSJ121603.6-02" , 184.01362 , -2.71825 , "285.6" , "58.95" , "0.359 " , 17.2 , "BL Lac Candidate" , 11 , 0 , 1.15 , ". " , " " , " " , 0 , 0.232
1870 , "5BZGJ1216+0929 " , "CRATESJ121607+09" , 184.02592 , 9.48594 , "275.97" , "70.48" , "0.094 " , 15.4 , "BL Lac-galaxy dominated" , 144 , 0 , 1.02 , ". " , " " , " " , 0 , 0.343
1871 , "5BZQJ1216-1033 " , "PKS1213-102 " , 184.10167 , -10.55433 , "289.05" , "51.36" , "0.636 ? " , 19.6 , "QSO RLoud flat radio sp." , 306 , 0 , 0 , " ? " , " " , " " , 0 , 0.766
1872 , "5BZBJ1216+0541 " , "BZBJ1216+0541 " , 184.20829 , 5.69353 , "280.37" , "67.03" , "0 " , 19.8 , "BL Lac" , 56 , 0 , 0.29 , ". " , " " , " " , 0 , 0.71
1873 , "5BZQJ1217+2925 " , "GB6J1217+2925 " , 184.28438 , 29.42597 , "194.01" , "82.1" , "0.974 " , 19.2 , "QSO RLoud flat radio sp." , 67 , 0 , 0.19 , ". " , " " , " " , 0 , 0.601
1874 , "5BZQJ1217+5835 " , "CRATESJ121710+58" , 184.29588 , 58.59061 , "131.34" , "57.97" , "2.55 " , 19.1 , "QSO RLoud flat radio sp." , 455 , 0 , 0 , ". " , " " , " " , 0 , 0.761
1875 , "5BZQJ1217+3305 " , "B2 1215+33 " , 184.38558 , 33.094 , "171.73" , "80.55" , "2.606 " , 18.3 , "QSO RLoud flat radio sp." , 194 , 0 , 0.06 , ". " , " " , " " , 0 , 0.624
1876 , "5BZQJ1217+5155 " , "SBS 1215+521 " , 184.40271 , 51.9195 , "135.05" , "64.4" , "2.224 " , 17.4 , "QSO RLoud flat radio sp." , 85 , 0 , 0 , ". " , " " , " " , 0 , 0.486
1877 , "5BZBJ1217+3007 " , "ON 325 " , 184.467 , 30.11683 , "188.88" , "82.05" , "0.13 ? " , 15.3 , "BL Lac" , 573 , 0 , 24.9 , " ? " , " " , " " , 5.5e-9 , 0.463
