_id , bzcat4_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4GHz, Flux density143GHz , X-ray flux0.1-2.4 keV , Commenton_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100GeV, Fermi_slope , aro-aox-arx, other_name
2726 , "BZQJ2017+0603 " , 304.30587 , 6.052 , "48.6" , "-16" , "1.743 " , 17.2 , "QSO RLoud flat radio sp." , 37 , 0 , 0.15 , ". " , ". " , ". " , 0 , 0 , 0.353 , "GB6J2017+0603 "
2727 , "BZQJ2015+6554 " , 303.98071 , 65.91464 , "99.52" , "16.58" , "2.845 " , 19.9 , "QSO RLoud flat radio sp." , 668 , 0 , 0.24 , ". " , ". " , ". " , 0 , 0 , 0.816 , "S42015+657 "
2728 , "BZQJ2018-1109 " , 304.61671 , -11.16542 , "32.52" , "-24.33" , "0.9 " , 18.1 , "QSO RLoud flat radio sp." , 130 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.616 , "CGRaBSJ2018-1109"
2729 , "BZQJ2018-0509 " , 304.74067 , -5.15817 , "38.44" , "-21.8" , "0.905 " , 19 , "QSO RLoud flat radio sp." , 70 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.614 , "CGRaBSJ2018-0509"
2730 , "BZQJ2017+7440 " , 304.3045 , 74.68 , "107.68" , "20.72" , "2.187 " , 18.2 , "QSO RLoud flat radio sp." , 473 , 0 , 0.34 , ". " , ". " , ". " , 0 , 0 , 0.657 , "S52017+745 "
2731 , "BZBJ2022-4513 " , 305.60917 , -45.22528 , "354.92" , "-34.48" , "0 " , 0 , "BL Lac Candidate" , 141 , 0 , 0 , ". " , ". " , "s " , 7.25e-10 , 2.31 , -9.9 , "CRATESJ202225-45"
2732 , "BZQJ2020+6747 " , 305.07879 , 67.78511 , "101.44" , "17.15" , "2.571 " , 20 , "QSO RLoud flat radio sp." , 237 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.737 , "GB6J2020+6747 "
2733 , "BZQJ2023-3655 " , 305.94208 , -36.9225 , "4.89" , "-33.57" , "1.048 " , 17.1 , "QSO RLoud flat radio sp." , 436 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.6 , "PKS 2020-370 "
2734 , "BZQJ2023-1139 " , 305.90292 , -11.66619 , "32.6" , "-25.69" , "0.698 " , 0 , "QSO RLoud flat radio sp." , 175 , 0 , 0 , ". " , ". " , ". " , 7.54e-10 , 2.07 , -9.9 , "CRATESJ202336-11"
2735 , "BZQJ2022+6136 " , 305.52783 , 61.61633 , "96.08" , "13.77" , "0.228 " , 17.7 , "QSO RLoud flat radio sp." , 2093 , 0 , 0.06 , ". " , ". " , ". " , 0 , 0 , 0.741 , "S42021+61 "
2736 , "BZQJ2024-3253 " , 306.14825 , -32.89331 , "9.64" , "-32.9" , "1.465 " , 18.7 , "QSO RLoud flat radio sp." , 887 , 425.2 , 0 , ". " , ". " , ". " , 0 , 0 , 0.771 , "PKS 2021-330 "
2737 , "BZQJ2025+0316 " , 306.29013 , 3.27903 , "47.14" , "-19.11" , "2.21 " , 20.1 , "QSO RLoud flat radio sp." , 406 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.801 , "PKS 2022+031 "
2738 , "BZQJ2024+1718 " , 306.23567 , 17.30367 , "59.45" , "-11.63" , "1.05 " , 17.4 , "QSO RLoud flat radio sp." , 279 , 588.6 , 0 , ". " , ". " , ". " , 0 , 0 , 0.579 , "MG 2024+1717 "
2739 , "BZQJ2025-0735 " , 306.41942 , -7.59797 , "36.89" , "-24.39" , "1.388 " , 18.7 , "QSO RLoud flat radio sp." , 1347 , 939.7 , 0 , ". " , ". " , ". " , 8.5e-9 , 2.15 , 0.81 , "PKS2022-077 "
2740 , "BZUJ2025+3343 " , 306.29517 , 33.71672 , "73.12" , "-2.37" , "0.219? " , 0 , "Blazar Uncertain type" , 1268 , 2619.3 , 0.12 , "? " , ". " , ". " , 2.89e-9 , 2.79 , -9.9 , "B2 2023+33 "
2741 , "BZBJ2022+7611 " , 305.64825 , 76.19061 , "109.28" , "21.13" , "0 " , 16.7 , "BL Lac" , 428 , 547.7 , 0.65 , ". " , ". " , ". " , 1.45e-9 , 2.32 , 0.501 , "S52023+760 "
2742 , "BZQJ2027-0831 " , 306.96917 , -8.53222 , "36.23" , "-25.29" , "1.697 " , 18.9 , "QSO RLoud flat radio sp." , 362 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.732 , "TEX2025-086 "
2743 , "BZQJ2030-0622 " , 307.56304 , -6.37083 , "38.66" , "-24.86" , "0.667 " , 21.9 , "QSO RLoud flat radio sp." , 244 , 0 , 0 , ". " , "r " , ". " , 5.57e-10 , 2.73 , 0.927 , "BZQJ2030-0622 "
2744 , "BZQJ2030-0503 " , 307.59342 , -5.05356 , "39.96" , "-24.28" , "0.543 " , 19.4 , "QSO RLoud flat radio sp." , 282 , 274.1 , 0 , ". " , ". " , ". " , 0 , 0 , 0.737 , "TEX2027-052 "
2745 , "BZUJ2030-3039 " , 307.74138 , -30.65678 , "12.62" , "-33.69" , "0.539 " , 19.9 , "Blazar Uncertain type" , 212 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.69 , "PKS2027-308 "
2746 , "BZQJ2031+0239 " , 307.94687 , 2.66036 , "47.46" , "-20.85" , "0.858 " , 18.4 , "QSO RLoud flat radio sp." , 74 , 0 , 0 , ". " , "p " , ". " , 0 , 0 , 0.563 , "GB6B2029+0229 "
2747 , "BZBJ2031+1219 " , 307.97913 , 12.32814 , "56.13" , "-15.77" , "1.215?? " , 17.4 , "BL Lac" , 985 , 855.7 , 0.19 , "?? " , ". " , ". " , 1.05e-9 , 2.4 , 0.597 , "1Jy2029+121 "
2748 , "BZQJ2035-6846 " , 308.95367 , -68.77606 , "326.17" , "-34.53" , "1.084 " , 19 , "QSO RLoud flat radio sp." , 299 , 507.1 , 0 , ". " , ". " , "s " , 0 , 0 , 0.743 , "PKS2030-689 "
2749 , "BZQJ2035-6602 " , 308.965 , -66.03531 , "329.42" , "-35.16" , "2.296 " , 17.5 , "QSO RLoud flat radio sp." , 354 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.592 , "CGRaBSJ2035-6602"
2750 , "BZQJ2034+1154 " , 308.65463 , 11.90872 , "56.14" , "-16.55" , "0.607 " , 17.9 , "QSO RLoud flat radio sp." , 341 , 0 , 0.32 , ". " , ". " , ". " , 0 , 0 , 0.578 , "MC2 2032+117 "
2751 , "BZQJ2035+1056 " , 308.84304 , 10.93522 , "55.39" , "-17.24" , "0.601 " , 17.4 , "QSO RLoud flat radio sp." , 1074 , 454.6 , 0.27 , ". " , ". " , ". " , 1.47e-9 , 2.55 , 0.649 , "PKS2032+107 "
2752 , "BZQJ2036-2830 " , 309.15738 , -28.50736 , "15.5" , "-34.35" , "2.308 " , 20.6 , "QSO RLoud flat radio sp." , 64 , 0 , 0.17 , ". " , ". " , ". " , 0 , 0 , 0.712 , "CGRaBSJ2036-2830"
2753 , "BZQJ2036-2146 " , 309.21321 , -21.77686 , "23.23" , "-32.42" , "2.299 " , 18.6 , "QSO RLoud flat radio sp." , 208 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.655 , "TEX2033-219 "
2754 , "BZQJ2036-0629 " , 309.16962 , -6.48442 , "39.35" , "-26.33" , "1.636 " , 21 , "QSO RLoud flat radio sp." , 1045 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.984 , "BZQJ2036-0629 "
2755 , "BZQJ2037-1522 " , 309.36638 , -15.36681 , "30.3" , "-30.26" , "1.802 " , 19.6 , "QSO RLoud flat radio sp." , 143 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.707 , "CGRaBSJ2037-1522"
2756 , "BZBJ2038-2636 " , 309.68742 , -26.60881 , "17.87" , "-34.29" , "0.437 " , 19 , "BL Lac" , 5 , 0 , 1.95 , ". " , ". " , ". " , 0 , 0 , 0.356 , "1RXS J203845.1-2"
2757 , "BZBJ2039-1046 " , 309.75296 , -10.77831 , "35.29" , "-28.74" , "0 " , 19 , "BL Lac Candidate" , 193 , 0 , 0 , ". " , ". " , ". " , 1.66e-9 , 1.99 , 0.645 , "BZBJ2039-1046 "
2758 , "BZQJ2038+5119 " , 309.65429 , 51.32019 , "88.8" , "6.04" , "1.686 " , 18.9 , "QSO RLoud flat radio sp." , 6081 , 972.1 , 0 , ". " , ". " , ". " , 0 , 0 , 0.698 , "3C 418.0 "
2759 , "BZQJ2040-2507 " , 310.03654 , -25.12964 , "19.7" , "-34.18" , "1.574 " , 19.4 , "QSO RLoud flat radio sp." , 613 , 0 , 0.09 , ". " , ". " , ". " , 0 , 0 , 0.808 , "PKS 2037-253 "
2760 , "BZBJ2039+5219 " , 309.84792 , 52.33053 , "89.69" , "6.55" , "0.053 " , 16.2 , "BL Lac Candidate" , 41 , 0 , 1.04 , ". " , "g " , ". " , 7.34e-10 , 1.5 , 0.065 , "1ES2037+521 "
2761 , "BZQJ2042-2255 " , 310.72604 , -22.93331 , "22.45" , "-34.12" , "2.12 " , 20.3 , "QSO RLoud flat radio sp." , 236 , 0 , 0.18 , ". " , ". " , ". " , 0 , 0 , 0.802 , "CGRaBSJ2042-2255"
2762 , "BZQJ2043+1255 " , 310.79254 , 12.92044 , "58.24" , "-17.73" , "3.277 " , 20.2 , "QSO RLoud flat radio sp." , 221 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.732 , "GB6J2043+1255 "
2763 , "BZQJ2047-1639 " , 311.83196 , -16.65161 , "29.96" , "-32.94" , "1.932 " , 17.4 , "QSO RLoud flat radio sp." , 745 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.666 , "PKS 2044-168 "
2764 , "BZBJ2047-2908 " , 311.90021 , -29.14925 , "15.47" , "-36.83" , "0.333 " , 18.6 , "BL Lac" , 10 , 0 , 1.64 , ". " , ". " , ". " , 0 , 0 , 0.405 , "1RXS J204737.0-2"
2765 , "BZBJ2049-0039 " , 312.34058 , -0.65739 , "46.75" , "-26.31" , "0.256 " , 18.3 , "BL Lac" , 5 , 0 , 2 , ". " , ". " , ". " , 0 , 0 , 0.32 , "1RXS J204921.6-0"
2766 , "BZQJ2050-2628 " , 312.60288 , -26.47167 , "18.9" , "-36.77" , "1.633 " , 20 , "QSO RLoud flat radio sp." , 315 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.795 , "CGRaBSJ2050-2628"
2767 , "BZBJ2050+0407 " , 312.526 , 4.13025 , "51.38" , "-23.99" , "0 " , 18.8 , "BL Lac Candidate" , 565 , 0 , 0.28 , ". " , ". " , ". " , 6.87e-10 , 2.03 , 0.696 , "PKS 2047+039 "
2768 , "BZQJ2052-6523 " , 313.02779 , -65.38619 , "329.7" , "-36.94" , "1.15 " , 16.5 , "QSO RLoud flat radio sp." , 551 , 0 , 1.14 , ". " , ". " , "s " , 0 , 0 , 0.554 , "PKS 2047-655 "
2769 , "BZQJ2050+3127 " , 312.71304 , 31.45761 , "74.58" , "-8.05" , "3.18 " , 17.8 , "QSO RLoud flat radio sp." , 769 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.623 , "CL4 "
2770 , "BZUJ2051+1743 " , 312.89825 , 17.72692 , "63.57" , "-16.59" , "0.195 " , 15.7 , "Blazar Uncertain type" , 453 , 0 , 0 , ". " , "gt " , ". " , 0 , 0 , 0.45 , "PKS 2049+175 "
2771 , "BZBJ2052+0810 " , 313.17958 , 8.17611 , "55.46" , "-22.33" , "0 " , 18.9 , "BL Lac" , 6 , 0 , 2.02 , ". " , ". " , ". " , 0 , 0 , 0.34 , "1RXS J205242.6+0"
2772 , "BZBJ2051+7441 " , 312.89054 , 74.69458 , "108.96" , "18.8" , "0 " , 19 , "BL Lac Candidate" , 358 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.643 , "S5 2051+745 "
2773 , "BZBJ2054+0015 " , 313.73687 , 0.2605 , "48.43" , "-27.05" , "0.151 " , 15.7 , "BL Lac" , 57 , 0 , 1.42 , ". " , "g " , ". " , 0 , 0 , 0.296 , "1RXS J205456.9+0"
2774 , "BZBJ2055-0506 " , 313.84742 , -5.10536 , "43.19" , "-29.8" , "0.343 " , 17.8 , "BL Lac" , 19 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.349 , "SDSSJ20553-0506 "
2775 , "BZQJ2056-4714 " , 314.06817 , -47.24656 , "352.59" , "-40.39" , "1.491 " , 18.3 , "QSO RLoud flat radio sp." , 2223 , 1502.2 , 0.59 , ". " , ". " , "s " , 7.26e-9 , 2.23 , 0.819 , "PKS2052-47 "
2776 , "BZBJ2055-0021 " , 313.86754 , -0.35478 , "47.91" , "-27.48" , "0 " , 18.8 , "BL Lac" , 41 , 0 , 4.95 , ". " , ". " , ". " , 4.52e-10 , 1.35 , 0.493 , "1RXS J205528.2-0"
2777 , "BZQJ2056-3857 " , 314.22879 , -38.95461 , "3.47" , "-40.32" , "1.937 " , 19.3 , "QSO RLoud flat radio sp." , 265 , 0 , 0.1 , ". " , ". " , ". " , 0 , 0 , 0.729 , "PKS2053-391 "
2778 , "BZQJ2057-3734 " , 314.42333 , -37.5675 , "5.3" , "-40.34" , "1.071 " , 18.8 , "QSO RLoud flat radio sp." , 266 , 494.4 , 0 , ". " , ". " , ". " , 0 , 0 , 0.713 , "PKS2054-377 "
2779 , "BZBJ2059-0037 " , 314.91075 , -0.63222 , "48.25" , "-28.51" , "0.335 " , 18.8 , "BL Lac" , 15 , 0 , 0.69 , ". " , ". " , ". " , 0 , 0 , 0.451 , "1RXS J205939.0-0"
2780 , "BZQJ2101-2933 " , 315.25692 , -29.55772 , "15.79" , "-39.78" , "1.492 " , 18.6 , "QSO RLoud flat radio sp." , 668 , 505.1 , 0 , ". " , ". " , ". " , 0 , 0 , 0.744 , "PKS 2058-297 "
2781 , "BZQJ2101+0341 " , 315.41179 , 3.69203 , "52.69" , "-26.65" , "1.012 " , 17.1 , "QSO RLoud flat radio sp." , 626 , 571.9 , 0.37 , ". " , ". " , ". " , 0 , 0 , 0.648 , "PKS 2059+034 "
2782 , "BZQJ2102+6015 " , 315.66758 , 60.25272 , "97.95" , "9.01" , "4.575? " , 0 , "QSO RLoud flat radio sp." , 318 , 0 , 0 , "? " , ". " , ". " , 0 , 0 , -9.9 , "GB6J2102+6015 "
2783 , "BZQJ2106+2135 " , 316.54508 , 21.59333 , "68.95" , "-16.93" , "0.647 " , 19.5 , "QSO RLoud flat radio sp." , 183 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.664 , "GC2103+21 "
2784 , "BZQJ2106+0231 " , 316.61729 , 2.52717 , "52.32" , "-28.3" , "2.942 " , 19.3 , "QSO RLoud flat radio sp." , 82 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.603 , "BZQJ2106+0231 "
2785 , "BZQJ2108-2911 " , 317.03083 , -29.18808 , "16.69" , "-41.21" , "1.566 " , 20.8 , "QSO RLoud flat radio sp." , 116 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.783 , "CGRaBSJ2108-2911"
2786 , "BZQJ2108+1430 " , 317.17096 , 14.5075 , "63.47" , "-21.81" , "2.017 " , 19.9 , "QSO RLoud flat radio sp." , 404 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.802 , "GC2106+14 "
2787 , "BZQJ2109-4110 " , 317.38829 , -41.17239 , "0.67" , "-42.84" , "1.058 " , 19.9 , "QSO RLoud flat radio sp." , 1786 , 410.4 , 0.55 , ". " , ". " , "s " , 0 , 0 , 0.952 , "PKS2106-413 "
2788 , "BZQJ2109-1332 " , 317.45792 , -13.54611 , "36.02" , "-36.74" , "1.226 " , 17.2 , "QSO RLoud flat radio sp." , 62 , 0 , 0.16 , ". " , ". " , ". " , 0 , 0 , 0.432 , "1WGAJ2109.7-1332"
2789 , "BZQJ2110+0809 " , 317.54033 , 8.16539 , "58.14" , "-25.89" , "1.58 " , 19 , "QSO RLoud flat radio sp." , 77 , 0 , 0 , ". " , ". " , ". " , 6.04e-10 , 2.27 , 0.599 , "GB6B2107+0757 "
2790 , "BZQJ2114+2832 " , 318.74304 , 28.54922 , "75.77" , "-13.91" , "2.345 " , 18.5 , "QSO RLoud flat radio sp." , 396 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.66 , "KPD2.40 "
2791 , "BZQJ2115+2933 " , 318.87254 , 29.56067 , "76.62" , "-13.31" , "1.514 " , 18.9 , "QSO RLoud flat radio sp." , 755 , 0 , 0.15 , ". " , ". " , ". " , 1.16e-9 , 2.33 , 0.746 , "1Jy2113+293 "
2792 , "BZBJ2116-0108 " , 319.01346 , -1.14122 , "50.21" , "-32.28" , "0.305 " , 17.1 , "BL Lac" , 66 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.392 , "SDSSJ21160-0108 "
2793 , "BZBJ2116-0628 " , 319.04954 , -6.47511 , "44.7" , "-35" , "0.292 " , 17.8 , "BL Lac" , 21 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.364 , "SDSSJ21161-0628 "
2794 , "BZBJ2116+3339 " , 319.0605 , 33.65567 , "79.81" , "-10.66" , "0 " , 16.6 , "BL Lac Candidate" , 116 , 0 , 0.25 , ". " , ". " , ". " , 1.61e-9 , 1.8 , 0.369 , "GC2114+33 "
2795 , "BZQJ2117+0502 " , 319.3365 , 5.04917 , "56.43" , "-29.14" , "1.794 " , 17.4 , "QSO RLoud flat radio sp." , 323 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.589 , "CRATESJ211721+05"
2796 , "BZQJ2118+0013 " , 319.57246 , 0.22131 , "51.93" , "-32.03" , "0.463 " , 18.8 , "QSO RLoud flat radio sp." , 149 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.613 , "1FGL_J2117.8+001"
2797 , "BZQJ2118-0636 " , 319.68017 , -6.605 , "44.93" , "-35.62" , "0.328 " , 17 , "QSO RLoud flat radio sp." , 89 , 0 , 1.4 , ". " , ". " , ". " , 0 , 0 , 0.483 , "1RXS J211843.5-0"
2798 , "BZQJ2119-1106 " , 319.91621 , -11.10406 , "40.08" , "-37.89" , "1.844 " , 20.8 , "QSO RLoud flat radio sp." , 270 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.846 , "PKS2116-113 "
2799 , "BZQJ2121+1901 " , 320.25254 , 19.02453 , "69.24" , "-21.25" , "2.18 " , 20.3 , "QSO RLoud flat radio sp." , 698 , 0 , 0.09 , ". " , ". " , ". " , 1.39e-9 , 2.2 , 0.873 , "GC2118+18 "
2800 , "BZBJ2123-1036 " , 320.78029 , -10.6135 , "41.11" , "-38.44" , "0.023 " , 15.7 , "BL Lac" , 119 , 0 , 6.36 , ". " , "p " , ". " , 0 , 0 , 0.467 , "1RXS J212307.4-1"
2801 , "BZQJ2123-3046 " , 320.9525 , -30.76817 , "15.4" , "-44.84" , "1.879 " , 17.9 , "QSO RLoud flat radio sp." , 147 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.571 , "CGRaBSJ2123-3046"
2802 , "BZQJ2123+0535 " , 320.9355 , 5.58947 , "58" , "-30.13" , "1.941 " , 17 , "QSO RLoud flat radio sp." , 794 , 460.4 , 0.35 , ". " , ". " , ". " , 0 , 0 , 0.648 , "PKS2121+053 "
2803 , "BZQJ2125+0441 " , 321.37192 , 4.69319 , "57.45" , "-31" , "1.394 " , 20.6 , "QSO RLoud flat radio sp." , 267 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.824 , "GB6J2125+0441 "
2804 , "BZQJ2126-4605 " , 321.62792 , -46.09664 , "353.58" , "-45.65" , "1.67 " , 17.6 , "QSO RLoud flat radio sp." , 1459 , 442.3 , 0 , ". " , ". " , "s " , 0 , 0 , 0.715 , "PKS 2123-463 "
2805 , "BZQJ2126-0119 " , 321.6365 , -1.32567 , "51.7" , "-34.6" , "2.196 " , 19.8 , "QSO RLoud flat radio sp." , 336 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.789 , "PKS2123-015 "
2806 , "BZQJ2128-0244 " , 322.09258 , -2.74244 , "50.53" , "-35.74" , "1.812 " , 19 , "QSO RLoud flat radio sp." , 121 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.641 , "CGRaBSJ2128-0244"
2807 , "BZQJ2129-1538 " , 322.30075 , -15.64472 , "35.93" , "-41.87" , "3.268 " , 16.5 , "QSO RLoud flat radio sp." , 590 , 0 , 1.54 , ". " , ". " , ". " , 0 , 0 , 0.551 , "1Jy2126-158 "
2808 , "BZBJ2129+0035 " , 322.41954 , 0.59108 , "54.16" , "-34.2" , "0.425 " , 18.5 , "BL Lac Candidate" , 9 , 0 , 0.48 , ". " , ". " , ". " , 0 , 0 , 0.308 , "1RXS J212941.2+0"
2809 , "BZQJ2130-4515 " , 322.71833 , -45.26222 , "354.64" , "-46.51" , "2.713 " , 18.9 , "QSO RLoud flat radio sp." , 73 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.593 , "Q 2127-4528 "
2810 , "BZUJ2130-0927 " , 322.5795 , -9.46039 , "43.47" , "-39.5" , "0.78? " , 0 , "Blazar Uncertain type" , 308 , 370.8 , 0.4 , "? " , ". " , ". " , 0 , 0 , -9.9 , "PKS 2127-096 "
2811 , "BZBJ2131-2746 " , 322.76371 , -27.78278 , "19.98" , "-45.87" , "0 " , 17.4 , "BL Lac" , 37 , 0 , 2.49 , ". " , ". " , ". " , 0 , 0 , 0.365 , "1RXS J213103.5-2"
2812 , "BZQJ2131-1207 " , 322.89692 , -12.118 , "40.53" , "-40.96" , "0.499 " , 15.3 , "QSO RLoud flat radio sp." , 1769 , 573.5 , 2.82 , ". " , ". " , ". " , 0 , 0 , 0.602 , "PKS2128-12 "
2813 , "BZBJ2131-0915 " , 322.89771 , -9.25631 , "43.89" , "-39.68" , "0.449 " , 17.5 , "BL Lac" , 42 , 0 , 7.3 , ". " , ". " , ". " , 5.19e-10 , 2.09 , 0.391 , "1RXS J213135.5-0"
2814 , "BZBJ2131-2515 " , 322.96458 , -25.26625 , "23.55" , "-45.49" , "0 " , 18.5 , "BL Lac" , 11 , 0 , 2.8 , ". " , ". " , ". " , 0 , 0 , 0.367 , "1RXS J213151.7-2"
2815 , "BZBJ2134-0153 " , 323.54296 , -1.88811 , "52.39" , "-36.51" , "1.283 " , 18.9 , "BL Lac" , 1690 , 1485.7 , 0.31 , ". " , ". " , ". " , 6.93e-10 , 2.32 , 0.775 , "4C-02.81 "
2816 , "BZQJ2135-5006 " , 323.83392 , -50.11447 , "347.52" , "-46.4" , "2.181 " , 0 , "QSO RLoud flat radio sp." , 329 , 0 , 0 , ". " , ". " , "s " , 8.74e-10 , 2.58 , -9.9 , "1FGL_J2135.8-495"
2817 , "BZBJ2136-4443 " , 324.07662 , -44.73025 , "355.24" , "-47.53" , "0 " , 19 , "BL Lac" , 6 , 0 , 1.24 , ". " , ". " , ". " , 0 , 0 , 0.378 , "MH 2133-449 "
2818 , "BZQJ2136+0041 " , 324.16079 , 0.69839 , "55.47" , "-35.58" , "1.941 " , 17 , "QSO RLoud flat radio sp." , 3473 , 988.5 , 0.98 , ". " , ". " , ". " , 0 , 0 , 0.779 , "PKS2134+004 "
2819 , "BZQJ2138-2439 " , 324.65492 , -24.66514 , "24.93" , "-46.83" , "0.819? " , 19.1 , "QSO RLoud flat radio sp." , 441 , 0 , 0 , "? " , ". " , ". " , 0 , 0 , 0.756 , "PKS 2135-248 "
2820 , "BZQJ2133+8239 " , 323.392 , 82.65169 , "116.9" , "22.22" , "2.35 " , 19.5 , "QSO RLoud flat radio sp." , 915 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.834 , "S52136+824 "
2821 , "BZBJ2138-2053 " , 324.71988 , -20.89625 , "30.2" , "-45.85" , "0.29 " , 17.4 , "BL Lac" , 10 , 0 , 6.16 , ". " , ". " , ". " , 4.05e-10 , 1.39 , 0.275 , "1RXS J213852.9-2"
2822 , "BZBJ2139-4235 " , 324.85067 , -42.589 , "358.31" , "-48.33" , "0 " , 15.7 , "BL Lac" , 75 , 0 , 0.73 , ". " , ". " , "s " , 4.72e-9 , 2.1 , 0.342 , "MH 2136-428 "
2823 , "BZQJ2139+1423 " , 324.75546 , 14.39333 , "68.53" , "-27.54" , "2.427 " , 18.2 , "QSO RLoud flat radio sp." , 1131 , 394.1 , 0.46 , ". " , ". " , ". " , 0 , 0 , 0.752 , "PKS2136+141 "
2824 , "BZQJ2139+0122 " , 324.92712 , 1.37422 , "56.69" , "-35.82" , "1.401 " , 19.1 , "QSO RLoud flat radio sp." , 162 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.673 , "FIRSTJ21397+0122"
2825 , "BZBJ2140-2339 " , 325.06317 , -23.66111 , "26.49" , "-46.94" , "0.313 " , 16.7 , "BL Lac" , 4 , 0 , 1.93 , ". " , ". " , ". " , 0 , 0 , 0.117 , "1RXS J214015.3-2"
2826 , "BZQJ2141-3729 " , 325.46854 , -37.48694 , "6" , "-49.08" , "0.423 " , 17.5 , "QSO RLoud flat radio sp." , 397 , 0 , 0.33 , ". " , ". " , ". " , 4.03e-10 , 2.39 , 0.623 , "PKS 2138-377 "
2827 , "BZBJ2143-3929 " , 325.76196 , -39.49019 , "2.92" , "-49.25" , "0 " , 18 , "BL Lac Candidate" , 143 , 0 , 0 , ". " , ". " , ". " , 5.2e-10 , 1.85 , 0.502 , "2FGLJ2143.2-3929"
2828 , "BZQJ2142-0437 " , 325.65375 , -4.62875 , "50.88" , "-39.76" , "0.344 " , 16.3 , "QSO RLoud flat radio sp." , 806 , 0 , 1.58 , ". " , ". " , ". " , 0 , 0 , 0.558 , "PKS 2140-048 "
2829 , "BZBJ2143-2845 " , 325.851 , -28.76592 , "19.28" , "-48.72" , "0.172 " , 15.4 , "BL Lac" , 61 , 0 , 0.43 , ". " , "g " , ". " , 0 , 0 , 0.259 , "1RXS J214323.4-2"
2830 , "BZQJ2146-7755 " , 326.62517 , -77.93183 , "313.56" , "-35.08" , "0.334 " , 19.2 , "QSO RLoud flat radio sp." , 269 , 388.1 , 1.09 , ". " , ". " , "s " , 0 , 0 , 0.737 , "PKS2141-781 "
2831 , "BZQJ2143+1743 " , 325.89808 , 17.73022 , "72.11" , "-26.09" , "0.213 " , 14.4 , "QSO RLoud flat radio sp." , 651 , 0 , 0.67 , ". " , ". " , ". " , 3.98e-9 , 2.58 , 0.425 , "S32141+17 "
2832 , "BZBJ2144-0028 " , 326.02612 , -0.48281 , "55.58" , "-37.79" , "0 " , 19.2 , "BL Lac" , 39 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.596 , "SDSSJ21441-0028 "
2833 , "BZQJ2147-7812 " , 326.77621 , -78.20589 , "313.27" , "-34.93" , "0.732 " , 18.6 , "QSO RLoud flat radio sp." , 289 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.676 , "PKS2141-784 "
2834 , "BZQJ2145-3357 " , 326.25471 , -33.95456 , "11.44" , "-49.63" , "1.36 " , 19.6 , "QSO RLoud flat radio sp." , 94 , 0 , 0 , ". " , ". " , ". " , 1.59e-9 , 2.25 , 0.682 , "2FGLJ2144.8-3356"
2835 , "BZQJ2147-7536 " , 326.80304 , -75.60367 , "315.8" , "-36.54" , "1.138 " , 16.9 , "QSO RLoud flat radio sp." , 1934 , 2117.1 , 0.63 , ". " , ". " , "s " , 3.03e-9 , 2.52 , 0.662 , "PKS 2142-75 "
