_id , 1whsp_name , other_name , BZcat_name , RA , Dec , WISE magnitudes , WISE mag2 , WISE mag3 , NVSS/FIRSTflux density , Redshift , Log(νpeak) , Log(peak flux) , γ-ray counterpart , Blazar type , Fermi γ-ray slope , TEV FOM, LII, BII
103 , "1WHSP J020106.16+003400" , "SHBLJ020106.3+00340 " , "5BZBJ0201+0034 " , 30.27567 , 0.56675 , 0 , 13.7 , 0 , 13.4 , 0.298 , 17 , -11.7 , " -- " , "Known blazar " , " -- " , 0.4 , "156.92" , "-57.64"
104 , "1WHSP J020110.91-434655" , " - " , " -- " , 30.2955 , -43.78203 , 0 , 14.5 , 0 , 45.3 , 0 , 15.8 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "267.28" , "-68.21"
105 , "1WHSP J020121.78-225925" , "1RXSJ020121.7-225931" , " -- " , 30.34075 , -22.99053 , 0 , 13.2 , 0 , 13.2 , 0 , "15.6?" , "-12.2?" , " -- " , "Candidate blazar" , " -- " , 0.13 , "202.12" , "-73.65"
106 , "1WHSP J020239.7-313338" , " - " , " -- " , 30.66542 , -31.56069 , 0 , 14.9 , 0 , 0 , 0 , 15.9 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "233.13" , "-73.89"
107 , "1WHSP J020252.21-022320" , "A0200-0237 " , " -- " , 30.71758 , -2.38908 , 0 , 13.3 , 0 , 68.1 , 0 , 16.3 , -12 , "3FGL J0203.1-0227 " , "Candidate blazar" , "2.3+/-0.17" , 0.2 , "160.62" , "-59.93"
108 , "1WHSP J020314.08-323512" , "1RXSJ020313.5-32351 " , " -- " , 30.80867 , -32.58672 , 0 , 14 , 0 , 12.6 , 0 , 15.5 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "236.59" , "-73.54"
109 , "1WHSP J020356.05-244454" , "1RXSJ020356.1-24444 " , " -- " , 30.98358 , -24.74853 , 0 , 14.6 , 0 , 11.3 , 0 , "15.6?" , "-12.6?" , " -- " , "Candidate blazar" , " -- " , 0.05 , "208.67" , "-73.55"
110 , "1WHSP J020412.91-333340" , "SHBLJ02042-3333 " , "5BZBJ0204-3333 " , 31.05383 , -33.56136 , 0 , 14.6 , 0 , 6.4 , 0.617 , 17.8 , -11.5 , " -- " , "Known blazar " , " -- " , 0.63 , "239.65" , "-73.07"
111 , "1WHSP J020430.09-213725" , " - " , " -- " , 31.12538 , -21.62364 , 0 , 14.5 , 0 , 8.5 , 0 , 15.2 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "198.57" , "-72.5"
112 , "1WHSP J020838.16+352312" , "SHBLJ020837.5+35231 " , "5BZBJ0208+3523 " , 32.159 , 35.38692 , 0 , 14.4 , 0 , 4.9 , 0.318 , 16.1 , -12.1 , "3FGL J0208.6+3522 " , "Known blazar " , "1.7+/-0.19" , 0.16 , "140.21" , "-24.88"
113 , "1WHSP J020921.6-522922" , "1RXSJ020922.2-522920" , "5BZBJ0209-5229 " , 32.34 , -52.48964 , 0 , 12.1 , 0 , 78.7 , " > 0.163" , 16.7 , -11.1 , "3FGL J0209.4-5229 " , "WISE extended" , "1.8+/-0.05" , 1.58 , "278.36" , "-60.77"
114 , "1WHSP J021205.74-255758" , "1RXSJ021206.0-255808" , " -- " , 33.02392 , -25.96619 , 0 , 13.8 , 0 , 8.9 , 0 , ">16" , ">-12" , " -- " , "Candidate blazar" , " -- " , 0.2 , "213.82" , "-71.95"
115 , "1WHSP J021216.87-022155" , " - " , " -- " , 33.07033 , -2.36547 , 0 , 13.7 , 0 , 25.3 , 0 , ">18" , ">-11.6" , " -- " , "Candidate blazar" , " -- " , 0.5 , "164.38" , "-58.58"
116 , "1WHSP J021252.8+224452" , "2FGLJ0213.1+2245 " , "5BZBJ0212+2244 " , 33.22004 , 22.74783 , 0 , 12 , 0 , 67.4 , 0.459 , 15.4 , -11.3 , "3FGL J0213.0+2245 " , "Known blazar " , "2.1+/-0.08" , 1 , "146.41" , "-36.39"
117 , "1WHSP J021409.82-473235" , " - " , " -- " , 33.54092 , -47.54311 , 0 , 13.8 , 0 , 0 , 0 , 15.6 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "270.03" , "-63.97"
118 , "1WHSP J021411.78-353733" , " - " , " -- " , 33.54912 , -35.62603 , 0 , 14.6 , 0 , 19.3 , 0 , 17 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "243.79" , "-70.46"
119 , "1WHSP J021515.23-161738" , "1RXSJ021515.4-161744" , " -- " , 33.8135 , -16.29394 , 0 , 13.3 , 0 , 47.9 , 0.283 , "16.8?" , "-12.3?" , " -- " , "New blazar" , " -- " , 0.1 , "188.07" , "-67.78"
120 , "1WHSP J021552.32-402343" , "1RXSJ021551.8-402342" , " -- " , 33.968 , -40.39542 , 0 , 13.5 , 0 , 40.1 , 0 , "17.2?" , "-12.2?" , " -- " , "New blazar" , " -- " , 0.13 , "255.59" , "-68.11"
121 , "1WHSP J021616.62-481626" , "PGC489220 " , " -- " , 34.06925 , -48.27389 , 0 , 13.2 , 0 , 39.6 , 0.168 , 17.3 , -12.1 , " -- " , "New blazar" , " -- " , 0.16 , "270.65" , "-63.2"
122 , "1WHSP J021632.08+231450" , "SHBLJ021632.3+23144 " , "5BZBJ0216+2314 " , 34.13367 , 23.24728 , 0 , 13.6 , 0 , 35.9 , 0.288 , 16 , -11.9 , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.25 , "147.13" , "-35.6"
123 , "1WHSP J021650.84-663642" , "1FGL_J0217.9-6630 " , "5BZBJ0216-6636 " , 34.21187 , -66.61181 , 0 , 12.4 , 0 , 103.6 , " > 0.33" , 15.4 , -11.6 , "3FGL J0217.0-6635 " , "Known blazar " , "2+/-0.09" , 0.5 , "290.36" , "-48.39"
124 , "1WHSP J021729.33-642306" , " - " , " -- " , 34.37225 , -64.38522 , 0 , 15.4 , 0 , 17.4 , 0 , 15.8 , -12.8 , " -- " , "Candidate blazar" , " -- " , 0.03 , "288.56" , "-50.28"
125 , "1WHSP J021905.48-172512" , "1RXSJ021905.8-172503" , "5BZBJ0219-1725 " , 34.77287 , -17.42025 , 0 , 13.1 , 0 , 62.6 , 0.128 , 16.1 , -11.6 , "2FGL J0219.1-1725 " , "Known blazar " , "1.9+/-0.21" , 0.5 , "191.85" , "-67.57"
126 , "1WHSP J022006.36-391835" , "1RXSJ022005.5-39184 " , " -- " , 35.02654 , -39.30975 , 0 , 15 , 0 , 3.8 , 0 , 15.5 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "252" , "-67.92"
127 , "1WHSP J022048.45-084250" , "SDSSJ02208-0842 " , "5BZBJ0220-0842 " , 35.20188 , -8.71397 , 0 , 13.2 , 0 , 66.2 , " > 0.43" , 15.7 , -11.9 , " -- " , "Known blazar " , " -- " , 0.25 , "176.03" , "-61.98"
128 , "1WHSP J022314.23-111738" , "2FGLJ0223.0-1118 " , "5BZBJ0223-1117 " , 35.80933 , -11.29397 , 0 , 13.3 , 0 , 14.2 , " > 0.2" , 15.6 , -12 , "3FGL J0222.9-1117 " , "Known blazar " , "1.8+/-0.16" , 0.2 , "181.08" , "-63.25"
129 , "1WHSP J022638.87-444122" , "1RXSJ022639.0-444117" , "5BZBJ0226-4441 " , 36.66196 , -44.68958 , 0 , 13.8 , 0 , 11.6 , 0 , 16.5 , -11.5 , "3FGL J0226.5-4442 " , "Known blazar " , "2+/-0.12" , 0.63 , "261.86" , "-64.11"
130 , "1WHSP J022657.25+082730" , "1RXSJ022657.2+08273 " , " -- " , 36.73858 , 8.45844 , 0 , 14.3 , 0 , 33.7 , 0 , 15.9 , -11.9 , " -- " , "Candidate blazar" , " -- " , 0.25 , "159.31" , "-47.55"
131 , "1WHSP J022716.56+020200" , "SHBLJ022716.6+02015 " , "5BZBJ0227+0202 " , 36.819 , 2.03336 , 0 , 13.6 , 0 , 37 , 0.45 , 17.7 , -11.3 , "3FGL J0227.2+0201 " , "Known blazar " , "2+/-0.1" , 1 , "165.1" , "-52.81"
132 , "1WHSP J022855.81-292716" , " - " , " -- " , 37.23258 , -29.45461 , 0 , 14.7 , 0 , 5.8 , 0 , 15 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "224.86" , "-68.46"
133 , "1WHSP J023224.31+201413" , " - " , " -- " , 38.10133 , 20.23703 , 0 , 14.5 , 0 , 25.5 , 0 , 15.4 , -12.7 , "-- " , "Candidate blazar" , " -- " , 0.04 , "152.86" , "-36.7"
134 , "1WHSP J023248.59+201717" , "1RXSJ023248.3+201722" , "5BZGJ0232+2017 " , 38.2025 , 20.28814 , 0 , 12.4 , 0 , 83.5 , 0.139 , 18.4 , -10.9 , "3FGL J0232.8+2016 " , "Known blazar " , "2+/-0.15" , 2.51 , "152.94" , "-36.61"
135 , "1WHSP J023444.8-583115" , " - " , " -- " , 38.68667 , -58.52086 , 0 , 14.5 , 0 , 0 , 0 , 17 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "280.26" , "-53.83"
136 , "1WHSP J023536.67-293843" , "SHBLJ023536.7-29384 " , "5BZBJ0235-2938 " , 38.90283 , -29.64528 , 0 , 14.5 , 0 , 5.5 , " > 0.66" , 16.1 , -12.4 , " -- " , "Known blazar " , " -- " , 0.08 , "225.36" , "-67"
137 , "1WHSP J023734.03-360328" , "BZBJ0237-3603 " , "5BZBJ0237-3603 " , 39.39183 , -36.05789 , 0 , 12.7 , 0 , 21.5 , " > 0.411" , 15.9 , -11.3 , "3FGL J0237.5-3603 " , "Known blazar " , "1.9+/-0.11" , 1 , "241.17" , "-65.8"
138 , "1WHSP J023800.62-390504" , "2FGLJ0238.2-3905 " , " -- " , 39.50262 , -39.08464 , 0 , 12.9 , 0 , 65.3 , 0 , 15.4 , -12.1 , "3FGL J0238.3-3904 " , "Candidate blazar" , "1.9+/-0.15" , 0.16 , "248.04" , "-64.82"
139 , "1WHSP J023832.46-311657" , "RXSJ02385-3116 " , "5BZBJ0238-3116 " , 39.63529 , -31.28275 , 0 , 11.9 , 0 , 81.6 , 0.233 , 16.5 , -10.9 , "3FGL J0238.4-3117 " , "Known blazar " , "1.8+/-0.08" , 2.51 , "229.45" , "-66.33"
140 , "1WHSP J024115.48-304140" , "1RXSJ024115.2-304139" , " -- " , 40.31454 , -30.69447 , 0 , 13.8 , 0 , 14.3 , 0 , 16.4 , -11.9 , " -- " , "New blazar" , " -- " , 0.25 , "227.94" , "-65.77"
141 , "1WHSP J024151.36-160333" , "1RXSJ024151.6-16033 " , " -- " , 40.46404 , -16.05925 , 0 , 14.1 , 0 , 22.7 , 0 , 15.8 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "195.22" , "-62.14"
142 , "1WHSP J024302.92+004627" , "FIRSTJ02430+0046 " , "5BZBJ0243+0046 " , 40.76217 , 0.77422 , 0 , 14.2 , 0 , 30.4 , 0.4 , 16.3 , -12.5 , " -- " , "Known blazar " , " -- " , 0.06 , "171.36" , "-51.29"
143 , "1WHSP J024440.26-581954" , "1RXSJ024439.8-581953" , "5BZBJ0244-5819 " , 41.16779 , -58.33181 , 0 , 12.6 , 0 , 92.6 , 0.26 , 16.8 , -11.4 , "3FGL J0244.8-5818 " , "Known blazar " , "1.7+/-0.14" , 0.79 , "278.44" , "-53.08"
144 , "1WHSP J024803.37-033144" , "DENISGJ0248032-0331 " , " -- " , 42.01408 , -3.52914 , 0 , 12.9 , 0 , 41.5 , 0.18 , 16.5 , -11.7 , " -- " , "New blazar" , " -- " , 0.4 , "177.75" , "-53.5"
145 , "1WHSP J025018.96-212939" , "BZBJ0250-2129 " , "5BZBJ0250-2129 " , 42.579 , -21.49436 , 0 , 15 , 0 , 3.8 , 0.498 , 17 , -12.1 , " -- " , "Known blazar " , " -- " , 0.16 , "207.68" , "-62.41"
146 , "1WHSP J025037.95+171208" , "RXSJ02506+1712 " , "5BZUJ0250+1712 " , 42.65813 , 17.20247 , 0 , 12.5 , 0 , 63.7 , 0 , 16 , -11.5 , "3FGL J0250.6+1713 " , "Known blazar " , "2+/-0.19" , 0.63 , "159.44" , "-37.08"
147 , "1WHSP J025056.83-324313" , " - " , " -- " , 42.73683 , -32.72042 , 0 , 13.2 , 0 , 11.2 , 0 , 15.4 , -11.9 , " -- " , "Candidate blazar" , " -- " , 0.25 , "232.43" , "-63.61"
148 , "1WHSP J025307.67-332822" , " - " , " -- " , 43.28196 , -33.47292 , 0 , 14.4 , 0 , 0 , 0 , "15.5?" , "-12.7?" , " -- " , "Candidate blazar" , " -- " , 0.04 , "234.01" , "-63.09"
149 , "1WHSP J025347.16-103135" , "1RXSJ025347.9-10313 " , " -- " , 43.4465 , -10.5265 , 0 , 14.5 , 0 , 12.8 , 0 , 17 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "188.87" , "-56.78"
150 , "1WHSP J025426.37+160202" , "1RXSJ025426.5+16015 " , " -- " , 43.60988 , 16.03394 , 0 , 14.2 , 0 , 5.4 , 0 , 15.3 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "161.22" , "-37.53"
151 , "1WHSP J025434.32-454326" , " - " , " -- " , 43.64304 , -45.72392 , 0 , 14.1 , 0 , 16.8 , 0 , 15 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "258.44" , "-59.35"
152 , "1WHSP J025448.17-125801" , " - " , " -- " , 43.70071 , -12.96703 , 0 , 13 , 0 , 7.7 , 0 , 15.4 , -11.9 , " -- " , "Candidate blazar" , " -- " , 0.25 , "192.93" , "-57.89"
153 , "1WHSP J025707.86+335730" , "GB6B0254+3345 " , " -- " , 44.28279 , 33.95839 , 0 , 15.2 , 0 , 33 , 0 , 15.8 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "150.74" , "-22.04"
154 , "1WHSP J030036.93-361743" , " - " , " -- " , 45.15388 , -36.29547 , 0 , 14.2 , 0 , 12.2 , 0 , ">15" , ">-12.5" , " -- " , "Candidate blazar" , " -- " , 0.06 , "239.58" , "-61.2"
155 , "1WHSP J030103.73+344101" , "1RXSJ030103.8+34410 " , "5BZBJ0301+3441 " , 45.26558 , 34.68367 , 0 , 13.4 , 0 , 11.5 , 0.24 , 15.7 , -12 , " -- " , "Known blazar " , " -- " , 0.2 , "151.09" , "-21.01"
156 , "1WHSP J030246.32-192425" , " - " , " -- " , 45.69304 , -19.407 , 0 , 13 , 0 , 3 , 0 , 15.5 , -11.5 , " -- " , "Candidate blazar" , " -- " , 0.63 , "205.61" , "-58.97"
157 , "1WHSP J030326.39-240711" , "PKS0301-243 " , "5BZBJ0303-2407 " , 45.86 , -24.11978 , 0 , 10.3 , 0 , 701.1 , 0.266 , 15.7 , -10.7 , "3FGL J0303.4-2407 " , "In TeVCAT but not 1WHSP" , "1.9+/-0.02" , 3.98 , "214.61" , "-60.18"
158 , "1WHSP J030330.17+055430" , "SHBLJ030330.0+05542 " , "5BZGJ0303+0554 " , 45.87575 , 5.90842 , 0 , 13 , 0 , 29.7 , 0.196 , 15.8 , -11.7 , " -- " , "Known blazar " , " -- " , 0.4 , "171.88" , "-44.06"
159 , "1WHSP J030416.32-283218" , "SHBLJ030416.4-28321 " , "5BZBJ0304-2832 " , 46.06804 , -28.53836 , 0 , 14.4 , 0 , 8.3 , " > 0.7" , 17.7 , -11.6 , "3FGL J0304.3-2836 " , "Sedentary but not 1WHSP" , "1.6+/-0.23" , 0.5 , "223.52" , "-60.7"
160 , "1WHSP J030433.94-005404" , "SDSSJ03045-0054 " , "5BZBJ0304-0054 " , 46.14142 , -0.90119 , 0 , 13.3 , 0 , 29.4 , 0.511 , 15.4 , -11.9 , " -- " , "Known blazar " , " -- " , 0.25 , "179.14" , "-48.69"
161 , "1WHSP J030718.64-205158" , " - " , " -- " , 46.82767 , -20.86619 , 0 , 13.9 , 0 , 7.5 , 0 , "16.2?" , "-12.6?" , " -- " , "Candidate blazar" , " -- " , 0.05 , "208.94" , "-58.45"
162 , "1WHSP J030926.04-395927" , "1RXSJ030926.2-395927" , " -- " , 47.35854 , -39.99106 , 0 , 13.5 , 0 , 17.5 , 0 , 16.1 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "246.13" , "-58.76"
163 , "1WHSP J031034.69-501631" , "2FGLJ0310.2-5013 " , " -- " , 47.64458 , -50.27528 , 0 , 13.1 , 0 , 12.6 , 0 , 15.9 , -11.8 , "3FGL J0310.4-5015 " , "Candidate blazar" , "1.8+/-0.14" , 0.32 , "263.61" , "-54.88"
164 , "1WHSP J031103.25-440227" , " - " , " -- " , 47.76358 , -44.04111 , 0 , 14.2 , 0 , 19.6 , 0 , ">16" , ">-11.6" , " -- " , "Candidate blazar" , " -- " , 0.5 , "253.31" , "-57.32"
165 , "1WHSP J031205.36+312115" , "1RXSJ031205.2+31212 " , " -- " , 48.02237 , 31.35444 , 0 , 14.2 , 0 , 4.7 , 0 , 15.5 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "155.11" , "-22.59"
166 , "1WHSP J031421.93-095453" , " - " , " -- " , 48.59138 , -9.91475 , 0 , 13.7 , 0 , 62.9 , 0 , "17.6?" , "-12.1?" , " -- " , "Candidate blazar" , " -- " , 0.16 , "192.75" , "-52.21"
167 , "1WHSP J031423.9+061956" , "RXSJ03143+0620 " , "5BZBJ0314+0619 " , 48.59962 , 6.33239 , 0 , 12.8 , 0 , 29.4 , "0.62?" , 16.3 , -11.3 , " -- " , "Known blazar " , " -- " , 1 , "174.17" , "-41.89"
168 , "1WHSP J031614.31-643731" , " - " , "5BZBJ0316-6437 " , 49.05963 , -64.62539 , 0 , 13.1 , 0 , 17.8 , 0 , 16.2 , -11.6 , "3FGL J0316.2-6436 " , "Known blazar " , "2.1+/-0.1" , 0.5 , "281.54" , "-46.04"
169 , "1WHSP J031614.93-260757" , "1RXSJ031615.0-260748" , "5BZBJ0316-2607 " , 49.06221 , -26.13256 , 0 , 12.4 , 0 , 21.7 , 0.443 , 16 , -11.3 , "3FGL J0316.1-2611 " , "Known blazar " , "1.9+/-0.09" , 1 , "219.56" , "-57.74"
170 , "1WHSP J031615.17-224723" , "PGC808855 " , " -- " , 49.06321 , -22.79 , 0 , 13.9 , 0 , 6.3 , 0 , "16.9?" , "-12.5?" , " -- " , "Candidate blazar" , " -- " , 0.06 , "213.51" , "-57.01"
171 , "1WHSP J031633.74-221612" , "SHBLJ03165-2216 " , "5BZBJ0316-2216 " , 49.14062 , -22.27022 , 0 , 14 , 0 , 4.4 , 0.228 , 16.7 , -12.1 , " -- " , "Known blazar " , " -- " , 0.16 , "212.62" , "-56.8"
172 , "1WHSP J031746.6+201106" , " - " , " -- " , 49.44417 , 20.18525 , 0 , 13.8 , 0 , 25.8 , 0 , 15.6 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "163.61" , "-30.89"
173 , "1WHSP J031951.79+184534" , "SHBLJ031951.9+18453 " , "5BZGJ0319+1845 " , 49.96583 , 18.75961 , 0 , 12.8 , 0 , 22.9 , 0.19 , 17.3 , -11.3 , "3FGL J0319.8+1847 " , "Known blazar " , "1.6+/-0.1" , 1 , "165.1" , "-31.7"
174 , "1WHSP J032038.03+112452" , "1RXSJ032037.9+11250 " , " -- " , 50.15846 , 11.41453 , 0 , 14.1 , 0 , 12.1 , 0 , 16.1 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "171.09" , "-37.14"
175 , "1WHSP J032102.21-040851" , "1RXSJ032101.9-040846" , " -- " , 50.25921 , -4.14772 , 0 , 14.3 , 0 , 12.7 , 0 , 15.4 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "186.81" , "-47.58"
176 , "1WHSP J032159.95+233611" , "GB6J0321+2336 " , "5BZBJ0321+2336 " , 50.49983 , 23.60311 , 0 , 11.9 , 0 , 76.7 , 0 , 15.7 , -11.2 , "3FGL J0322.0+2335 " , "Known blazar " , "1.9+/-0.08" , 1.26 , "162.08" , "-27.6"
177 , "1WHSP J032214.16-630740" , " - " , " -- " , 50.55904 , -63.12778 , 0 , 12.7 , 0 , 15.7 , 0 , 15.4 , -11.7 , " -- " , "Candidate blazar" , " -- " , 0.4 , "279.26" , "-46.48"
178 , "1WHSP J032228.31-504539" , "1RXSJ032227.9-504537" , " -- " , 50.61796 , -50.76108 , 0 , 15.1 , 0 , 16 , 0 , 15.7 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "262.9" , "-52.97"
179 , "1WHSP J032343.61-011146" , "SDSSJ03237-0111 " , "5BZBJ0323-0111 " , 50.93171 , -1.19614 , 0 , 12.6 , 0 , 30.3 , 0 , 15.1 , -11.8 , "3FGL J0323.6-0109 " , "Known blazar " , "1.9+/-0.1" , 0.32 , "184.03" , "-45.24"
180 , "1WHSP J032350.75+071737" , "SHBLJ032350.5+07174 " , "5BZBJ0323+0717 " , 50.9615 , 7.29364 , 0 , 14.9 , 0 , 4.5 , 0.31 , ">17.4" , ">-11.9" , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.25 , "175.47" , "-39.56"
181 , "1WHSP J032523.52-563544" , "PGC398865 " , " -- " , 51.34804 , -56.59572 , 0 , 11.9 , 0 , 73.3 , 0.6 , 16.2 , -11.5 , "3FGL J0325.2-5634 " , "New blazar" , "2.2+/-0.11" , 0.63 , "270.84" , "-49.84"
182 , "1WHSP J032541.09-164616" , "SHBLJ032540.8-16460 " , "5BZBJ0325-1646 " , 51.42121 , -16.77133 , 0 , 12.4 , 0 , 27.6 , 0.291 , 15.6 , -11.2 , "3FGL J0325.6-1648 " , "Known blazar " , "1.8+/-0.07" , 1.26 , "204.86" , "-52.93"
183 , "1WHSP J032613.93+022514" , "SHBLJ032613.6+02252 " , "5BZBJ0326+0225 " , 51.55808 , 2.42075 , 0 , 12.4 , 0 , 68.3 , 0.147 , 15.9 , -11.3 , "3FGL J0326.2+0225 " , "Known blazar " , "2+/-0.09" , 1 , "180.74" , "-42.44"
184 , "1WHSP J032647.34-340447" , " - " , " -- " , 51.69729 , -34.07994 , 0 , 14.5 , 0 , 8 , 0 , 15.9 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "234.42" , "-56.07"
185 , "1WHSP J032852.68-571605" , " - " , " -- " , 52.21954 , -57.26819 , 0 , 14.4 , 0 , 0 , 0 , 16.3 , -11.9 , " -- " , "New blazar" , " -- " , 0.25 , "271.36" , "-49.09"
186 , "1WHSP J033612.84-213128" , " - " , " -- " , 54.05354 , -21.52467 , 0 , 14.2 , 0 , 36 , 0 , ">15" , ">-12.3" , " -- " , "Candidate blazar" , " -- " , 0.1 , "213.61" , "-52.22"
187 , "1WHSP J033829.27+130215" , " - " , " -- " , 54.62196 , 13.03764 , 0 , 13.1 , 0 , 15.7 , 0 , 16.2 , -11.8 , "3FGL J0338.5+1303 " , "New blazar" , "1.7+/-0.1" , 0.32 , "173.57" , "-32.95"
188 , "1WHSP J033832.02-570448" , "1RXSJ033832.0-570449" , " -- " , 54.63342 , -57.08022 , 0 , 14.4 , 0 , 15.4 , 0 , ">17" , ">-11.7" , " -- " , "Candidate blazar" , " -- " , 0.4 , "270.15" , "-48.04"
189 , "1WHSP J034254.17-370737" , "PGC628021 " , " -- " , 55.72575 , -37.12706 , 0 , 13.2 , 0 , 35.9 , 0.2 , "17.6?" , "-11.7?" , " -- " , "New blazar" , " -- " , 0.4 , "239.45" , "-52.69"
190 , "1WHSP J034323.5-761448" , " - " , " -- " , 55.84792 , -76.24672 , 0 , 13.7 , 0 , 19.7 , 0 , ">15" , ">-12.2" , " -- " , "Candidate blazar" , " -- " , 0.13 , "291.26" , "-36.71"
191 , "1WHSP J034427.34-523557" , "1RXSJ034427.6-52354 " , " -- " , 56.11392 , -52.59936 , 0 , 14.8 , 0 , 22.2 , 0 , 15.6 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "263.45" , "-49.11"
192 , "1WHSP J034923.17-115927" , "SHBLJ034922.8-11592 " , "5BZBJ0349-1159 " , 57.34658 , -11.99089 , 0 , 13.7 , 0 , 24.9 , 0.188 , 17.8 , -10.9 , "3FGL J0349.2-1158 " , "Known blazar " , "1.7+/-0.16" , 2.51 , "201.92" , "-45.71"
193 , "1WHSP J035257.47-683117" , "PKSB0352-686 " , " -- " , 58.23946 , -68.52142 , 0 , 11.9 , 0 , 409.4 , 0.087 , 18.2 , -11 , "3FGL J0353.0-6831 " , "Known blazar " , "1.6+/-0.18" , 2 , "282.79" , "-40.79"
194 , "1WHSP J035305.03-362308" , "1WGAJ0353.0-3623 " , "5BZBJ0353-3623 " , 58.27096 , -36.38567 , 0 , 13.5 , 0 , 11.9 , 0 , 17.1 , -11.7 , "3FGL J0353.0-3622 " , "Known blazar " , "1.6+/-0.18" , 0.4 , "238.16" , "-50.67"
195 , "1WHSP J035308.45+825631" , "1RXSJ035308.3+825633" , " -- " , 58.28525 , 82.94203 , 0 , 12.3 , 0 , 22.8 , "0.069?" , "16.3?" , "-11.9?" , " -- " , "New blazar" , " -- " , 0.25 , "128.35" , "22.07"
196 , "1WHSP J035532.74-485134" , "1RXSJ035532.3-48513 " , " -- " , 58.88642 , -48.85961 , 0 , 14.4 , 0 , 25.5 , 0 , 15.5 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "257.22" , "-48.59"
197 , "1WHSP J035807.26-545139" , " - " , " -- " , 59.53029 , -54.86089 , 0 , 14.1 , 0 , 30.3 , 0 , 15.1 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "265.53" , "-46.42"
198 , "1WHSP J035856.1-305447" , "RXSJ03589-3054 " , "5BZBJ0358-3054 " , 59.73375 , -30.91328 , 0 , 14.7 , 0 , 9.7 , "0.65?" , 17.5 , -11.8 , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.32 , "229.79" , "-49.14"
199 , "1WHSP J040128.72+815311" , "SHBLJ040129.1+81532 " , "5BZBJ0401+8153 " , 60.36967 , 81.88664 , 0 , 13.5 , 0 , 13.2 , 0.215 , "16.7?" , "-11.9?" , " -- " , "Known blazar " , " -- " , 0.25 , "129.35" , "21.5"
200 , "1WHSP J040352.3-571942" , "1RXSJ040352.3-57193 " , " -- " , 60.96792 , -57.32842 , 0 , 14.1 , 0 , 8.8 , 0 , 15.6 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "268.43" , "-44.81"
201 , "1WHSP J041112.36-394143" , "SHBLJ04112-3941 " , "5BZBJ0411-3941 " , 62.80154 , -39.6955 , 0 , 14.7 , 0 , 5.3 , " > 0.7" , 16.7 , -11.9 , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.25 , "243.12" , "-47.06"
202 , "1WHSP J041422.61-035017" , "1RXSJ041422.5-03501 " , " -- " , 63.59425 , -3.83831 , 0 , 14.5 , 0 , 33.3 , 0 , 15.3 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "196.46" , "-36.34"
203 , "1WHSP J041458.12-533943" , "1RXSJ041458.6-533947" , " -- " , 63.74217 , -53.66219 , 0 , 14 , 0 , 31.4 , 0 , 16.3 , -11.4 , "-- " , "Candidate blazar" , " -- " , 0.79 , "262.85" , "-44.44"
204 , "1WHSP J041645.27-552529" , " - " , " -- " , 64.18863 , -55.42486 , 0 , 14.5 , 0 , 39.3 , 0 , "15.7?" , "-12.9?" , " -- " , "Candidate blazar" , " -- " , 0.03 , "265.12" , "-43.72"
205 , "1WHSP J041652.48+010523" , "SHBLJ041652.6+01053 " , "5BZBJ0416+0105 " , 64.21867 , 1.08997 , 0 , 12 , 0 , 120.7 , 0.287 , 16.5 , -10.8 , "3FGL J0416.8+0104 " , "Known blazar " , "1.7+/-0.11" , 3.16 , "191.81" , "-33.16"
