_id , fermi3fgl_name , other_name , Class , RA, Dec, Significance , Flux 1-100 GeV, Flux 1-100 GeV Error , Spectral Index , Spectral Index Error , Beta , Spectral Type , Power Law Index , TeV Cat , Gamma Assoc. , Prev. Fermi Assoc. , Variability index
591 , 3FGL J0525.8-2014 , PMN J0525-2010 , bcu , 81.45083 , -20.24828 , 5.27 , 3.21e-10 , 7.08e-11 , 2.063 , 0.161 , -9.9 , PowerLaw , 2.063 , N , , , 51.165
592 , 3FGL J0525.3-4558 , PKS 0524-460 , fsrq , 81.33125 , -45.96958 , 5.489 , 3.18e-10 , 6.90e-11 , 2.202 , 0.162 , -9.9 , PowerLaw , 2.202 , N , , , 47.098
593 , 3FGL J0524.5-6937 , , , 81.1275 , -69.62939 , 5.655 , 2.5e-10 , 8.73e-11 , 1.633 , 0.194 , -9.9 , PowerLaw , 1.633 , N , , , 36.421
594 , 3FGL J0526.2-4829 , PKS 0524-485 , fsrq , 81.57042 , -48.49858 , 18.303 , 1.42e-9 , 1.20e-10 , 2.288 , 0.064 , -9.9 , PowerLaw , 2.288 , N , , 1FGL J0526.3-4829 , 205.769
595 , 3FGL J0525.6-6013 , SUMSS J052542-601341 , bcu , 81.415 , -60.2325 , 13.131 , 5.86e-10 , 8.18e-11 , 1.726 , 0.104 , -9.9 , PowerLaw , 1.726 , N , , , 58.429
596 , 3FGL J0525.2-6614 , , , 81.32375 , -66.24358 , 5.662 , 4.43e-10 , 8.79e-11 , 2.108 , 0.158 , -9.9 , PowerLaw , 2.108 , N , , , 52.101
597 , 3FGL J0528.3+1815 , 1RXS J052829.6+181657 , bcu , 82.07792 , 18.26078 , 4.869 , 2.26e-10 , 8.72e-11 , 1.646 , 0.212 , -9.9 , PowerLaw , 1.646 , N , , , 35
598 , 3FGL J0529.2+3822 , , , 82.30917 , 38.36689 , 9.122 , 9.87e-10 , 1.49e-10 , 2.534 , 0.077 , -9.9 , PowerLaw , 2.534 , N , , , 60.072
599 , 3FGL J0529.1+0933 , GB6 J0529+0934 , bcu , 82.2875 , 9.557 , 8.153 , 7.57e-10 , 1.17e-10 , 2.317 , 0.115 , -9.9 , PowerLaw , 2.317 , N , , , 59.856
600 , 3FGL J0526.6-6825e , LMC , GAL , 81.65 , -68.41997 , 83.84 , 2.02e-8 , 4.19e-10 , 2.017 , 0.018 , 0.086 , LogParabo , 2.154 , N , , 1FGL J0538.9-6914 , 68.504
601 , 3FGL J0530.8+1330 , PKS 0528+134 , FSRQ , 82.71833 , 13.51478 , 35.905 , 3.69e-9 , 2.09e-10 , 2.246 , 0.055 , 0.188 , LogParabo , 2.509 , N , , 1FGL J0531.0+1331 , 509.326
602 , 3FGL J0529.2-5917 , 1RXS J052846.9-592000 , bll , 82.3 , -59.29939 , 5.612 , 2.76e-10 , 6.25e-11 , 2.375 , 0.223 , -9.9 , PowerLaw , 2.375 , N , , , 40.401
603 , 3FGL J0534.0+6759 , PSR J0533+6759 , PSR , 83.50333 , 67.99978 , 18.339 , 1.4e-9 , 1.16e-10 , 1.552 , 0.161 , -9.9 , PLExpCuto , 2.09 , N , , 1FGL J0533.9+6758 , 60.02
604 , 3FGL J0533.2+5944 , , , 83.31083 , 59.7415 , 5.862 , 3.84e-10 , 8.27e-11 , 2.637 , 0.108 , -9.9 , PowerLaw , 2.637 , N , , , 52.626
605 , 3FGL J0533.2+4822 , TXS 0529+483 , fsrq , 83.30625 , 48.37797 , 32.904 , 2.88e-9 , 1.59e-10 , 2.386 , 0.031 , -9.9 , PowerLaw , 2.386 , N , , 1FGL J0533.0+4825 , 270.514
606 , 3FGL J0532.7+0732 , OG 050 , FSRQ , 83.17667 , 7.54458 , 50.902 , 5.86e-9 , 2.29e-10 , 2.203 , 0.037 , 0.091 , LogParabo , 2.322 , N , , 1FGL J0532.9+0733 , 810.653
607 , 3FGL J0532.0-4827 , PMN J0531-4827 , BCU , 83 , -48.4585 , 73.833 , 8.36e-9 , 2.41e-10 , 2.031 , 0.026 , 0.069 , LogParabo , 2.104 , N , , , 2337.932
608 , 3FGL J0529.8-7242 , PKS 0530-727 , bcu , 82.45292 , -72.71558 , 8.737 , 4.96e-10 , 7.77e-11 , 2.475 , 0.105 , -9.9 , PowerLaw , 2.475 , N , , , 94.291
609 , 3FGL J0533.0-3939 , PKS 0531-397 , bcu , 83.25792 , -39.66439 , 6.844 , 3.77e-10 , 7.31e-11 , 2.488 , 0.132 , -9.9 , PowerLaw , 2.488 , N , , , 55.418
610 , 3FGL J0534.5+2201i , Crab , PWN , 83.63292 , 22.01989 , 16.359 , 2.71e-8 , 0.000 , 1.64 , 0 , -9.9 , PowerLaw , 1.64 , P , 1AGL J0535+2205 , , 269.874
611 , 3FGL J0534.5+2201s , Crab , PWN , 83.63292 , 22.01989 , -9.9 , 4.91e-12 , 4.66e-12 , 5.716 , 0.38 , -9.9 , PowerLaw , 5.716 , P , 1AGL J0535+2205 , , 0
612 , 3FGL J0534.5+2201 , PSR J0534+2200 , PSR , 83.63708 , 22.02408 , 30.67 , 1.57e-7 , 1.08e-9 , 2.045 , 0.011 , -9.9 , PLExpCuto , 2.226 , P , 1AGL J0535+2205 , 1FGL J0534.5+2200 , 621.931
613 , 3FGL J0533.8-3754 , , , 83.46333 , -37.90528 , 7.239 , 4.31e-10 , 7.65e-11 , 2.343 , 0.125 , -9.9 , PowerLaw , 2.343 , N , , , 57.446
614 , 3FGL J0535.7-0617c , , , 83.93458 , -6.2905 , 6.202 , 9.59e-10 , 1.73e-10 , 2.396 , 0.1 , -9.9 , PowerLaw , 2.396 , N , , , 41.184
615 , 3FGL J0535.6-2749 , PMN J0535-2751 , bcu , 83.92042 , -27.81669 , 4.29 , 2.47e-10 , 6.17e-11 , 2.415 , 0.182 , -9.9 , PowerLaw , 2.415 , N , , , 40.332
616 , 3FGL J0537.4+3604c , , , 84.35042 , 36.07469 , 4.531 , 6.97e-10 , 1.65e-10 , 2.271 , 0.13 , -9.9 , PowerLaw , 2.271 , N , , , 28.44
617 , 3FGL J0537.0+0957 , , , 84.26583 , 9.95028 , 11.482 , 7.36e-10 , 1.37e-10 , 2.382 , 0.154 , 0.442 , LogParabo , 2.681 , N , , , 182.355
618 , 3FGL J0536.4-3347 , , , 84.10042 , -33.78789 , 26.127 , 1.64e-9 , 1.17e-10 , 2.293 , 0.046 , -9.9 , PowerLaw , 2.293 , N , , 1FGL J0536.2-3348 , 200.791
619 , 3FGL J0535.3-6559 , , , 83.82792 , -65.99728 , 7.761 , 5.24e-10 , 8.73e-11 , 2.2 , 0.123 , -9.9 , PowerLaw , 2.2 , N , , , 45.532
620 , 3FGL J0538.9+1646 , , , 84.74833 , 16.77339 , 5.92 , 4.31e-10 , 1.06e-10 , 1.891 , 0.143 , -9.9 , PowerLaw , 1.891 , N , , , 45.337
621 , 3FGL J0540.4+5823 , GB6 J0540+5823 , bll , 85.12333 , 58.39047 , 14.074 , 9.09e-10 , 1.02e-10 , 2.004 , 0.086 , -9.9 , PowerLaw , 2.004 , N , , , 51.245
622 , 3FGL J0538.8-0341 , , , 84.70917 , -3.69569 , 4.598 , 4.78e-10 , 1.15e-10 , 2.564 , 0.125 , -9.9 , PowerLaw , 2.564 , N , , , 31.571
623 , 3FGL J0537.4-5717 , SUMSS J053748-571828 , bll , 84.36208 , -57.29289 , 8.429 , 4.4e-10 , 7.16e-11 , 2.055 , 0.142 , -9.9 , PowerLaw , 2.055 , N , , 1FGL J0537.7-5717 , 56.498
624 , 3FGL J0539.2-0536 , , , 84.80042 , -5.60128 , 7.348 , 5.88e-10 , 1.47e-10 , 2.518 , 0.249 , 1 , LogParabo , 2.547 , N , , 1FGL J0540.9-0547 , 30.493
625 , 3FGL J0538.4-3909 , NVSS J053810-390844 , bcu , 84.60917 , -39.16589 , 6.469 , 3.31e-10 , 7.11e-11 , 2.041 , 0.173 , -9.9 , PowerLaw , 2.041 , N , , 1FGL J0538.4-3910 , 52.742
626 , 3FGL J0539.8+1434 , TXS 0536+145 , fsrq , 84.95708 , 14.57089 , 7.552 , 7.99e-10 , 1.25e-10 , 2.321 , 0.09 , -9.9 , PowerLaw , 2.321 , N , , , 298.773
627 , 3FGL J0540.0+1208 , , , 85.00208 , 12.14819 , 5.346 , 4.39e-10 , 1.08e-10 , 2.107 , 0.184 , -9.9 , PowerLaw , 2.107 , N , , , 48.386
628 , 3FGL J0540.3+2756e , S147 , SNR , 85.1 , 27.94 , 20.932 , 7.05e-9 , 4.46e-10 , 2.194 , 0.034 , -9.9 , PowerLaw , 2.194 , N , , 1FGL J0538.6+2717 , 61.593
629 , 3FGL J0538.8-4405 , PKS 0537-441 , BLL , 84.70875 , -44.08589 , 219.161 , 3.3e-8 , 4.40e-10 , 1.932 , 0.012 , 0.063 , LogParabo , 2.041 , N , 1AGL J0538-4424 , 1FGL J0538.8-4404 , 2733.408
630 , 3FGL J0540.8+3503c , , , 85.21458 , 35.06428 , 4.49 , 6.68e-10 , 1.49e-10 , 2.521 , 0.125 , -9.9 , PowerLaw , 2.521 , N , , , 41.857
631 , 3FGL J0537.0-7113 , , , 84.25333 , -71.22069 , 5.106 , 3.67e-10 , 7.81e-11 , 2.446 , 0.134 , -9.9 , PowerLaw , 2.446 , N , , , 43.511
632 , 3FGL J0541.1+3553 , , , 85.27708 , 35.8975 , 10.94 , 2.14e-9 , 2.35e-10 , 2.538 , 0.133 , 0.382 , LogParabo , 2.4 , N , , 1FGL J0541.1+3542c , 35.168
633 , 3FGL J0540.0-2837 , PKS 0537-286 , fsrq , 85.01125 , -28.62678 , 18.093 , 7.91e-10 , 8.43e-11 , 2.779 , 0.056 , -9.9 , PowerLaw , 2.779 , N , , 1FGL J0539.1-2847 , 179.798
634 , 3FGL J0540.5-5416 , PKS 0539-543 , fsrq , 85.14833 , -54.26808 , 14.162 , 6.89e-10 , 8.79e-11 , 2.628 , 0.07 , -9.9 , PowerLaw , 2.628 , N , , , 252.612
635 , 3FGL J0542.5-0907c , PMN J0542-0913 , bcu , 85.6375 , -9.12139 , 7.395 , 8.51e-10 , 1.62e-10 , 2.567 , 0.093 , -9.9 , PowerLaw , 2.567 , N , , , 64.055
636 , 3FGL J0533.6-8323 , PKS 0541-834 , fsrq , 83.41042 , -83.38469 , 11.699 , 8.11e-10 , 9.92e-11 , 2.296 , 0.078 , -9.9 , PowerLaw , 2.296 , N , , 1FGL J0533.0-8324 , 144.791
637 , 3FGL J0545.6+6019 , , , 86.415 , 60.32189 , 15.394 , 1.27e-9 , 1.23e-10 , 1.794 , 0.132 , 0.303 , LogParabo , 2.013 , N , , 1FGL J0545.6+6022 , 35.953
638 , 3FGL J0544.7+2239 , , , 86.17542 , 22.65719 , 4.239 , 6.15e-10 , 1.42e-10 , 2.499 , 0.181 , -9.9 , PowerLaw , 2.499 , N , , , 37.45
639 , 3FGL J0539.9-7553 , , , 84.985 , -75.88369 , 8.131 , 4.97e-10 , 7.80e-11 , 2.325 , 0.108 , -9.9 , PowerLaw , 2.325 , N , , , 44.286
640 , 3FGL J0543.9-5531 , 1RXS J054357.3-553206 , bll , 85.9775 , -55.53178 , 25.301 , 1.61e-9 , 1.20e-10 , 1.767 , 0.054 , -9.9 , PowerLaw , 1.767 , N , , 1FGL J0543.8-5531 , 71.207
641 , 3FGL J0546.4+0031c , , , 86.62458 , 0.52739 , 4.977 , 5.78e-10 , 1.41e-10 , 2.569 , 0.122 , -9.9 , PowerLaw , 2.569 , N , , 1FGL J0547.0+0020c , 53.305
642 , 3FGL J0550.6-3217 , PKS 0548-322 , bll , 87.66208 , -32.28469 , 7.162 , 2.68e-10 , 6.79e-11 , 1.615 , 0.164 , -9.9 , PowerLaw , 1.615 , P , , , 48.439
643 , 3FGL J0550.3-4521 , , , 87.58708 , -45.35058 , 4.742 , 2.56e-10 , 6.74e-11 , 2.658 , 0.17 , -9.9 , PowerLaw , 2.658 , N , , , 48.108
644 , 3FGL J0554.1+3104 , LAT PSR J0554+3107 , PSR , 88.52958 , 31.06889 , 18.602 , 2.84e-9 , 2.11e-10 , 1.178 , 0.197 , -9.9 , PLExpCuto , 2.239 , N , , 1FGL J0553.9+3105 , 62.205
645 , 3FGL J0553.5-2036 , NVSS J055333-203417 , bcu , 88.3825 , -20.60058 , 9.562 , 6.52e-10 , 9.31e-11 , 1.985 , 0.094 , -9.9 , PowerLaw , 1.985 , N , , , 62.652
646 , 3FGL J0556.2+3933 , , , 89.0575 , 39.55019 , 8.042 , 3.06e-10 , 8.79e-11 , 3.093 , 0.133 , -9.9 , PowerLaw , 3.093 , N , , , 52.674
647 , 3FGL J0556.0-4353 , SUMSS J055618-435146 , bll , 89.01083 , -43.88778 , 7.594 , 4.61e-10 , 7.70e-11 , 2.202 , 0.124 , -9.9 , PowerLaw , 2.202 , N , , , 55.84
648 , 3FGL J0557.7-0720 , , , 89.44958 , -7.34028 , 4.744 , 3.81e-10 , 1.03e-10 , 2.148 , 0.175 , -9.9 , PowerLaw , 2.148 , N , , , 33.059
649 , 3FGL J0558.1-3838 , EXO 0556.4-3838 , bll , 89.53917 , -38.64519 , 11.684 , 6.78e-10 , 9.02e-11 , 1.96 , 0.103 , -9.9 , PowerLaw , 1.96 , N , , 1FGL J0557.6-3831 , 37.596
650 , 3FGL J0559.8+3042 , , , 89.96208 , 30.71528 , 5.908 , 3.5e-10 , 1.05e-10 , 1.711 , 0.173 , -9.9 , PowerLaw , 1.711 , N , , , 38.996
651 , 3FGL J0601.0+3837 , B2 0557+38 , bll , 90.26625 , 38.62469 , 7.17 , 4.78e-10 , 1.11e-10 , 1.89 , 0.154 , -9.9 , PowerLaw , 1.89 , N , , 1FGL J0600.9+3838 , 33.265
652 , 3FGL J0602.2+5314 , GB6 J0601+5315 , bcu , 90.56167 , 53.23489 , 8.836 , 5.5e-10 , 9.00e-11 , 2.033 , 0.134 , -9.9 , PowerLaw , 2.033 , N , , , 52.397
653 , 3FGL J0600.4-1934 , , , 90.11792 , -19.57328 , 6.213 , 3.63e-10 , 7.76e-11 , 2.556 , 0.126 , -9.9 , PowerLaw , 2.556 , N , , , 43.142
654 , 3FGL J0601.5+2309 , , , 90.38333 , 23.158 , 4.768 , 7.06e-10 , 1.50e-10 , 2.485 , 0.124 , -9.9 , PowerLaw , 2.485 , N , , , 45.796
655 , 3FGL J0600.9-3943 , PKS 0558-396 , fsrq , 90.23875 , -39.71728 , 4.919 , 2.88e-10 , 7.32e-11 , 2.811 , 0.125 , -9.9 , PowerLaw , 2.811 , N , , , 44.715
656 , 3FGL J0558.6-7459 , PKS 0600-749 , bll , 89.66875 , -74.99647 , 9.672 , 6.19e-10 , 8.79e-11 , 2.054 , 0.103 , -9.9 , PowerLaw , 2.054 , N , , 1FGL J0559.2-7500 , 49.742
657 , 3FGL J0603.3+2042 , , , 90.83958 , 20.7165 , 4.372 , 6.18e-10 , 0.000 , 1.5 , 0.499 , -9.9 , PowerLaw , 1.5 , N , , , 24.928
658 , 3FGL J0603.8+2155 , 4C +22.12 , bcu , 90.9625 , 21.92739 , 6.936 , 8.44e-10 , 1.64e-10 , 2.101 , 0.14 , -9.9 , PowerLaw , 2.101 , N , , , 109.609
659 , 3FGL J0602.8-4016 , SUMSS J060251-401845 , bcu , 90.71458 , -40.27239 , 15.32 , 1.05e-9 , 1.14e-10 , 1.923 , 0.083 , -9.9 , PowerLaw , 1.923 , N , , 1FGL J0603.0-4012 , 49.641
660 , 3FGL J0605.0+3756 , PSR J0605+3757 , PSR , 91.25292 , 37.935 , 11.412 , 1.36e-9 , 1.55e-10 , 0.737 , 0.403 , -9.9 , PLExpCuto , 2.156 , N , , 1FGL J0605.3+3800 , 39.877
661 , 3FGL J0601.2-7036 , PKS 0601-70 , fsrq , 90.31292 , -70.60858 , 39.566 , 3.05e-9 , 1.52e-10 , 2.152 , 0.047 , 0.144 , LogParabo , 2.319 , N , , 1FGL J0600.7-7037 , 596.588
662 , 3FGL J0605.0-0000 , , , 91.27125 , -0.00889 , 8.132 , 6.98e-10 , 1.20e-10 , 2.009 , 0.124 , -9.9 , PowerLaw , 2.009 , N , , 1FGL J0605.1+0005 , 51.875
663 , 3FGL J0604.1-4817 , 1ES 0602-482 , bll , 91.03083 , -48.29208 , 7.88 , 2e-10 , 5.95e-11 , 1.438 , 0.174 , -9.9 , PowerLaw , 1.438 , N , , 1FGL J0604.2-4817 , 43.646
664 , 3FGL J0605.9+2039c , , , 91.47667 , 20.65278 , 6.884 , 1.4e-9 , 2.13e-10 , 2.359 , 0.076 , -9.9 , PowerLaw , 2.359 , N , , , 50.569
665 , 3FGL J0604.7-4849 , 1RXS J060432.7-485007 , bcu , 91.18375 , -48.82439 , 5.057 , 2.79e-10 , 6.52e-11 , 2.399 , 0.193 , -9.9 , PowerLaw , 2.399 , N , , , 36.782
666 , 3FGL J0607.4+4739 , TXS 0603+476 , bll , 91.85958 , 47.65378 , 30.648 , 2.56e-9 , 1.43e-10 , 2.148 , 0.037 , -9.9 , PowerLaw , 2.148 , N , , 1FGL J0607.2+4739 , 59.699
667 , 3FGL J0608.6+5328 , , , 92.15958 , 53.48319 , 4.222 , 3.14e-10 , 7.84e-11 , 2.493 , 0.159 , -9.9 , PowerLaw , 2.493 , N , , , 36.97
668 , 3FGL J0606.4-4729 , ESO 254- G 017 , bcu , 91.605 , -47.492 , 6.369 , 3.64e-10 , 7.07e-11 , 2.327 , 0.17 , -9.9 , PowerLaw , 2.327 , N , , , 36.575
669 , 3FGL J0608.0-0835 , PKS 0605-08 , fsrq , 92.01125 , -8.58919 , 19.671 , 2.09e-9 , 1.64e-10 , 2.373 , 0.047 , -9.9 , PowerLaw , 2.373 , N , , 1FGL J0608.2-0837 , 211.286
670 , 3FGL J0608.1-1522 , PMN J0608-1520 , fsrq , 92.03083 , -15.3795 , 22.317 , 1.55e-9 , 1.47e-10 , 2.247 , 0.09 , 0.218 , LogParabo , 2.55 , N , , 1FGL J0608.0-1521 , 264.381
671 , 3FGL J0608.2-2306 , , , 92.06417 , -23.1095 , 4.483 , 2.86e-10 , 6.97e-11 , 2.2 , 0.161 , -9.9 , PowerLaw , 2.2 , N , , , 42.406
672 , 3FGL J0609.2+2051c , , , 92.31833 , 20.86289 , 4.961 , 9.77e-10 , 2.18e-10 , 2.273 , 0.111 , -9.9 , PowerLaw , 2.273 , N , , , 33.285
673 , 3FGL J0609.3+2131 , PSR J0609+2130 , psr , 92.34125 , 21.53078 , 9.756 , 2.09e-9 , 2.59e-10 , 2.66 , 0.182 , 0.544 , LogParabo , 2.375 , N , , , 39.478
674 , 3FGL J0542.2-8737 , SUMSS J054923-874001 , bcu , 85.56 , -87.6185 , 6.432 , 4.17e-10 , 8.24e-11 , 2.039 , 0.143 , -9.9 , PowerLaw , 2.039 , N , , , 50.015
675 , 3FGL J0609.4-0248 , NVSS J060915-024754 , bll , 92.35125 , -2.80608 , 12.251 , 9.67e-10 , 1.32e-10 , 1.898 , 0.097 , -9.9 , PowerLaw , 1.898 , N , , 1FGL J0609.3-0244 , 58.876
676 , 3FGL J0609.7-1841 , , , 92.42583 , -18.69328 , 8.552 , 6.08e-10 , 9.31e-11 , 2.298 , 0.098 , -9.9 , PowerLaw , 2.298 , N , , , 61.799
677 , 3FGL J0611.2+4323 , NVSS J061107+432404 , bcu , 92.81625 , 43.38689 , 8.09 , 5.14e-10 , 8.45e-11 , 2.168 , 0.137 , -9.9 , PowerLaw , 2.168 , N , , , 42.995
678 , 3FGL J0609.6-2851 , , , 92.4175 , -28.86278 , 4.78 , 2.16e-10 , 6.27e-11 , 2.639 , 0.178 , -9.9 , PowerLaw , 2.639 , N , , , 48.401
679 , 3FGL J0610.6+1728 , , spp , 92.6675 , 17.47208 , 10.006 , 1.53e-9 , 3.07e-10 , 2.835 , 0.272 , 0.802 , LogParabo , 2.456 , N , , , 53.201
680 , 3FGL J0610.2-2059 , PSR J0610-2100 , PSR , 92.55375 , -20.99078 , 13.402 , 9.2e-10 , 1.04e-10 , 2.336 , 0.071 , -9.9 , PowerLaw , 2.336 , N , , 1FGL J0610.7-2059 , 34.996
681 , 3FGL J0611.7+2759 , GB6 J0611+2803 , bcu , 92.93167 , 27.99769 , 5.335 , 5.95e-10 , 1.20e-10 , 2.277 , 0.131 , -9.9 , PowerLaw , 2.277 , N , , , 54.822
682 , 3FGL J0611.5+1957 , , , 92.89875 , 19.96019 , 6.925 , 1.22e-9 , 1.88e-10 , 2.382 , 0.085 , -9.9 , PowerLaw , 2.382 , N , , , 46.417
683 , 3FGL J0612.8+4122 , B3 0609+413 , bll , 93.2075 , 41.37119 , 45.813 , 4.6e-9 , 1.84e-10 , 2.025 , 0.026 , -9.9 , PowerLaw , 2.025 , N , , 1FGL J0612.7+4120 , 105.36
684 , 3FGL J0618.0+7819 , 1REX J061757+7816.1 , fsrq , 94.51917 , 78.32331 , 6.127 , 2.78e-10 , 5.67e-11 , 2.372 , 0.154 , -9.9 , PowerLaw , 2.372 , N , , , 52.995
685 , 3FGL J0611.1-6100 , PKS 0609-609 , fsrq , 92.79458 , -61.00639 , 10.514 , 4.13e-10 , 7.21e-11 , 2.705 , 0.101 , -9.9 , PowerLaw , 2.705 , N , , , 80.102
686 , 3FGL J0613.8-0201 , PSR J0613-0200 , PSR , 93.45042 , -2.0295 , 34.988 , 5.26e-9 , 2.48e-10 , 1.415 , 0.097 , -9.9 , PLExpCuto , 2.111 , N , , 1FGL J0613.7-0200 , 56.234
687 , 3FGL J0614.1-3329 , PSR J0614-3329 , PSR , 93.53667 , -33.49489 , 117.951 , 1.74e-8 , 3.58e-10 , 1.36 , 0.033 , -9.9 , PLExpCuto , 1.872 , N , , 1FGL J0614.1-3328 , 45.034
688 , 3FGL J0617.2+5701 , 87GB 061258.1+570222 , bll , 94.3 , 57.02508 , 19.407 , 1.22e-9 , 9.94e-11 , 2.041 , 0.058 , -9.9 , PowerLaw , 2.041 , N , , 1FGL J0616.9+5701 , 58.997
689 , 3FGL J0615.4-3116 , PKS 0613-312 , bll , 93.86125 , -31.2715 , 8.647 , 4.91e-10 , 7.81e-11 , 2.331 , 0.11 , -9.9 , PowerLaw , 2.331 , N , , , 57.822
690 , 3FGL J0617.2+2234e , IC 443 , SNR , 94.30958 , 22.58 , 133.265 , 6.33e-8 , 7.34e-10 , 2 , 0.009 , 0.134 , LogParabo , 1.977 , E , 1AGL J0617+2236 , 1FGL J0617.2+2233 , 50.608
691 , 3FGL J0617.6-1717 , CRATES J061733.67-171522 , bll , 94.40833 , -17.29778 , 13.389 , 9.99e-10 , 1.15e-10 , 1.936 , 0.084 , -9.9 , PowerLaw , 1.936 , N , , 1FGL J0617.7-1718 , 64.695
692 , 3FGL J0618.2-2429 , PMN J0618-2426 , bcu , 94.56625 , -24.49539 , 5.821 , 3.58e-10 , 7.56e-11 , 2.417 , 0.124 , -9.9 , PowerLaw , 2.417 , N , , , 32.289
693 , 3FGL J0619.4+2242 , , , 94.87417 , 22.70628 , 5.486 , 1.38e-9 , 3.21e-10 , 2.015 , 0.127 , -9.9 , PowerLaw , 2.015 , N , , , 51.686
694 , 3FGL J0618.9-1138 , TXS 0616-116 , bcu , 94.73917 , -11.64158 , 5.626 , 5.45e-10 , 1.15e-10 , 2.469 , 0.132 , -9.9 , PowerLaw , 2.469 , N , , , 25.359
695 , 3FGL J0620.4+2644 , RX J0620.6+2644 , bcu , 95.12083 , 26.7395 , 5.032 , 2.71e-10 , 8.96e-11 , 1.65 , 0.187 , -9.9 , PowerLaw , 1.65 , N , , , 31.931
696 , 3FGL J0621.0+2514 , PSR J0621+2514 , PSR , 95.2725 , 25.242 , 8.62 , 9.75e-10 , 1.34e-10 , 2.17 , 0.086 , -9.9 , PowerLaw , 2.17 , N , , 1FGL J0621.5+2508 , 43.668
697 , 3FGL J0622.2+3747 , LAT PSR J0622+3749 , PSR , 95.555 , 37.797 , 25.575 , 2.18e-9 , 1.61e-10 , 1.167 , 0.181 , -9.9 , PLExpCuto , 2.402 , N , , 1FGL J0622.2+3751 , 53.969
698 , 3FGL J0622.9+3326 , B2 0619+33 , BCU , 95.73458 , 33.43569 , 56.144 , 7.03e-9 , 2.42e-10 , 2.095 , 0.031 , 0.053 , LogParabo , 2.183 , N , , , 3202.138
699 , 3FGL J0623.3+3043 , GB6 J0623+3045 , bcu , 95.82708 , 30.72478 , 5.163 , 3.69e-10 , 9.57e-11 , 1.893 , 0.172 , -9.9 , PowerLaw , 1.893 , N , , , 44.472
700 , 3FGL J0622.4-2606 , PMN J0622-2605 , bll , 95.60875 , -26.115 , 16.317 , 1.14e-9 , 1.12e-10 , 1.939 , 0.071 , -9.9 , PowerLaw , 1.939 , N , , 1FGL J0622.3-2604 , 91.894
701 , 3FGL J0623.1-4143 , , , 95.77917 , -41.72558 , 4.114 , 2.52e-10 , 6.60e-11 , 2.29 , 0.186 , -9.9 , PowerLaw , 2.29 , N , , , 31.747
702 , 3FGL J0625.2+4440 , GB6 J0625+4440 , bll , 96.31792 , 44.68039 , 13.245 , 8.58e-10 , 9.48e-11 , 2.046 , 0.088 , -9.9 , PowerLaw , 2.046 , N , , 1FGL J0625.4+4440 , 52.789
703 , 3FGL J0626.8+1743 , , , 96.71125 , 17.73169 , 4.389 , 7.07e-10 , 1.66e-10 , 2.7 , 0.129 , -9.9 , PowerLaw , 2.7 , N , , , 49.086
704 , 3FGL J0630.3+6906 , GB6 J0629+6900 , bcu , 97.58917 , 69.11219 , 4.22 , 2.25e-10 , 5.76e-11 , 2.393 , 0.186 , -9.9 , PowerLaw , 2.393 , N , , , 28.437
705 , 3FGL J0626.0-5436 , PMN J0625-5438 , fsrq , 96.52042 , -54.60697 , 8.397 , 2.6e-10 , 7.16e-11 , 2.921 , 0.147 , -9.9 , PowerLaw , 2.921 , N , , 1FGL J0625.9-5430 , 68.158
706 , 3FGL J0626.6-4259 , 1RXS J062635.9-425810 , bcu , 96.66708 , -42.99778 , 7.399 , 3.44e-10 , 7.30e-11 , 1.74 , 0.145 , -9.9 , PowerLaw , 1.74 , N , , 1FGL J0626.6-4254 , 48.268
707 , 3FGL J0627.0-3529 , PKS 0625-35 , rdg , 96.7725 , -35.48928 , 20.122 , 1.43e-9 , 1.18e-10 , 1.868 , 0.06 , -9.9 , PowerLaw , 1.868 , N , , 1FGL J0627.3-3530 , 57.964
708 , 3FGL J0628.4+2429 , , , 97.12292 , 24.498 , 4.276 , 4.38e-10 , 1.10e-10 , 2.207 , 0.164 , -9.9 , PowerLaw , 2.207 , N , , , 42.023
709 , 3FGL J0627.9-1517 , NVSS J062753-152003 , bcu , 96.985 , -15.29778 , 4.484 , 2.68e-10 , 7.87e-11 , 2.723 , 0.18 , -9.9 , PowerLaw , 2.723 , N , , , 52.66
710 , 3FGL J0629.4-1959 , PKS 0627-199 , bll , 97.35792 , -19.98569 , 33.627 , 3.36e-9 , 1.74e-10 , 2.182 , 0.032 , -9.9 , PowerLaw , 2.182 , N , , 1FGL J0629.6-2000 , 339.198
711 , 3FGL J0630.2-0929c , , , 97.57083 , -9.49608 , 4.191 , 4.91e-10 , 1.25e-10 , 2.51 , 0.133 , -9.9 , PowerLaw , 2.51 , N , , , 43.023
712 , 3FGL J0631.2+2019 , TXS 0628+203 , bcu , 97.80292 , 20.32819 , 5.91 , 6.6e-10 , 1.23e-10 , 2.46 , 0.129 , -9.9 , PowerLaw , 2.46 , N , , , 61.114
713 , 3FGL J0629.0-6248 , PKS 0628-627 , bll , 97.27125 , -62.80589 , 9.165 , 5.42e-10 , 7.93e-11 , 2.229 , 0.108 , -9.9 , PowerLaw , 2.229 , N , , , 48.555
