_id , bat54_name , RA, Dec, LII, BII, Flux, Type , Redshift , Bzcat counterpart, other_name
311 , "PBC J0558.0-3821" , 89.52083 , -38.35575 , "244.55" , "-26.36" , "(30.8+/-2.9)x10-12" , "Sy1 " , 0.034 , " -- " , "H 0557-385 "
312 , "PBC J0602.5+6522" , 90.62833 , 65.38328 , "148.54" , "19.63" , "(1.6+/-1)x10-11" , "G " , 0.015 , " -- " , "MCG+11-08-008 "
313 , "PBC J0559.7-1930" , 89.94708 , -19.51331 , "225.28" , "-19.87" , "(6.6+/-4.4)x10-12" , " " , 0 , " -- " , "PBC J0559.7-19"
314 , "PBC J0600.7+0008" , 90.17792 , 0.13353 , "206.95" , "-11.21" , "(9.9+/-5.7)x10-12" , " " , 0 , " -- " , "PBC J0600.7+00"
315 , "PBC J0559.6-5028" , 89.95042 , -50.44475 , "257.95" , "-28.57" , "(12.3+/-6.8)x10-12" , "Sy1 " , 0.137 , " -- " , "1ES 0558-504 "
316 , "PBC J0600.8-2611" , 90.21375 , -26.19306 , "232.03" , "-22.1" , "(7.3+/-4.2)x10-12" , "X " , 0 , " -- " , "1RXS J060105.8"
317 , "PBC J0602.0+2828" , 90.55125 , 28.46808 , "182.24" , "2.89" , "(49.2+/-5.2)x10-12" , "Sy1 " , 0.033 , " -- " , "IRAS 05589+282"
318 , "PBC J0608.0+5749" , 92.01958 , 57.82169 , "156.14" , "17.26" , "(9.9+/-6.5)x10-12" , " " , 0 , " -- " , "PBC J0608.0+57"
319 , "PBC J0605.8-2754" , 91.47083 , -27.91533 , "234.19" , "-21.65" , "(9.6+/-5.6)x10-12" , "G " , 0 , " -- " , "1RXS J060548.1"
320 , "PBC J0609.4-6243" , 92.3625 , -62.71675 , "272.02" , "-28.66" , "(7.4+/-4.6)x10-12" , "X " , 0 , " -- " , "1RXS J061006.6"
321 , "PBC J0615.7+7100" , 93.89542 , 71.03814 , "143.29" , "22.71" , "(118.3+/-3.5)x10-12" , "Sy2 " , 0.013 , " -- " , "Mrk 3 "
322 , "PBC J0611.9-4644" , 92.98917 , -46.74872 , "254.3" , "-25.9" , "(4.1+/-8.4)x10-12" , " " , 0 , " -- " , "PBC J0611.9-46"
323 , "PBC J0617.1+0907" , 94.28167 , 9.12475 , "200.88" , "-3.37" , "(414.6+/-3.8)x10-12" , "LXB " , 0 , " -- " , "H 0614+091 "
324 , "PBC J0619.8-2324" , 94.96 , -23.41303 , "230.97" , "-17.07" , "(5+/-3.3)x10-12" , " " , 0 , " -- " , "PBC J0619.8-23"
325 , "PBC J0625.2+7336" , 96.29625 , 73.60531 , "140.82" , "24.12" , "(13.8+/-7.3)x10-12" , "CV* " , 0 , " -- " , "IGR J06253+733"
326 , "PBC J0620.8-2932" , 95.21958 , -29.54297 , "237.05" , "-19.14" , "(4.5+/-2.4)x10-12" , " " , 0 , " -- " , "PBC J0620.8-29"
327 , "PBC J0625.1+6450" , 96.28917 , 64.84961 , "149.95" , "21.68" , "(8+/-5.1)x10-12" , " " , 0 , " -- " , "PBC J0625.1+64"
328 , "PBC J0623.8-3212" , 95.95292 , -32.24444 , "239.96" , "-19.51" , "(2.4+/-1.3)x10-11" , "Sy2 " , 0.022 , " -- " , "ESO 426- G 002"
329 , "PBC J0623.7-6435" , 95.84125 , -64.59519 , "274.3" , "-27.3" , "(12.6+/-7.7)x10-12" , "BLA " , 0.129 , "BZQ (FSRQ)" , "RX J062308.0-6"
330 , "PBC J0606.0-8636" , 91.795 , -86.58708 , "299.14" , "-27.74" , "(2.2+/-1.3)x10-11" , "Sy2 " , 0.006 , " -- " , "ESO 5-4 "
331 , "PBC J0623.8-6059" , 95.97708 , -60.98867 , "270.29" , "-26.78" , "(2.3+/-1.1)x10-11" , "Sy2 " , 0.041 , " -- " , "ESO 121-IG 028"
332 , "PBC J0626.6+0728" , 96.66458 , 7.48275 , "203.44" , "-2.06" , "(1.7+/-1.1)x10-11" , " " , 0 , " -- " , "PBC J0626.6+07"
333 , "PBC J0626.5-3701" , 96.62958 , -37.02478 , "244.95" , "-20.6" , "(11.7+/-7.8)x10-12" , " " , 0 , " -- " , "PBC J0626.5-37"
334 , "PBC J0630.9+6340" , 97.61292 , 63.65028 , "151.37" , "21.87" , "(11.8+/-6.8)x10-12" , "Sy2 " , 0.041 , " -- " , "2MASX J0630256"
335 , "PBC J0632.6+6342" , 97.94583 , 63.65581 , "151.41" , "22.01" , "(13.1+/-7.5)x10-12" , "Sy1 " , 0.012 , " -- " , "UGC 3478 "
336 , "PBC J0629.2-2456" , 97.30542 , -24.94831 , "233.31" , "-15.7" , "(0.4+/-2.1)x10-11" , " " , 0 , " -- " , "PBC J0629.2-24"
337 , "PBC J0632.0-5403" , 98.03 , -54.02511 , "262.93" , "-24.4" , "(8+/-4.5)x10-12" , "BLA " , 0.193 , "BZQ (FSRQ)" , "1ES 0630-540 "
338 , "PBC J0634.9+2231" , 98.72917 , 22.52683 , "190.98" , "6.63" , "(8.1+/-4.7)x10-12" , "ClG " , 0.068 , " -- " , "CIZA J0635.0+2"
339 , "PBC J0636.6+3535" , 99.13542 , 35.60394 , "179.17" , "12.61" , "(13.5+/-7.4)x10-12" , "CV* " , 0 , " -- " , "1RXS J063631.9"
340 , "PBC J0636.4-2037" , 99.10125 , -20.62047 , "229.92" , "-12.43" , "(10.4+/-7.1)x10-12" , "Sy2 " , 0.055 , " -- " , "2MASX J0636322"
341 , "PBC J0635.0-7441" , 98.75958 , -74.68697 , "285.7" , "-27.17" , "(6.8+/-4.5)x10-12" , "X " , 0 , " -- " , "1RXS J063401.1"
342 , "PBC J0635.4-7514" , 99.08042 , -75.24478 , "286.34" , "-27.13" , "(10.4+/-6.1)x10-12" , "BLA " , 0.651 , "BZQ (FSRQ)" , "PKS 0637-752 "
343 , "PBC J0640.2-1408" , 100.06167 , -14.13869 , "224.36" , "-8.84" , "(10.6+/-7.8)x10-12" , " " , 0 , " -- " , "PBC J0640.2-14"
344 , "PBC J0641.3+3251" , 100.33167 , 32.82383 , "182.18" , "12.36" , "(3.1+/-1.8)x10-11" , "G " , 0.047 , " -- " , "2MASX J0641180"
345 , "PBC J0640.2-2554" , 100.06333 , -25.90819 , "235.25" , "-13.79" , "(32.3+/-4.1)x10-12" , "Sy1 " , 0.026 , " -- " , "ESO 490-IG026 "
346 , "PBC J0640.1-4740" , 100.04083 , -47.67328 , "256.63" , "-21.51" , "(8.9+/-5.8)x10-12" , " " , 0 , " -- " , "PBC J0640.1-47"
347 , "PBC J0640.5-4322" , 100.1525 , -43.34422 , "252.26" , "-20.1" , "(15.8+/-10)x10-12" , "Sy2 " , 0.061 , " -- " , "2MASX J0640379"
348 , "PBC J0652.1+7425" , 103.025 , 74.42775 , "140.32" , "26.1" , "(48.8+/-3.5)x10-12" , "Sy1 " , 0.019 , " -- " , "Mrk 6 "
349 , "PBC J0650.3-3805" , 102.58292 , -38.08764 , "247.74" , "-16.54" , "(7.3+/-4.4)x10-12" , "G " , 0.03 , " -- " , "6dFGS gJ065017"
350 , "PBC J0653.1-1227" , 103.2925 , -12.46119 , "224.24" , "-5.27" , "(7.5+/-4.4)x10-12" , " " , 0 , " -- " , "PBC J0653.1-12"
351 , "PBC J0654.5+0703" , 103.63083 , 7.05786 , "206.99" , "3.89" , "(9.7+/-7)x10-12" , "X " , 0 , " -- " , "RX J0654.5+070"
352 , "PBC J0655.8+3958" , 103.95167 , 40.00278 , "176.49" , "17.82" , "(25.6+/-5.6)x10-12" , "Sy1 " , 0.017 , " -- " , "UGC 03601 "
353 , "PBC J0655.5-2752" , 103.87958 , -27.86894 , "238.51" , "-11.49" , "(5+/-3.1)x10-12" , " " , 0 , " -- " , "PBC J0655.5-27"
354 , "PBC J0658.3-0712" , 104.5675 , -7.21772 , "220.13" , "-1.78" , "(92.9+/-2.5)x10-12" , "HXB " , 0 , " -- " , "2E 0655.8-0708"
355 , "PBC J0658.0-1746" , 104.5175 , -17.77303 , "229.55" , "-6.59" , "(7.6+/-4.3)x10-12" , "X " , 0 , " -- " , "1RXS J065806.3"
356 , "PBC J0656.6-6534" , 104.17 , -65.58169 , "276.03" , "-24.01" , "(4.1+/-2.5)x10-12" , "Sy1 " , 0.03 , " -- " , "FRL 265 "
357 , "PBC J0658.4-5553" , 104.56167 , -55.90628 , "265.97" , "-21.28" , "(0.3+/-3.7)x10-11" , "ClG " , 0.296 , " -- " , "RX J0658.4-555"
358 , "PBC J0704.7+2627" , 106.17833 , 26.46264 , "190.28" , "14.43" , "(9.8+/-6.5)x10-12" , " " , 0 , " -- " , "PBC J0704.7+26"
359 , "PBC J0707.4+6435" , 106.86667 , 64.59064 , "151.37" , "26.01" , "(10.8+/-6.9)x10-12" , "Sy1 " , 0.079 , " -- " , "2MASX J0707131"
360 , "PBC J0706.7+0327" , 106.68583 , 3.45069 , "211.59" , "4.97" , "(7.9+/-4.3)x10-12" , "X " , 0 , " -- " , "1RXS J070648.8"
361 , "PBC J0710.2+5909" , 107.66417 , 59.14875 , "157.39" , "25.44" , "(17.9+/-5.3)x10-12" , "BLA " , 0.125 , "BZB (BL Lac)" , "1H 0658+595 "
362 , "PBC J0708.8-4642" , 107.21292 , -46.71325 , "257.42" , "-16.6" , "(7.8+/-5)x10-12" , "G " , 0.047 , " -- " , "6dFGS gJ070843"
363 , "PBC J0709.2-3601" , 107.345 , -36.029 , "247.34" , "-12.24" , "(2.1+/-1.3)x10-11" , "G " , 0.111 , " -- " , "PKS 0707-35 "
364 , "PBC J0709.5-3538" , 107.3825 , -35.64264 , "246.99" , "-12.05" , "(7.5+/-4.6)x10-12" , " " , 0 , " -- " , "PBC J0709.5-35"
365 , "PBC J0712.1+1540" , 108.04208 , 15.67044 , "201.1" , "11.57" , "(9+/-5.5)x10-12" , "X " , 0.166 , " -- " , "1RXS J071215.9"
366 , "PBC J0713.6+3825" , 108.40125 , 38.41881 , "179.31" , "20.53" , "(5.6+/-3.4)x10-12" , "Sy1 " , 0.12 , " -- " , "FIRST J071340."
367 , "PBC J0714.0+3519" , 108.50875 , 35.33128 , "182.44" , "19.58" , "(11.2+/-7)x10-12" , "Sy2 " , 0.016 , " -- " , "MCG+06-16-028 "
368 , "PBC J0714.6-2521" , 108.66292 , -25.35464 , "238.11" , "-6.55" , "(9.4+/-5.5)x10-12" , " " , 0 , " -- " , "PBC J0714.6-25"
369 , "PBC J0717.9+4405" , 109.4975 , 44.10069 , "173.74" , "23.03" , "(25.6+/-5.3)x10-12" , "Sy1 " , 0.061 , " -- " , "RX J0718.0+440"
370 , "PBC J0717.8-2156" , 109.455 , -21.94353 , "235.4" , "-4.34" , "(6.4+/-3.8)x10-12" , " " , 0 , " -- " , "PBC J0717.8-21"
371 , "PBC J0726.6+3700" , 111.65917 , 37.00053 , "181.63" , "22.53" , "(11.3+/-6.4)x10-12" , "QSO " , 0.19 , " -- " , "1RXS J072635.3"
372 , "PBC J0726.5-3553" , 111.62042 , -35.89508 , "248.76" , "-9.07" , "(2.1+/-1.3)x10-11" , "Sy2 " , 0.03 , " -- " , "LEDA 96373 "
373 , "PBC J0727.3-2404" , 111.84542 , -24.11856 , "238.36" , "-3.41" , "(15.5+/-8.7)x10-12" , "Sy1 " , 0.123 , " -- " , "1RXS J072720.8"
374 , "PBC J0729.2+4008" , 112.30208 , 40.13961 , "178.52" , "23.92" , "(10.4+/-6.6)x10-12" , "Sy1 " , 0.074 , " -- " , "2MASX J0729087"
375 , "PBC J0728.9-2605" , 112.23083 , -26.09239 , "240.27" , "-4.04" , "(20.7+/-5.8)x10-12" , "HXB " , 0 , " -- " , "3A 0726-260 "
376 , "PBC J0730.4-1142" , 112.60583 , -11.71336 , "227.8" , "3.14" , "(9.7+/-5.8)x10-12" , "BLA " , 1.591 , "BZQ (FSRQ)" , "PG 0727-11 "
377 , "PBC J0731.5+0955" , 112.88417 , 9.93433 , "208.49" , "13.37" , "(24.7+/-9.2)x10-12" , "DQ* " , 0 , " -- " , "BG CMi "
378 , "PBC J0732.6-1331" , 113.15417 , -13.50436 , "229.63" , "2.76" , "(25.7+/-7.1)x10-12" , "CV* " , 0 , " -- " , "SWIFT J0732.5-"
379 , "PBC J0742.0+8024" , 115.51417 , 80.41161 , "133.62" , "28.82" , "(7.9+/-5.1)x10-12" , "Sy1 " , 0.118 , " -- " , "3C 184.1 "
380 , "PBC J0739.6-3143" , 114.92958 , -31.72631 , "246.36" , "-4.68" , "(23.2+/-8.5)x10-12" , "Sy2 " , 0.026 , " -- " , "SWIFT J0739.7-"
381 , "PBC J0743.0+6511" , 115.75083 , 65.18469 , "151.06" , "29.81" , "(10.2+/-6)x10-12" , "Sy1 " , 0.038 , " -- " , "Mrk 78 "
382 , "PBC J0742.4+4948" , 115.61292 , 49.79875 , "168.61" , "28.36" , "(43.8+/-3.6)x10-12" , "Sy1 " , 0.022 , " -- " , "Mrk 79 "
383 , "PBC J0744.1+2915" , 116.05292 , 29.26144 , "190.87" , "23.58" , "(1.8+/-1.1)x10-11" , "Sy2 " , 0.016 , " -- " , "MCG+05-19-001 "
384 , "PBC J0744.1+2915" , 116.05292 , 29.26144 , "190.87" , "23.58" , "(1.8+/-1.1)x10-11" , "GiG " , 0.016 , " -- " , "LEDA 93091 "
385 , "PBC J0743.1-2546" , 115.8025 , -25.767 , "241.54" , "-1.08" , "(2.2+/-1.2)x10-11" , "Sy1 " , 0.023 , " -- " , "2MASX J0743147"
386 , "PBC J0741.7-6726" , 115.42542 , -67.44364 , "279.4" , "-20.3" , "(5+/-3.1)x10-12" , " " , 0 , " -- " , "PBC J0741.7-67"
387 , "PBC J0744.7-2348" , 116.195 , -23.81236 , "240.03" , "0.21" , "(10.6+/-6)x10-12" , " " , 0 , " -- " , "PBC J0744.7-23"
388 , "PBC J0747.4+6055" , 116.89 , 60.92731 , "155.99" , "30.22" , "(17.1+/-7.6)x10-12" , "Sy1 " , 0.029 , " -- " , "Mrk 10 "
389 , "PBC J0746.4+2548" , 116.60917 , 25.81189 , "194.58" , "22.89" , "(4.5+/-2.7)x10-11" , "BLA " , 2.979 , "BZQ (FSRQ)" , "87GB 074322.5+"
390 , "PBC J0745.0-5258" , 116.25958 , -52.96478 , "265.8" , "-13.88" , "(6+/-3.2)x10-12" , "DQ* " , 0 , " -- " , "V* V436 Car "
391 , "PBC J0746.2-1610" , 116.56542 , -16.17075 , "233.58" , "4.33" , "(8.9+/-4.9)x10-12" , "X " , 0 , " -- " , "1RXS J074616.8"
392 , "PBC J0750.4+7237" , 117.6125 , 72.62389 , "142.45" , "30.19" , "(8.2+/-5.4)x10-12" , " " , 0 , " -- " , "PBC J0750.4+72"
393 , "PBC J0747.5-1920" , 116.89167 , -19.32558 , "236.47" , "3.02" , "(8.9+/-5)x10-12" , "ClG " , 0.103 , " -- " , "4U 0739-19 "
394 , "PBC J0751.6+6450" , 117.91667 , 64.83886 , "151.46" , "30.73" , "(6.4+/-4.3)x10-12" , " " , 0 , " -- " , "PBC J0751.6+64"
395 , "PBC J0750.6+1231" , 117.66583 , 12.52061 , "208.13" , "18.71" , "(14.7+/-9.5)x10-12" , "BLA " , 0.889 , "BZQ (FSRQ)" , "OI +280 "
396 , "PBC J0750.6+0320" , 117.67208 , 3.33617 , "216.76" , "14.69" , "(8.8+/-5.4)x10-12" , "Sy1 " , 0.099 , " -- " , "2MASX J0751008"
397 , "PBC J0751.2+1445" , 117.8025 , 14.74094 , "206.05" , "19.75" , "(29.1+/-5.5)x10-12" , "DQ* " , 0 , " -- " , "SWIFT J0750.9+"
398 , "PBC J0748.6-6744" , 117.14542 , -67.75567 , "279.98" , "-19.82" , "(256.3+/-2.5)x10-12" , "LXB " , 0 , " -- " , "EXO 0748-676 "
399 , "PBC J0747.7-7326" , 116.94458 , -73.43739 , "285.57" , "-22.05" , "(11.8+/-7)x10-12" , "G " , 0 , " -- " , "2MASX J0747383"
400 , "PBC J0752.1+1935" , 118.06375 , 19.59775 , "201.37" , "21.89" , "(14.8+/-8.3)x10-12" , "Sy1 " , 0.117 , " -- " , "2MASX J0752178"
401 , "PBC J0752.9+4557" , 118.23083 , 45.96819 , "173.26" , "29.46" , "(14.2+/-8.8)x10-12" , "Sy1 " , 0.06 , " -- " , "1RXS J075243.6"
402 , "PBC J0756.4-4137" , 119.10208 , -41.62586 , "256.66" , "-6.71" , "(8.7+/-5.8)x10-12" , "Sy2 " , 0.021 , " -- " , "2MASX J0756196"
403 , "PBC J0757.9+0113" , 119.49792 , 1.22725 , "219.57" , "15.33" , "(10.2+/-6.3)x10-12" , " " , 0 , " -- " , "PBC J0757.9+01"
404 , "PBC J0759.9+2324" , 119.975 , 23.42064 , "198.19" , "24.93" , "(3+/-1.6)x10-11" , "Sy2 " , 0.03 , " -- " , "MCG +04-19-017"
405 , "PBC J0800.2+2637" , 120.06625 , 26.628 , "194.88" , "26.08" , "(2.8+/-1.5)x10-11" , "Sy1 " , 0.027 , " -- " , "IC 486 "
406 , "PBC J0759.7-3844" , 119.93167 , -38.74006 , "254.5" , "-4.68" , "(46.8+/-3.7)x10-12" , "Sy1 " , 0.04 , " -- " , "IGR J07597-384"
407 , "PBC J0800.5-4306" , 120.145 , -43.11658 , "258.34" , "-6.82" , "(8.2+/-5.1)x10-12" , " " , 0 , " -- " , "PBC J0800.5-43"
408 , "PBC J0801.2-4625" , 120.32458 , -46.41842 , "261.26" , "-8.41" , "(7.2+/-4.5)x10-12" , "X " , 0 , " -- " , "1RXS J080114.6"
409 , "PBC J0802.0-4946" , 120.48958 , -49.78075 , "264.25" , "-10.03" , "(21.9+/-6)x10-12" , "Sy1 " , 0.04 , " -- " , "ESO 209-12 "
410 , "PBC J0803.4+0840" , 120.85875 , 8.67969 , "213.23" , "19.91" , "(14.3+/-8.2)x10-12" , " " , 0 , " -- " , "PBC J0803.4+08"
411 , "PBC J0805.4+6146" , 121.31375 , 61.73797 , "155.04" , "32.34" , "(14.8+/-9.5)x10-12" , "BLA " , 3.04 , "BZQ (FSRQ)" , "GB6 J0805+6144"
412 , "PBC J0804.0+0506" , 121.02042 , 5.11064 , "216.69" , "18.47" , "(50.3+/-4.4)x10-12" , "Sy2 " , 0.014 , " -- " , "Mrk 1210 "
413 , "PBC J0804.7+1048" , 121.15083 , 10.76283 , "211.36" , "21.07" , "(1.7+/-1)x10-11" , "Sy2 " , 0.034 , " -- " , "MCG+02-21-013 "
414 , "PBC J0804.6-2748" , 121.14958 , -27.80406 , "245.75" , "1.96" , "(6.9+/-4.4)x10-12" , "XB* " , 0 , " -- " , "[CGI2005] 13 "
415 , "PBC J0749.2-8634" , 117.32167 , -86.57556 , "299.23" , "-26.23" , "(6.9+/-4.5)x10-12" , "X " , 0 , " -- " , "1RXS J075044.0"
416 , "PBC J0811.3+7601" , 122.79375 , 76.04289 , "138.27" , "31.04" , "(11.3+/-6.1)x10-12" , "Sy1 " , 0.1 , " -- " , "RBS 0693 "
417 , "PBC J0812.8+6233" , 123.22417 , 62.56417 , "154" , "33.19" , "(15+/-9.2)x10-13" , "DN* " , 0 , " -- " , "V* SU UMa "
418 , "PBC J0812.3-4003" , 123.08583 , -40.05106 , "256.92" , "-3.32" , "(8.9+/-5.7)x10-12" , " " , 0 , " -- " , "PBC J0812.3-40"
419 , "PBC J0814.4+0421" , 123.59958 , 4.36611 , "218.64" , "20.42" , "(2+/-1.2)x10-11" , "Sy1 " , 0.033 , " -- " , "2MASX J0814252"
420 , "PBC J0816.8+1800" , 124.21458 , 18.01903 , "205.38" , "26.69" , "(8.1+/-4.7)x10-12" , "Sy1 " , 0.158 , " -- " , "2MASX J0816510"
421 , "PBC J0817.4-0733" , 124.36792 , -7.56311 , "229.98" , "15.27" , "(0.4+/-1.9)x10-11" , "ClG " , 0.07 , " -- " , "ACO 644 "
422 , "PBC J0818.1+0121" , 124.54958 , 1.35333 , "221.95" , "19.85" , "(1.9+/-1.1)x10-11" , "Sy1 " , 0.08 , " -- " , "1RXS J081815.0"
423 , "PBC J0819.4+4524" , 124.87333 , 45.40081 , "174.65" , "33.98" , "(5.7+/-3.4)x10-12" , " " , 0 , " -- " , "PBC J0819.4+45"
424 , "PBC J0818.5-1420" , 124.64625 , -14.34531 , "236.07" , "11.94" , "(7.1+/-4.3)x10-12" , "X " , 0 , " -- " , "1RXS J081820.4"
425 , "PBC J0818.9-2252" , 124.73042 , -22.87464 , "243.37" , "7.36" , "(11.3+/-6.9)x10-12" , "Sy1 " , 0.035 , " -- " , "2MASX J0818577"
426 , "PBC J0819.2-2508" , 124.81625 , -25.14739 , "245.31" , "6.16" , "(6.8+/-3.8)x10-12" , "X " , 0.006 , " -- " , "1RXS J081915.0"
427 , "PBC J0820.4-2801" , 125.12167 , -28.03214 , "247.87" , "4.77" , "(10+/-5.5)x10-12" , "X " , 0 , " -- " , "1RXS J082033.6"
428 , "PBC J0825.4+7306" , 126.36333 , 73.11056 , "141.37" , "32.64" , "(5.3+/-3.1)x10-12" , "CV* " , 0 , " -- " , "V* Z Cam "
429 , "PBC J0823.0-0454" , 125.75417 , -4.93242 , "228.35" , "17.8" , "(3.8+/-2.2)x10-11" , "G " , 0.022 , " -- " , "FAIRALL 0272 "
430 , "PBC J0826.3-7033" , 126.5725 , -70.55983 , "284.23" , "-18.12" , "(7.9+/-4.6)x10-12" , "X " , 0 , " -- " , "1ES 0826-703 "
431 , "PBC J0829.8+4154" , 127.4525 , 41.91167 , "179.11" , "35.46" , "(8.5+/-5.1)x10-12" , "Sy1 " , 0.126 , " -- " , "2MASX J0829426"
432 , "PBC J0832.6+3706" , 128.14292 , 37.13111 , "185.01" , "35.33" , "(1.7+/-1)x10-11" , "Sy1 " , 0.092 , " -- " , "RBS 707 "
433 , "PBC J0829.9-6725" , 127.48542 , -67.42914 , "281.62" , "-16.19" , "(6.3+/-3.6)x10-12" , "X " , 0.035 , " -- " , "1RXS J083017.0"
434 , "PBC J0833.0+2842" , 128.26792 , 28.71381 , "195.02" , "33.64" , "(8.6+/-5.6)x10-12" , "Sy1 " , 0.174 , " -- " , "2MASX J0833046"
435 , "PBC J0834.5+0601" , 128.6325 , 6.03256 , "219.53" , "25.64" , "(11.6+/-7)x10-12" , "Sy1 " , 0.11 , " -- " , "2MASX J0834292"
436 , "PBC J0835.3-4511" , 128.84375 , -45.1825 , "263.56" , "-2.79" , "(148.9+/-2.7)x10-12" , "Psr " , 0 , " -- " , "Vela Pulsar "
437 , "PBC J0838.3+4837" , 129.5975 , 48.63758 , "170.87" , "37.36" , "(26.9+/-3.4)x10-12" , "DN* " , 0 , " -- " , "EI UMa "
438 , "PBC J0838.7+2612" , 129.68833 , 26.21553 , "198.33" , "34.18" , "(9.8+/-6)x10-12" , "EmG " , 0.048 , " -- " , "2MASX J0838593"
439 , "PBC J0841.4+7053" , 130.39542 , 70.88986 , "143.54" , "34.44" , "(5.9+/-1.1)x10-11" , "BLA " , 2.218 , "BZQ (FSRQ)" , "S5 0836+71 "
440 , "PBC J0838.4-3558" , 129.63458 , -35.99 , "256.58" , "3.23" , "(29+/-3.9)x10-12" , "Sy1 " , 0.032 , " -- " , "FAIRALL 1146 "
441 , "PBC J0840.0+2948" , 130.01958 , 29.78853 , "194.22" , "35.38" , "(15.5+/-9.5)x10-12" , "Sy2 " , 0.065 , " -- " , "4C 29.30 "
442 , "PBC J0838.6-4831" , 129.69333 , -48.53028 , "266.58" , "-4.34" , "(16.6+/-6.9)x10-12" , "CV* " , 0 , " -- " , "USNO-B1.0 0414"
443 , "PBC J0839.7-1214" , 129.93917 , -12.24136 , "237.16" , "17.41" , "(22.9+/-6.8)x10-12" , "Sy1 " , 0.198 , " -- " , "3C 206 "
444 , "PBC J0842.2+0759" , 130.52792 , 7.98244 , "218.53" , "28.2" , "(15.4+/-9.2)x10-12" , "Sy1 " , 0.13 , " -- " , "1RXS J084206.6"
445 , "PBC J0843.6+3553" , 130.89375 , 35.84422 , "187.03" , "37.3" , "(11+/-6.2)x10-12" , "Sy2 " , 0.054 , " -- " , "2MASX J0843449"
446 , "PBC J0845.3+1421" , 131.33125 , 14.35258 , "212.25" , "31.6" , "(12.7+/-7)x10-12" , "G " , 0 , " -- " , "2MASX J0845185"
447 , "PBC J0845.2-3530" , 131.33042 , -35.51386 , "257.05" , "4.61" , "(12.5+/-7.3)x10-12" , "X " , 0 , " -- " , "SWIFT J0845.0-"
448 , "PBC J0845.3-5227" , 131.34833 , -52.46033 , "270.35" , "-5.91" , "(4.8+/-2.8)x10-12" , "X " , 0 , " -- " , "1RXS J084539.5"
449 , "PBC J0848.2+3443" , 132.05208 , 34.72756 , "188.61" , "38.06" , "(3.9+/-4.5)x10-12" , "Sy1 " , 0.064 , " -- " , "RBS 724 "
450 , "PBC J0849.2-5544" , 132.30875 , -55.74267 , "273.3" , "-7.51" , "(7.3+/-4.7)x10-12" , "Sy1 " , 0.066 , " -- " , "2MASX J0849150"
451 , "PBC J0855.6+7812" , 133.88208 , 78.20444 , "134.94" , "32.69" , "(13.1+/-7.9)x10-12" , "LIN " , 0.005 , " -- " , "NGC 2655 "
452 , "PBC J0852.0+0750" , 133.0075 , 7.84336 , "219.94" , "30.33" , "(7.7+/-4.6)x10-12" , "Sy1 " , 0.063 , " -- " , "2E 0849.5+0805"
453 , "PBC J0855.7+6423" , 133.93 , 64.39544 , "150.77" , "37.56" , "(13.1+/-7.7)x10-12" , "G " , 0 , " -- " , "MCG+11-11-032 "
454 , "PBC J0854.3-0826" , 133.59 , -8.43531 , "235.93" , "22.51" , "(8.3+/-4.9)x10-12" , " " , 0 , " -- " , "PBC J0854.3-08"
455 , "PBC J0855.9+0049" , 133.96833 , 0.83206 , "227.51" , "27.8" , "(8.3+/-4.8)x10-12" , "Sy1 " , 0.052 , " -- " , "2MASX J0855542"
456 , "PBC J0855.9+0049" , 133.96833 , 0.83206 , "227.51" , "27.8" , "(8.3+/-4.8)x10-12" , "Sy1 " , 0.042 , " -- " , "2MASX J0855476"
457 , "PBC J0855.8-2855" , 133.94125 , -28.92492 , "253.26" , "10.46" , "(8.1+/-4.8)x10-12" , "G " , 0 , " -- " , "2MASX J0855174"
458 , "PBC J0859.5+4456" , 134.8875 , 44.94781 , "175.6" , "41.01" , "(6.8+/-3.9)x10-12" , " " , 0 , " -- " , "PBC J0859.5+44"
459 , "PBC J0902.2+6004" , 135.56167 , 60.11453 , "155.8" , "39.41" , "(11.8+/-8.1)x10-12" , "Sy2 " , 0.011 , " -- " , "Mrk 18 "
460 , "PBC J0900.4-3335" , 135.10917 , -33.58975 , "257.54" , "8.23" , "(6.8+/-3.9)x10-12" , " " , 0 , " -- " , "PBC J0900.4-33"
461 , "PBC J0902.1-4033" , 135.5275 , -40.55339 , "263.05" , "3.92" , "(3565+/-3)x10-12" , "HXB " , 0 , " -- " , "Vela X-1 "
462 , "PBC J0904.5+5535" , 136.15542 , 55.58419 , "161.48" , "40.71" , "(10.2+/-5.6)x10-12" , "Sy1 " , 0.037 , " -- " , "2MASX J0904369"
463 , "PBC J0902.6-4813" , 135.6825 , -48.21117 , "268.86" , "-1.07" , "(2.9+/-1.4)x10-11" , "gam " , 0.039 , " -- " , "IGR J09026-481"
464 , "PBC J0902.6-6815" , 135.6325 , -68.22914 , "284.16" , "-14.18" , "(1.7+/-1)x10-11" , "AGN " , 0.014 , " -- " , "NGC 2788A "
465 , "PBC J0902.9-7414" , 135.72625 , -74.24553 , "289.06" , "-17.93" , "(10.5+/-7.3)x10-12" , " " , 0 , " -- " , "PBC J0902.9-74"
466 , "PBC J0908.8-0940" , 137.21583 , -9.68106 , "239.29" , "24.73" , "(13.6+/-7.3)x10-12" , "ClG " , 0.054 , " -- " , "4U 0900-09 "
