_id , pccs1f70_name , RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
282 , "PCCS1 070 G211.30+19.04 " ,, 119.26125 , 9.94639 , 211.30099 , 19.044 , "1266.2+/-164.1" , "1214.7+/-184.9" , "1198+/-92" , "1143.9+/-135.7" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G211.28+19.05" , "13.9+/-1.7" , "12.3+/-1.5" , "65+/-38.8" , 13.1
283 , "PCCS1 070 G229.05+13.17 " ,, 122.07708 , -7.85361 , 229.049 , 13.173 , "1817.9+/-148" , "1828.9+/-198.2" , "1706.6+/-90" , "2545.3+/-178.3" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G229.04+13.18" , "19+/-1.4" , "17.4+/-1.3" , "58+/-32.8" , 18.2
284 , "PCCS1 070 G264.76-08.62 " ,, 122.75208 , -49.47278 , 264.76099 , -8.616 , "683.5+/-137.5" , "591.3+/-228.6" , "447.7+/-86.7" , "1472+/-223.3" , 1.4 , "Yes" , 0 , 2 , " " , "37.7+/-4.6" , "15.5+/-2.6" , "75.9+/-6.6" , 24.2
285 , "PCCS1 070 G220.73+18.55 " ,, 122.85667 , 1.75111 , 220.73199 , 18.551 , "788.9+/-147.9" , "572.5+/-227.9" , "635.7+/-88.9" , "1146.1+/-202.5" , 1.4 , "Yes" , 0 , 2 , " " , "25.9+/-4.7" , "16.1+/-3" , "49.4+/-14.8" , 20.4
286 , "PCCS1 070 G135.34+30.55 " ,, 123.27542 , 78.60861 , 135.34399 , 30.552 , "603.5+/-130" , "807.5+/-197.2" , "785.6+/-87" , "-" , 1.4 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
287 , "PCCS1 070 G253.61-00.23 " ,, 124.02333 , -35.58361 , 253.60699 , -0.23 , "2452.8+/-190" , "4171.2+/-648.6" , "3946.1+/-206.5" , "1.5e+4+/-405.3" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G253.62-00.21" , "34+/-1" , "27.1+/-0.8" , "148.3+/-4.8" , 30.4
288 , "PCCS1 070 G244.32+06.13 " ,, 124.17125 , -24.34278 , 244.319 , 6.128 , "742.3+/-141.8" , "936+/-260.7" , "720.1+/-93.8" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G244.34+06.10" , "-" , "-" , "-" , -9.9
289 , "PCCS1 070 G178.24+33.37 " ,, 124.525 , 42.36806 , 178.23599 , 33.37 , "865.3+/-149" , "1040.2+/-237.6" , "1152.1+/-96.6" , "4234.5+/-382.6" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G178.22+33.39" , "51.7+/-5.2" , "23.8+/-2.4" , "123.1+/-4.3" , 35.1
290 , "PCCS1 070 G254.69+00.22 " ,, 125.23875 , -36.22444 , 254.69099 , 0.223 , "3214.5+/-183" , "3584.3+/-452.1" , "3946.1+/-206.5" , "5677.9+/-411.6" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G254.66+00.23" , "20.2+/-1.5" , "17+/-1.3" , "65.7+/-17.2" , 18.6
291 , "PCCS1 070 G260.61-03.68 " ,, 125.43292 , -43.31333 , 260.61301 , -3.682 , "987.5+/-183" , "1021.6+/-341.9" , "1591.8+/-123.2" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G260.61-03.68" , "-" , "-" , "-" , -9.9
292 , "PCCS1 070 G260.10-03.22 " ,, 125.555 , -42.62583 , 260.09698 , -3.218 , "754.7+/-184.7" , "724.1+/-295.5" , "1591.8+/-123.2" , "-" , 1.4 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
293 , "PCCS1 070 G260.63-03.16 " ,, 126.03292 , -43.02667 , 260.62701 , -3.159 , "1472.1+/-172.4" , "1832.4+/-364.3" , "1591.8+/-123.2" , "2954.8+/-232.3" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G260.66-03.18" , "23.4+/-1.9" , "15.6+/-1.3" , "55.6+/-7.7" , 19.1
294 , "PCCS1 070 G182.18+34.13 " ,, 126.15292 , 39.23639 , 182.17999 , 34.126 , "767.2+/-153.3" , "770.2+/-206" , "105.6+/-111.6" , "810.9+/-165.9" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G182.12+34.16" , "19.4+/-4.1" , "9.9+/-2.1" , "52.4+/-11.7" , 13.9
295 , "PCCS1 070 G221.21+22.38 " ,, 126.44917 , 3.16056 , 221.21001 , 22.381 , "793.2+/-134" , "1008.7+/-221.8" , "947.8+/-101.9" , "3908.6+/-309.8" , 1.4 , "Yes" , 0 , 2 , " " , "33.9+/-2.9" , "28.2+/-2.4" , "25.4+/-17.4" , 30.9
296 , "PCCS1 070 G244.00+08.88 " ,, 126.46917 , -22.54611 , 244.00301 , 8.88 , "809.9+/-141.3" , "608.8+/-190.7" , "498.8+/-76.3" , "696.3+/-113.7" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G244.00+08.87" , "18.6+/-3.1" , "9.5+/-1.6" , "77.7+/-9.2" , 13.3
297 , "PCCS1 070 G256.57+00.66 " ,, 127.03667 , -37.51111 , 256.57101 , 0.658 , "754+/-148.2" , "669.2+/-343.2" , "710.1+/-89.6" , "548.5+/-156.7" , 1.4 , "No" , 0 , 1 , " " , "13.4+/-3.9" , "12.7+/-3.7" , "54.2+/-59.9" , 13
298 , "PCCS1 070 G200.03+31.87 " ,, 127.71625 , 24.17528 , 200.03 , 31.873 , "2248.1+/-157.1" , "1974.3+/-231.3" , "2067.1+/-95.4" , "2100.3+/-135.5" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G200.02+31.87" , "16.3+/-1.1" , "12.2+/-0.8" , "66.7+/-9.3" , 14.1
299 , "PCCS1 070 G220.62+24.35 " ,, 127.94292 , 4.56194 , 220.62199 , 24.354 , "846.1+/-161.8" , "743+/-271.2" , "483.3+/-106.8" , "859+/-194.9" , 1.4 , "Yes" , 0 , 2 , " " , "32.1+/-0.9" , "13.1+/-3.5" , "44.9+/-10.3" , 20.5
300 , "PCCS1 070 G243.60+12.23 " ,, 129.18125 , -20.30389 , 243.59801 , 12.233 , "921.4+/-140.7" , "948.1+/-199.3" , "504.1+/-96.9" , "972.9+/-130.8" , 1.4 , "No" , 0 , 2 , " " , "19.3+/-2.7" , "11.5+/-1.6" , "35.6+/-10.3" , 14.9
301 , "PCCS1 070 G245.53+10.94 " ,, 129.22917 , -22.60028 , 245.533 , 10.936 , "601.5+/-143.5" , "718.3+/-223.7" , "637.1+/-84.3" , "1731.9+/-245.3" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G245.54+10.91" , "30.1+/-4.5" , "18.8+/-2.8" , "73.2+/-11.9" , 23.7
302 , "PCCS1 070 G213.00+30.13 " ,, 130.20542 , 13.18111 , 212.998 , 30.135 , "1031.5+/-155.3" , "1163.5+/-239" , "947.1+/-95.5" , "1099.6+/-158.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G212.98+30.12" , "18.3+/-2.7" , "12.1+/-1.8" , "54+/-13.7" , 14.9
303 , "PCCS1 070 G143.53+34.40 " ,, 130.28792 , 70.90778 , 143.533 , 34.402 , "3174+/-149.9" , "3154.7+/-164.6" , "2872.9+/-100.3" , "2945.9+/-118.4" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G143.55+34.41" , "15.8+/-0.7" , "12.9+/-0.5" , "48+/-8.1" , 14.3
304 , "PCCS1 070 G261.44+00.89 " ,, 131.06583 , -41.26194 , 261.44 , 0.887 , "1591.9+/-180.8" , "3144.3+/-338.1" , "2862.9+/-142" , "5508.2+/-384.7" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G261.44+00.90" , "25.7+/-1.9" , "19.1+/-1.4" , "106.8+/-9.5" , 22.2
305 , "PCCS1 070 G272.29-07.47 " ,, 131.25708 , -54.93861 , 272.29099 , -7.475 , "881.8+/-148.8" , "731.7+/-190.2" , "595.3+/-91.5" , "848.6+/-158.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G272.30-07.48" , "19.2+/-3.7" , "12.2+/-2.3" , "80.6+/-16.3" , 15.3
306 , "PCCS1 070 G255.79+05.63 " ,, 131.35042 , -33.89528 , 255.78799 , 5.63 , "579.4+/-141.6" , "486.9+/-154.4" , "542.4+/-90" , "-" , 1.4 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
307 , "PCCS1 070 G263.63-00.53 " ,, 131.40583 , -43.85583 , 263.62701 , -0.53 , "1891.5+/-200.2" , "2106.3+/-311.6" , "2024.2+/-146" , "5941.2+/-680.5" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G263.61-00.52" , "49.2+/-1.9" , "20+/-2.7" , "109.5+/-5.1" , 31.4
308 , "PCCS1 070 G233.66+21.96 " ,, 131.94333 , -6.98944 , 233.66299 , 21.957 , "742+/-140.6" , "1036.2+/-212.8" , "835+/-86.4" , "1809+/-206.2" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G233.67+21.98" , "25.3+/-3" , "20.3+/-2.4" , "0.4+/-21.2" , 22.7
309 , "PCCS1 070 G257.74+05.21 " ,, 132.42458 , -35.6775 , 257.73999 , 5.208 , "932.7+/-144.7" , "743.6+/-204.3" , "602.9+/-84.7" , "1340.9+/-180.5" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G257.75+05.22" , "37.1+/-2.6" , "15.2+/-2.4" , "136.2+/-6.1" , 23.8
310 , "PCCS1 070 G238.70+19.51 " ,, 132.55917 , -12.26111 , 238.701 , 19.515 , "933.6+/-145.5" , "593.6+/-330" , "530.1+/-88.8" , "415.2+/-210.1" , 1.4 , "No" , 0 , 2 , " " , "29.2+/-11.5" , "12+/-4.1" , "127.9+/-20.3" , 18.7
311 , "PCCS1 070 G275.31-08.50 " ,, 133.16542 , -57.92361 , 275.314 , -8.504 , "1160.9+/-139.7" , "1253.8+/-197.6" , "1156.2+/-89.4" , "2819.6+/-240.3" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G275.31-08.51" , "36.8+/-3.3" , "18.2+/-1.6" , "149.5+/-4.6" , 25.9
312 , "PCCS1 070 G206.80+35.82 " ,, 133.70167 , 20.11917 , 206.799 , 35.823 , "6093.5+/-156.9" , "5961.2+/-309.3" , "6123.3+/-103.7" , "7491.1+/-155.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G206.81+35.79" , "16.7+/-0.4" , "14+/-0.3" , "38.6+/-4.9" , 15.3
313 , "PCCS1 070 G246.30+16.52 " ,, 134.50958 , -19.85083 , 246.298 , 16.524 , "767.4+/-141.4" , "894.7+/-292.9" , "541.6+/-78.8" , "690+/-122.1" , 1.4 , "No" , 0 , 2 , " " , "17.4+/-3.2" , "11.4+/-2.1" , "47.1+/-16.6" , 14.1
314 , "PCCS1 070 G267.94-01.06 " ,, 134.76833 , -47.51111 , 267.939 , -1.06 , "1.3e+5+/-552.6" , "1.5e+5+/-3729.1" , "1.5e+5+/-1693.4" , "1.8e+5+/-364.6" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G267.93-01.06" , "17.9+/-0" , "14.5+/-0" , "65.6+/-0.4" , 16.1
315 , "PCCS1 070 G265.14+01.45 " ,, 134.85417 , -43.74778 , 265.13599 , 1.452 , "1.8e+4+/-252.9" , "2.0e+4+/-362.3" , "1.9e+4+/-234.7" , "2.0e+4+/-311.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G265.13+01.44" , "15.7+/-0.3" , "12.4+/-0.2" , "61.4+/-2.7" , 14
316 , "PCCS1 070 G269.18-01.45 " ,, 135.54417 , -48.70111 , 269.17599 , -1.454 , "8748.8+/-490.2" , "1.3e+4+/-550.1" , "6.9e+4+/-7873.8" , "2.4e+4+/-1119.6" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G269.16-01.44" , "34.5+/-1.7" , "15.6+/-0.8" , "76.3+/-2.2" , 23.2
317 , "PCCS1 070 G173.02+41.59 " ,, 135.82375 , 46.865 , 173.021 , 41.594 , "640.3+/-148.6" , "402.1+/-275.9" , "309.5+/-92.5" , "-" , 1.4 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
318 , "PCCS1 070 G269.11-01.09 " ,, 135.88917 , -48.41444 , 269.11301 , -1.093 , "5487.2+/-560.3" , "8655.2+/-505.8" , "1.5e+5+/-1693.4" , "2.2e+4+/-1282.6" , 1.4 , "Yes" , 0 , 0 , " " , "41.2+/-1.9" , "16.9+/-1.2" , "83.2+/-2.6" , 26.4
319 , "PCCS1 070 G256.23+10.42 " ,, 136.07083 , -31.18444 , 256.23199 , 10.424 , "626.8+/-141.2" , "843.7+/-231" , "602.2+/-89.2" , "3064.1+/-288.2" , 1.4 , "Yes" , 0 , 2 , " " , "50.7+/-2.3" , "20.7+/-2.3" , "86.7+/-4.2" , 32.4
320 , "PCCS1 070 G276.15-07.08 " ,, 136.20667 , -57.63333 , 276.14801 , -7.079 , "700.2+/-141.8" , "1045.3+/-233.7" , "831.7+/-90.9" , "1124.8+/-150" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G276.11-07.06" , "18.5+/-2.5" , "17.9+/-2.5" , "56+/-157.9" , 18.2
321 , "PCCS1 070 G228.93+30.92 " ,, 137.28125 , 1.37194 , 228.92599 , 30.922 , "1772.4+/-160.5" , "1363.2+/-443.3" , "1475+/-115.8" , "1038.6+/-101.5" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G228.93+30.89" , "12.9+/-1.3" , "10.2+/-1" , "48+/-16.8" , 11.5
322 , "PCCS1 070 G178.31+42.84 " ,, 137.38583 , 42.90639 , 178.312 , 42.837 , "647.8+/-146.3" , "381.7+/-203.1" , "303.1+/-109.1" , "938.1+/-237.8" , 1.4 , "Yes" , 0 , 2 , " " , "41+/-2.2" , "16.8+/-5.1" , "43.2+/-11.6" , 26.2
323 , "PCCS1 070 G196.23+42.07 " ,, 137.91917 , 29.695 , 196.23 , 42.066 , "613.5+/-150.2" , "303.7+/-341.4" , "160.9+/-91.6" , "206.7+/-91.6" , 1.4 , "No" , 0 , 0 , " " , "11.2+/-5.1" , "8.5+/-3.8" , "154.5+/-63.8" , 9.8
324 , "PCCS1 070 G228.32+32.79 " ,, 138.62208 , 2.77556 , 228.321 , 32.793 , "690.1+/-156.5" , "677+/-222.2" , "610.5+/-92.1" , "-" , 1.4 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
325 , "PCCS1 070 G269.78+00.95 " ,, 138.81083 , -47.51361 , 269.78201 , 0.954 , "915.5+/-215.2" , "1094.1+/-275" , "3842.6+/-170.7" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
326 , "PCCS1 070 G183.83+44.13 " ,, 139.14875 , 38.91333 , 183.834 , 44.13 , "576.2+/-141.8" , "335+/-235.3" , "187.9+/-103.1" , "148.5+/-105.6" , 1.4 , "No" , 0 , 0 , " " , "16.6+/-9.2" , "6.8+/-3.1" , "43.4+/-28.6" , 10.6
327 , "PCCS1 070 G270.27+00.85 " ,, 139.20167 , -47.9425 , 270.27301 , 0.845 , "3188.7+/-190.8" , "4334.6+/-429.4" , "3842.6+/-170.7" , "6204.5+/-290" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G270.26+00.83" , "22.4+/-1.1" , "16.2+/-0.8" , "38.5+/-5.8" , 19.1
328 , "PCCS1 070 G242.88+25.11 " ,, 139.5125 , -12.05361 , 242.882 , 25.11 , "703.3+/-134.7" , "544.4+/-231.6" , "329.9+/-81.8" , "-" , 1.4 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
329 , "PCCS1 070 G175.73+44.80 " ,, 140.215 , 44.67806 , 175.731 , 44.797 , "1996.1+/-134.5" , "1883.1+/-328.2" , "1902.3+/-107.2" , "2189.2+/-198.5" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G175.71+44.81" , "18.7+/-1.7" , "13.7+/-1.3" , "32.3+/-11.6" , 16
330 , "PCCS1 070 G255.10+16.49 " ,, 140.39875 , -26.32 , 255.09599 , 16.492 , "919.8+/-175.2" , "867.9+/-229.6" , "841.6+/-98.5" , "1920.3+/-185" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G255.06+16.47" , "37.2+/-0.5" , "14.9+/-1.7" , "50.5+/-4.3" , 23.5
331 , "PCCS1 070 G152.19+41.02 " ,, 140.46208 , 62.2625 , 152.189 , 41.021 , "915.3+/-148.8" , "842.2+/-238.5" , "509.8+/-84.4" , "741.6+/-132.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G152.20+40.98" , "17.1+/-3.1" , "9.9+/-1.8" , "0.9+/-12.8" , 13
332 , "PCCS1 070 G198.90+44.41 " ,, 140.98083 , 28.24417 , 198.901 , 44.41 , "840.7+/-156.3" , "854.4+/-244.8" , "831.5+/-90.4" , "1120.2+/-163.3" , 1.4 , "No" , 0 , 2 , " " , "20.2+/-3" , "11.8+/-1.8" , "45.2+/-10.6" , 15.5
333 , "PCCS1 070 G274.01-01.15 " ,, 141.11 , -51.99222 , 274.00699 , -1.146 , "2.3e+4+/-153.9" , "2.3e+4+/-404.2" , "2.2e+4+/-379.2" , "2.4e+4+/-144.6" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G273.99-01.14" , "15.2+/-0.1" , "13.7+/-0.1" , "66+/-2.4" , 14.4
334 , "PCCS1 070 G183.72+46.14 " ,, 141.73458 , 39.03306 , 183.717 , 46.142 , "6273.6+/-151.8" , "5561.9+/-242.2" , "5703.1+/-114.4" , "5379.9+/-206.1" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G183.72+46.15" , "18.6+/-0.7" , "12.2+/-0.5" , "30.2+/-3.7" , 15.1
335 , "PCCS1 070 G251.68+21.40 " ,, 141.96958 , -20.62528 , 251.67599 , 21.396 , "1374.7+/-152" , "1033.1+/-241.5" , "1132.2+/-92.7" , "1269.4+/-183.1" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G251.65+21.41" , "30.2+/-1.1" , "12.3+/-2.1" , "45.2+/-6.6" , 19.3
336 , "PCCS1 070 G285.98-11.96 " ,, 143.20042 , -68.01889 , 285.97699 , -11.958 , "440.8+/-98" , "516.8+/-185.7" , "344.9+/-63.4" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
337 , "PCCS1 070 G167.33+46.67 " ,, 144.29708 , 50.17667 , 167.332 , 46.67 , "893.3+/-150.7" , "970.1+/-219.7" , "186.2+/-89.2" , "989.7+/-166.7" , 1.4 , "No" , 0 , 2 , " " , "22.3+/-3.9" , "13+/-2.3" , "12.1+/-12.2" , 17
338 , "PCCS1 070 G262.18+15.09 " ,, 144.74333 , -32.15806 , 262.17999 , 15.089 , "678.3+/-150.3" , "815.3+/-322.8" , "178.7+/-87.3" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
339 , "PCCS1 070 G293.29-18.31 " ,, 145.635 , -77.48472 , 293.28699 , -18.311 , "552.1+/-122" , "604.8+/-125.1" , "467.9+/-60.1" , "-" , 1.4 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
340 , "PCCS1 070 G212.14+47.71 " ,, 147.05125 , 20.22028 , 212.136 , 47.71 , "655.3+/-136.2" , "543.1+/-287.2" , "131+/-88" , "98.8+/-64.3" , 1.4 , "No" , 0 , 0 , " " , "10+/-0.5" , "4.1+/-2.9" , "43.5+/-34.2" , 6.4
341 , "PCCS1 070 G180.99+50.30 " ,, 147.24583 , 40.66333 , 180.989 , 50.296 , "1055.1+/-139.6" , "1151.7+/-243.7" , "1101.4+/-89.7" , "3779.1+/-346.2" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G180.95+50.30" , "30.2+/-3" , "27.5+/-2.7" , "157.5+/-40.3" , 28.8
342 , "PCCS1 070 G236.59+38.74 " ,, 147.265 , 0.39111 , 236.591 , 38.745 , "754.2+/-148.7" , "802.8+/-148.8" , "495+/-85.2" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G236.56+38.70" , "-" , "-" , "-" , -9.9
343 , "PCCS1 070 G279.42-01.69 " ,, 147.34958 , -56.01556 , 279.42099 , -1.689 , "932.6+/-178" , "906.4+/-213.7" , "481.7+/-191.9" , "547.2+/-161" , 1.4 , "No" , 0 , 0 , " " , "14.5+/-4.3" , "9.3+/-2.8" , "149.9+/-26.1" , 11.7
344 , "PCCS1 070 G141.40+40.54 " ,, 148.92458 , 69.70306 , 141.396 , 40.541 , "896.9+/-132.1" , "859.4+/-154.5" , "914.8+/-82.9" , "1071.8+/-134.9" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G141.39+40.55" , "18.8+/-2.4" , "12.3+/-1.6" , "114.9+/-12" , 15.2
345 , "PCCS1 070 G205.50+50.99 " ,, 149.21125 , 25.265 , 205.496 , 50.987 , "887.3+/-147.1" , "944.4+/-228" , "818.1+/-93" , "1217.5+/-154.5" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G205.49+50.96" , "30.3+/-0.5" , "12.2+/-1.8" , "10+/-5.7" , 19.2
346 , "PCCS1 070 G158.64+47.87 " ,, 149.29042 , 55.38417 , 158.63699 , 47.866 , "671.3+/-128.6" , "826.2+/-207.8" , "461.8+/-104" , "1957.2+/-235.9" , 1.4 , "Yes" , 0 , 2 , " " , "42.5+/-1.6" , "17.4+/-2.5" , "150.5+/-5.4" , 27.2
347 , "PCCS1 070 G145.75+43.13 " ,, 149.6975 , 65.565 , 145.746 , 43.132 , "1404.8+/-152.8" , "880.6+/-180.8" , "760.8+/-85" , "601+/-103.9" , 1.4 , "No" , 0 , 2 , " " , "10.5+/-1.9" , "9.4+/-1.7" , "8.7+/-63.6" , 10
348 , "PCCS1 070 G281.02-01.54 " ,, 149.78875 , -56.89 , 281.021 , -1.536 , "5715+/-540.8" , "7380.8+/-585.1" , "2.5e+4+/-752" , "7707.6+/-1152.1" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G281.01-01.53" , "17.7+/-2.7" , "13.2+/-2" , "45.3+/-20.9" , 15.3
349 , "PCCS1 070 G277.90+04.39 " ,, 151.54792 , -50.27889 , 277.901 , 4.386 , "1117.6+/-154.5" , "1165.9+/-207.2" , "991.2+/-89.1" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G277.90+04.35" , "-" , "-" , "-" , -9.9
350 , "PCCS1 070 G282.01-01.17 " ,, 151.64583 , -57.18528 , 282.008 , -1.169 , "1.9e+4+/-544.6" , "2.9e+4+/-1660.5" , "2.5e+4+/-752" , "5.7e+4+/-1122.2" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G281.99-01.15" , "28.1+/-0.6" , "20.5+/-0.4" , "138.6+/-2.5" , 24
351 , "PCCS1 070 G276.11+09.42 " ,, 153.72625 , -45.14722 , 276.11099 , 9.418 , "622.6+/-139.6" , "456.8+/-242.6" , "294.7+/-93.9" , "513.9+/-116.4" , 1.4 , "No" , 0 , 2 , " " , "23.6+/-0.9" , "9.7+/-2.6" , "33.1+/-10.4" , 15.1
352 , "PCCS1 070 G283.50-00.97 " ,, 154.13375 , -57.87472 , 283.49799 , -0.971 , "3900.6+/-750.8" , "7593.6+/-4490.1" , "1.4e+5+/-2637.9" , "3.0e+4+/-2.1e+4" , 1.4 , "Yes" , 0 , 0 , " " , "50.9+/-15.6" , "21+/-17.6" , "172.1+/-31.6" , 32.7
353 , "PCCS1 070 G268.48+21.03 " ,, 154.63167 , -31.42056 , 268.478 , 21.033 , "844.1+/-131.6" , "910.3+/-330.2" , "698.9+/-132.4" , "-" , 1.4 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
354 , "PCCS1 070 G283.95-00.89 " ,, 154.92625 , -58.06194 , 283.952 , -0.895 , "8038.8+/-1208.8" , "2.3e+4+/-4953.5" , "1.4e+5+/-2637.9" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G283.93-00.89" , "-" , "-" , "-" , -9.9
355 , "PCCS1 070 G284.29-00.33 " ,, 156.03375 , -57.76583 , 284.28699 , -0.328 , "1.1e+5+/-1144.2" , "1.6e+5+/-4117.8" , "1.4e+5+/-2637.9" , "2.0e+5+/-2474.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G284.28-00.33" , "19.1+/-0.2" , "16.4+/-0.2" , "73.4+/-3.4" , 17.7
356 , "PCCS1 070 G228.35+53.21 " ,, 156.53917 , 12.91083 , 228.353 , 53.21 , "548.9+/-129.4" , "398.7+/-316.6" , "506.5+/-96.3" , "439.1+/-199.2" , 1.4 , "Yes" , 0 , 2 , " " , "31.2+/-10.2" , "12.9+/-6.6" , "44.9+/-20" , 20.1
357 , "PCCS1 070 G248.07+44.53 " ,, 157.15583 , -2.59722 , 248.065 , 44.532 , "964.9+/-157.2" , "739.2+/-226.1" , "141.7+/-91.1" , "951.2+/-162.7" , 1.4 , "No" , 0 , 2 , " " , "18.2+/-3.2" , "11+/-1.9" , "68.5+/-13.3" , 14.1
358 , "PCCS1 070 G285.27-00.03 " ,, 157.90458 , -58.02806 , 285.272 , -0.033 , "1.4e+4+/-1429.7" , "1.5e+4+/-570.9" , "1.4e+5+/-2637.9" , "1.1e+4+/-4306.9" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G285.24-00.05" , "13+/-5.2" , "12.9+/-5.1" , "68.3+/-84.4" , 13
359 , "PCCS1 070 G177.40+58.36 " ,, 158.25708 , 41.26278 , 177.401 , 58.363 , "1608.4+/-133.6" , "1577+/-205.3" , "1524.6+/-95.5" , "1512+/-132.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G177.37+58.36" , "16.1+/-1.5" , "12.1+/-1.1" , "21+/-12.4" , 14
360 , "PCCS1 070 G147.76+49.14 " ,, 158.5325 , 60.84361 , 147.76199 , 49.138 , "724.2+/-129.1" , "813.7+/-176.3" , "870.9+/-80.3" , "1885.3+/-181.2" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G147.76+49.14" , "31+/-3.1" , "15.9+/-1.6" , "54.6+/-5.5" , 22.2
361 , "PCCS1 070 G264.37+32.31 " ,, 158.71917 , -20.15083 , 264.37 , 32.306 , "1177.3+/-149" , "741.6+/-204.9" , "402.8+/-91.2" , "-" , 1.4 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
362 , "PCCS1 070 G270.94+24.83 " ,, 159.295 , -29.57167 , 270.93701 , 24.832 , "1174.7+/-168" , "1141+/-218.6" , "1110.4+/-86.2" , "1036.8+/-145.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G270.95+24.83" , "17.6+/-2.5" , "10+/-1.4" , "93.1+/-9.7" , 13.3
363 , "PCCS1 070 G286.23-00.18 " ,, 159.33542 , -58.6325 , 286.22501 , -0.18 , "1.1e+4+/-2014.5" , "1.9e+4+/-1204" , "9.9e+4+/-8216.7" , "2.0e+4+/-2553" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G286.21-00.17" , "18.2+/-2.4" , "16.1+/-2.1" , "56.6+/-42.1" , 17.1
364 , "PCCS1 070 G241.65+51.54 " ,, 159.64875 , 5.22972 , 241.646 , 51.544 , "887.6+/-169.5" , "666.3+/-210.2" , "117.8+/-104.5" , "653.7+/-146.3" , 1.4 , "No" , 0 , 2 , " " , "15.6+/-3.6" , "10.5+/-2.4" , "50.9+/-22.3" , 12.8
