_id , roxa_name , RA, Dec, Redshift , Rmag , Bjmag , Vmag , Gmag , Radio_Flux_Density , X-ray_Flux, Source_classification , aox , aro , arx , X-rayLuminosityat0.1-2.4 keV, Radio_powerat1.4 GHz, Alpha_radio, other_name, LII, BII
295 , "ROXA J110427.1+381231.28" , 166.11292 , 38.20869 , 0.03 , 13.1 , 0 , 0 , 13.8 , 768.6 , 6.8e-10 , "BL Lac" , 0.71 , 0.38 , 0.49 , "1.503e+45" , "1.698e+31" , "--" , "1RXS J110427.1+3812" , "179.83" , "65.03"
296 , "ROXA J110538.89+020257.29" , 166.41208 , 2.04925 , 0.1 , 16 , 17.7 , 16.5 , 16.3 , 255.3 , 1.4e-12 , "QSO RLoud flat radio sp." , 1.44 , 0.47 , 0.8 , "3.938e+43" , "7.181e+31" , -0.12 , "1RXS J110540.7+0202" , "253.13" , "54.35"
297 , "ROXA J110716.39+080454.58" , 166.81833 , 8.08183 , 0.2 , 16.2 , 0 , 0 , 16.7 , 24.3 , 1.8e-12 , "QSO RLoud" , 1.44 , 0.2 , 0.63 , "2.091e+44" , "2.823e+31" , "--" , "1RXS J110716.7+0804" , "245.77" , "58.84"
298 , "ROXA J110726.89+361612.21" , 166.86208 , 36.27006 , 0.39 , 19 , 0 , 0 , 19.1 , 610.2 , 1.7e-12 , "QSO RLoud steep radio sp." , 1.01 , 0.7 , 0.82 , "9.203e+44" , "3.303e+33" , "--" , "1RXS J110727.6+3616" , "183.91" , "66.16"
299 , "ROXA J110757.4+663255.21" , 166.98917 , 66.54867 , 0.96 , 19.2 , 0 , 0 , 19.6 , 208.5 , 2.3e-13 , "QSO RLoud steep radio sp." , 1.26 , 0.55 , 0.83 , "1.077e+45" , "9.768e+33" , 0.86 , "1RXS J110756.4+6632" , "137.81" , "47.47"
300 , "ROXA J110747.89+150218.49" , 166.94958 , 15.03847 , "--" , 18.1 , 0 , 0 , 18.3 , 43.6 , 7.2e-12 , "BL Lac" , 0.92 , 0.41 , 0.59 , "0.000" , "0.000" , "--" , "1RXS J110748.2+1502" , "234.31" , "63.05"
301 , "ROXA J110844.5+594140.88" , 167.18542 , 59.69469 , 0.75 , 18.4 , 0 , 0 , 18.4 , 5.5 , 2.8e-13 , "QSO RLoud" , 1.39 , 0.23 , 0.65 , "7.149e+44" , "1.404e+32" , "--" , "1RXS J110849.7+5941" , "144.22" , "52.98"
302 , "ROXA J110858.3-014932.98" , 167.24292 , -1.82583 , 0.11 , 0 , 17.7 , 17.6 , 0 , 81.8 , 3.9e-12 , "Radio Galaxy-galaxy dominated" , 1.1 , 0.42 , 0.66 , "1.119e+44" , "2.348e+31" , "--" , "1RXS J110858.0-0149" , "258.4" , "51.95"
303 , "ROXA J111105.8+522748.99" , 167.77417 , 52.46361 , 1.28 , 17.8 , 0 , 0 , 18 , 115.8 , 1.7e-13 , "QSO RLoud flat radio sp." , 1.53 , 0.43 , 0.85 , "1.635e+45" , "1.114e+34" , 0.37 , "1RXS J111105.6+5228" , "152.56" , "58.5"
304 , "ROXA J111052.99+071402.0" , 167.72083 , 7.23389 , 0.22 , 16.5 , 0 , 0 , 18 , 56.8 , 4.7e-13 , "Radio Galaxy-galaxy dominated" , 1.52 , 0.35 , 0.76 , "6.755e+43" , "8.163e+31" , "--" , "1RXS J111052.1+0713" , "248.14" , "58.94"
305 , "ROXA J111131.2+345212.39" , 167.88 , 34.87011 , 0.21 , 19.3 , 0 , 0 , 19.6 , 8.6 , 7e-12 , "BL Lac" , 0.72 , 0.37 , 0.5 , "9.163e+44" , "1.126e+31" , "--" , "1RXS J111131.2+3452" , "186.83" , "67.3"
306 , "ROXA J111221.79+003028.51" , 168.09083 , 0.50792 , 0.52 , 19.5 , 18.8 , 0 , 19.4 , 7.3 , 4.9e-13 , "QSO RLoud" , 1.14 , 0.35 , 0.64 , "5.241e+44" , "7.807e+31" , "--" , "1RXS J111222.1+0030" , "257.04" , "54.3"
307 , "ROXA J111358.2+144221.7" , 168.4925 , 14.70603 , 0.87 , 17.5 , 0 , 0 , 17.6 , 642.4 , 1.7e-12 , "QSO RLoud flat radio sp." , 1.21 , 0.57 , 0.82 , "6.277e+45" , "2.372e+34" , "--" , "1RXS J111357.7+1442" , "236.71" , "64.14"
308 , "ROXA J111439.7+403735.11" , 168.66542 , 40.62642 , 0.74 , 17.1 , 0 , 0 , 17.2 , 3128.8 , 1.2e-12 , "QSO RLoud steep radio sp." , 0.92 , 0.89 , 0.93 , "2.945e+45" , "7.678e+34" , "--" , "1RXS J111439.4+4037" , "172.63" , "65.93"
309 , "ROXA J111457.9+593531.99" , 168.74125 , 59.59222 , 1.58 , 18.2 , 0 , 0 , 18.2 , 6 , 4.3e-13 , "QSO RLoud" , 1.32 , 0.21 , 0.63 , "6.959e+45" , "9.710e+32" , "--" , "1RXS J111458.2+5935" , "143.3" , "53.55"
310 , "ROXA J111523.29+495641.2" , 168.84708 , 49.94478 , 0.31 , 17.5 , 0 , 0 , 19.3 , 239.1 , 2.7e-13 , "Radio Galaxy-galaxy dominated" , 1.21 , 0.63 , 0.84 , "8.525e+43" , "7.549e+32" , 0.68 , "1RXS J111523.8+4956" , "155.3" , "60.71"
311 , "ROXA J111717.5+000633.58" , 169.32292 , 0.10933 , 0.45 , 19 , 19.1 , 0 , 19.5 , 14.3 , 3.4e-12 , "BL Lac" , 0.86 , 0.39 , 0.57 , "2.550e+45" , "1.073e+32" , "--" , "1RXS J111717.3+0006" , "259.12" , "54.76"
312 , "ROXA J111733.7-023600.9" , 169.39042 , -2.60025 , "--" , 0 , 20.4 , 0 , 0 , 997.3 , 1e-12 , "QSO RLoud steep radio sp." , 0.83 , 0.9 , 0.88 , "0.000" , "0.000" , "--" , "1RXS J111733.7-0236" , "261.96" , "52.63"
313 , "ROXA J111757.19+535554.91" , 169.48833 , 53.93192 , "--" , 17.5 , 0 , 0 , 17.7 , 12.6 , 6.7e-13 , "BL Lac" , 1.41 , 0.26 , 0.65 , "0.000" , "0.000" , "--" , "1RXS J111757.3+5356" , "149.21" , "58.16"
314 , "ROXA J111807.9+592843.78" , 169.53292 , 59.47883 , 0.39 , 19.3 , 0 , 0 , 19.4 , 6.4 , 8.6e-13 , "HFSRQ candidate " , 1.07 , 0.33 , 0.6 , "4.683e+44" , "3.485e+31" , "--" , "1RXS J111808.1+5928" , "142.88" , "53.88"
315 , "ROXA J111914.29+600457.21" , 169.80958 , 60.08256 , 2.65 , 17.2 , 0 , 0 , 17.2 , 218.8 , 2.5e-13 , "QSO RLoud flat radio sp." , 1.54 , 0.43 , 0.87 , "1.427e+46" , "1.249e+35" , 0.21 , "1RXS J111916.8+6004" , "142.08" , "53.48"
316 , "ROXA J111857.3+123441.7" , 169.73875 , 12.57825 , 2.13 , 18.5 , 0 , 0 , 18.5 , 1112.7 , 8.8e-13 , "QSO RLoud flat radio sp." , 1.14 , 0.67 , 0.89 , "2.961e+46" , "3.745e+35" , "--" , "1RXS J111857.7+1234" , "242.28" , "63.91"
317 , "ROXA J111908.89+090022.78" , 169.78708 , 9.00633 , 0.33 , 17.5 , 0 , 0 , 19.3 , 23.7 , 1.4e-12 , "BL Lac" , 1.15 , 0.36 , 0.64 , "5.070e+44" , "8.583e+31" , "--" , "1RXS J111908.5+0900" , "248.32" , "61.65"
318 , "ROXA J112023.2+540427.08" , 170.09667 , 54.07419 , 0.92 , 19.1 , 0 , 0 , 19.3 , 269.4 , 2.6e-13 , "QSO RLoud flat radio sp." , 1.27 , 0.62 , 0.87 , "1.114e+45" , "1.154e+34" , 0.29 , "1RXS J112023.0+5404" , "148.52" , "58.29"
319 , "ROXA J112047.99+421212.38" , 170.2 , 42.20344 , 0.12 , 17 , 0 , 0 , 17.2 , 24.2 , 1.4e-11 , "BL Lac" , 0.97 , 0.27 , 0.52 , "5.631e+44" , "9.733e+30" , "--" , "1RXS J112047.5+4212" , "167.85" , "66.16"
320 , "ROXA J112059.7+014456.68" , 170.24875 , 1.74908 , 0.37 , 18.9 , 0 , 0 , 19.6 , 25 , 1.2e-12 , "BL Lac" , 1.04 , 0.44 , 0.66 , "5.566e+44" , "1.160e+32" , "--" , "1RXS J112100.6+0145" , "258.61" , "56.62"
321 , "ROXA J112131.39+123557.4" , 170.38083 , 12.59928 , 0.68 , 18.1 , 0 , 0 , 18.1 , 336.7 , 7.9e-13 , "QSO RLoud" , 0.87 , 0.76 , 0.83 , "1.620e+45" , "6.906e+33" , "--" , "1RXS J112131.3+1236" , "243.12" , "64.42"
322 , "ROXA J112322.09-004347.2" , 170.84208 , -0.72978 , "--" , 19.7 , 20.6 , 0 , 20 , 23.7 , 3.7e-13 , "QSO RLoud" , 1.17 , 0.49 , 0.72 , "0.000" , "0.000" , "--" , "1RXS J112322.4-0043" , "262.11" , "55"
323 , "ROXA J112325.9-031548.6" , 170.85792 , -3.2635 , 1.77 , 17.5 , 0 , 0 , 17.6 , 19.1 , 7.9e-13 , "QSO RLoud" , 1.31 , 0.25 , 0.66 , "1.691e+46" , "4.088e+33" , "--" , "1RXS J112326.2-0315" , "264.58" , "52.92"
324 , "ROXA J112439.4+113117.18" , 171.16417 , 11.52144 , 0.14 , 17.4 , 0 , 0 , 17.9 , 16.8 , 1.8e-12 , "Seyfert" , 1.23 , 0.28 , 0.61 , "9.865e+43" , "9.207e+30" , "--" , "1RXS J112439.5+1131" , "246.17" , "64.33"
325 , "ROXA J112453.8+493409.69" , 171.22417 , 49.56936 , "--" , 18.5 , 0 , 0 , 18.8 , 21.1 , 2.7e-12 , "BL Lac" , 1.02 , 0.4 , 0.61 , "0.000" , "0.000" , 0.13 , "1RXS J112453.0+4934" , "153.64" , "62.08"
326 , "ROXA J112657.6+451606.31" , 171.74 , 45.26842 , 1.81 , 17.2 , 0 , 0 , 17.2 , 404.5 , 6.5e-13 , "QSO RLoud flat radio sp." , 1.4 , 0.49 , 0.85 , "1.472e+46" , "9.159e+34" , "--" , "1RXS J112656.3+4516" , "160.23" , "65.26"
327 , "ROXA J113108.8+311410.49" , 172.78667 , 31.23625 , 0.29 , 16 , 0 , 0 , 16 , 370.6 , 8.9e-12 , "QSO RLoud flat radio sp." , 0.83 , 0.61 , 0.7 , "2.355e+45" , "9.806e+32" , "--" , "1RXS J113108.9+3114" , "194.94" , "72.02"
328 , "ROXA J113118.59+580858.81" , 172.8275 , 58.14967 , 0.36 , 16.7 , 0 , 0 , 17.1 , 44.6 , 2.9e-13 , "BL Lac" , 1.63 , 0.3 , 0.77 , "1.278e+44" , "1.965e+32" , "--" , "1RXS J113117.8+5809" , "141.76" , "55.95"
329 , "ROXA J113120.8+333447.09" , 172.83667 , 33.57975 , 0.22 , 17.5 , 0 , 0 , 18.7 , 6.5 , 1.8e-12 , "BL Lac candidate " , 0.82 , 0.41 , 0.56 , "2.561e+44" , "9.247e+30" , "--" , "1RXS J113121.4+3334" , "187.55" , "71.59"
330 , "ROXA J113221.89+651813.49" , 173.09125 , 65.30375 , 1.13 , 18.2 , 0 , 0 , 18.6 , 10.4 , 6.1e-13 , "QSO RLoud HFSRQ" , 1.25 , 0.28 , 0.65 , "4.301e+45" , "7.333e+32" , "--" , "1RXS J113221.5+6518" , "135.58" , "49.83"
331 , "ROXA J113245.59+003427.69" , 173.19 , 0.57436 , "--" , 17.5 , 0 , 0 , 18 , 469.6 , 3.9e-13 , "BL Lac" , 1.48 , 0.58 , 0.88 , "0.000" , "0.000" , 0.27 , "1RXS J113246.0+0034" , "264.25" , "57.41"
332 , "ROXA J113259.4+102342.21" , 173.2475 , 10.39506 , 0.54 , 17.1 , 0 , 0 , 17 , 879.7 , 1.9e-12 , "QSO RLoud flat radio sp." , 0.84 , 0.75 , 0.8 , "2.195e+45" , "1.016e+34" , 0.71 , "1RXS J113259.4+1023" , "251.35" , "65.07"
333 , "ROXA J113518.7+125311.11" , 173.82792 , 12.88642 , 0.2 , 16.4 , 0 , 0 , 17.6 , 141.1 , 9e-13 , "Radio Galaxy" , 1.45 , 0.41 , 0.77 , "1.081e+44" , "1.694e+32" , "--" , "1RXS J113518.1+1253" , "247.83" , "67.19"
334 , "ROXA J113629.99+673704.29" , 174.125 , 67.61786 , 0.13 , 16.4 , 0 , 0 , 17.1 , 45.9 , 2.4e-11 , "BL Lac" , 0.94 , 0.33 , 0.54 , "1.142e+45" , "2.184e+31" , -0.02 , "1RXS J113630.9+6737" , "133.45" , "47.95"
335 , "ROXA J113614.99-002314.31" , 174.0625 , -0.38731 , 0.38 , 19 , 0 , 0 , 19.8 , 19.1 , 1.1e-12 , "QSO RLoud" , 1.03 , 0.42 , 0.65 , "5.673e+44" , "9.851e+31" , "--" , "1RXS J113615.7-0023" , "266.57" , "57.07"
336 , "ROXA J113821.1+474515.4" , 174.58792 , 47.75428 , 0.77 , 19.4 , 0 , 0 , 19.4 , 306 , 5.1e-13 , "QSO RLoud flat radio sp." , 1.13 , 0.65 , 0.85 , "1.398e+45" , "8.389e+33" , "--" , "1RXS J113821.6+4745" , "152.75" , "64.92"
337 , "ROXA J114023.4+152809.69" , 175.0975 , 15.46936 , 0.24 , 17.2 , 0 , 0 , 17.7 , 70.1 , 8.7e-12 , "BL Lac candidate " , 0.99 , 0.39 , 0.6 , "1.506e+45" , "1.214e+32" , "--" , "1RXS J114023.5+1528" , "244.57" , "69.79"
338 , "ROXA J114312.0+612210.81" , 175.8 , 61.36967 , "--" , 17.9 , 0 , 0 , 18.4 , 84 , 2.9e-13 , "BL Lac" , 1.47 , 0.5 , 0.83 , "0.000" , "0.000" , -0.09 , "1RXS J114307.4+6122" , "136.73" , "53.89"
339 , "ROXA J114357.6+510237.1" , 175.99 , 51.04364 , "--" , 20.5 , 0 , 0 , 21.2 , 38.2 , 5e-13 , "BL Lac" , 0.96 , 0.61 , 0.73 , "0.000" , "0.000" , "--" , "1RXS J114358.9+5102" , "146.52" , "62.88"
340 , "ROXA J114510.3+011056.2" , 176.29292 , 1.18228 , 0.63 , 19.1 , 19.9 , 0 , 22.1 , 43.1 , 5.3e-13 , "QSO RLoud" , 0.97 , 0.57 , 0.73 , "8.758e+44" , "7.122e+32" , "--" , "1RXS J114509.4+0111" , "268.67" , "59.57"
341 , "ROXA J114521.3+045526.68" , 176.33875 , 4.92408 , 1.34 , 19 , 0 , 0 , 19.4 , 667 , 4.7e-13 , "QSO RLoud flat radio sp." , 1.16 , 0.69 , 0.89 , "5.082e+45" , "7.212e+34" , 0.26 , "1RXS J114521.6+0455" , "264.66" , "62.77"
342 , "ROXA J114529.29+572141.61" , 176.37208 , 57.36156 , 0.72 , 20.4 , 0 , 0 , 20.4 , 5.3 , 4.8e-13 , "QSO RLoud" , 0.99 , 0.39 , 0.62 , "1.109e+45" , "1.224e+32" , "--" , "1RXS J114529.0+5721" , "139.52" , "57.59"
343 , "ROXA J114530.89-022710.0" , 176.37875 , -2.45278 , 0.13 , 0 , 17.2 , 0 , 0 , 147 , 6.6e-13 , "Radio Galaxy" , 1.38 , 0.48 , 0.79 , "2.990e+43" , "6.659e+31" , "--" , "1RXS J114530.8-0227" , "272.1" , "56.41"
344 , "ROXA J114535.1-034001.59" , 176.39625 , -3.66711 , 0.17 , 17.1 , 18.5 , 0 , 18.1 , 19.7 , 8e-12 , "BL Lac" , 0.99 , 0.29 , 0.54 , "6.242e+44" , "1.537e+31" , "--" , "1RXS J114535.8-0339" , "273.1" , "55.34"
345 , "ROXA J114735.2+050403.21" , 176.89667 , 5.06756 , 1.25 , 19.6 , 0 , 0 , 20 , 13.7 , 6.1e-13 , "QSO RLoud" , 1.03 , 0.41 , 0.66 , "5.479e+45" , "1.230e+33" , "--" , "1RXS J114734.9+0503" , "265.51" , "63.2"
346 , "ROXA J114803.1+565411.41" , 177.01292 , 56.90317 , 0.45 , 17.9 , 0 , 0 , 17.7 , 67 , 9.9e-13 , "QSO RLoud flat radio sp." , 1.28 , 0.41 , 0.72 , "7.426e+44" , "5.026e+32" , 0.23 , "1RXS J114804.1+5654" , "139.35" , "58.16"
347 , "ROXA J114818.79+315410.11" , 177.07833 , 31.90281 , 0.55 , 17.3 , 0 , 0 , 17.2 , 94 , 1.2e-12 , "QSO RLoud steep radio sp." , 1.33 , 0.39 , 0.73 , "1.443e+45" , "1.130e+33" , "--" , "1RXS J114818.9+3154" , "189.97" , "75.47"
348 , "ROXA J114818.7-021326.79" , 177.07792 , -2.22411 , 0.79 , 18.1 , 18.8 , 0 , 18.1 , 11.4 , 7.6e-13 , "QSO RLoud" , 1.27 , 0.27 , 0.64 , "2.185e+45" , "3.277e+32" , "--" , "1RXS J114819.1-0213" , "273.05" , "56.93"
349 , "ROXA J114856.5+525425.19" , 177.23542 , 52.907 , 1.63 , 16.6 , 0 , 0 , 16.9 , 93.5 , 2.4e-13 , "QSO RLoud flat radio sp." , 1.64 , 0.45 , 0.9 , "4.213e+45" , "1.641e+34" , -0.93 , "1RXS J114858.9+5254" , "142.98" , "61.72"
350 , "ROXA J114905.2+513455.7" , 177.27167 , 51.58214 , 0.13 , 16 , 0 , 0 , 17.1 , 8.5 , 9.7e-13 , "Radio Galaxy-galaxy dominated" , 1.51 , 0.14 , 0.61 , "4.321e+43" , "3.787e+30" , "--" , "1RXS J114906.3+5134" , "144.41" , "62.86"
351 , "ROXA J115024.79+015620.29" , 177.60333 , 1.93897 , 0.71 , 20.2 , 0 , 0 , 20.2 , 154.2 , 3.2e-13 , "QSO RLoud flat radio sp." , 1.09 , 0.64 , 0.82 , "7.116e+44" , "3.429e+33" , 0.4 , "1RXS J115025.2+0156" , "270.22" , "60.87"
352 , "ROXA J115034.69+415439.99" , 177.64458 , 41.91111 , 1.02 , 17 , 0 , 0 , 17.2 , 26.5 , 3.7e-12 , "BL Lac" , 1.15 , 0.26 , 0.6 , "2.019e+46" , "1.446e+33" , "--" , "1RXS J115035.2+4154" , "159.11" , "70.68"
353 , "ROXA J115043.79-002354.09" , 177.6825 , -0.39836 , 1.98 , 17.1 , 0 , 0 , 17.1 , 2774.9 , 1.1e-12 , "QSO RLoud flat radio sp." , 1.32 , 0.63 , 0.92 , "3.085e+46" , "7.781e+35" , 0.38 , "1RXS J115044.2-0023" , "272.53" , "58.84"
354 , "ROXA J115109.3+472855.7" , 177.78875 , 47.48214 , 0.86 , 17.1 , 0 , 0 , 17.2 , 700 , 8.8e-13 , "QSO RLoud steep radio sp." , 1.39 , 0.55 , 0.86 , "3.194e+45" , "2.541e+34" , "--" , "1RXS J115111.1+4729" , "149.05" , "66.47"
355 , "ROXA J115124.59+585917.7" , 177.8525 , 58.98825 , "--" , 16 , 0 , 0 , 16.2 , 184.9 , 1.3e-12 , "BL Lac" , 1.53 , 0.37 , 0.76 , "0.000" , "0.000" , 0.29 , "1RXS J115125.1+5859" , "136.91" , "56.48"
356 , "ROXA J115123.29+084215.98" , 177.84708 , 8.70444 , 1.09 , 18.4 , 0 , 0 , 18.8 , 40.5 , 3.4e-13 , "QSO RLoud" , 1.32 , 0.41 , 0.75 , "2.173e+45" , "2.588e+33" , "--" , "1RXS J115124.2+0842" , "262.51" , "66.73"
357 , "ROXA J115226.7+320952.3" , 178.11125 , 32.16453 , 0.37 , 18.5 , 0 , 0 , 19 , 41 , 4.3e-12 , "QSO RLoud flat radio sp." , 0.9 , 0.44 , 0.61 , "2.072e+45" , "1.975e+32" , "--" , "1RXS J115227.1+3209" , "187.93" , "76.24"
358 , "ROXA J115232.8+493938.7" , 178.13667 , 49.66075 , 1.09 , 16.9 , 0 , 0 , 17.2 , 111.1 , 4.9e-13 , "QSO RLoud flat radio sp." , 1.49 , 0.38 , 0.79 , "3.189e+45" , "7.230e+33" , "--" , "1RXS J115232.6+4939" , "145.65" , "64.79"
359 , "ROXA J115242.49+033305.61" , 178.17708 , 3.55156 , 1.15 , 19.5 , 0 , 0 , 19.7 , 27.8 , 3.4e-13 , "QSO RLoud" , 1.16 , 0.46 , 0.73 , "2.514e+45" , "2.056e+33" , "--" , "1RXS J115242.5+0333" , "269.63" , "62.56"
360 , "ROXA J115312.49+091402.29" , 178.30208 , 9.23397 , 0.7 , 17.8 , 0 , 0 , 17.8 , 809.8 , 5.4e-13 , "QSO RLoud flat radio sp." , 1.37 , 0.59 , 0.88 , "1.156e+45" , "1.733e+34" , 0.52 , "1RXS J115311.5+0913" , "262.66" , "67.43"
361 , "ROXA J115323.89+583138.38" , 178.34958 , 58.52733 , 0.2 , 17.8 , 0 , 0 , 18.8 , 54 , 1.7e-12 , "QSO RLoud flat radio sp." , 1.14 , 0.45 , 0.7 , "1.997e+44" , "6.344e+31" , 0.02 , "1RXS J115323.4+5831" , "136.83" , "57"
362 , "ROXA J115324.4+493108.68" , 178.35167 , 49.51908 , 0.33 , 17.3 , 0 , 0 , 17.4 , 1572.8 , 5.8e-12 , "QSO RLoud flat radio sp." , 1.07 , 0.64 , 0.8 , "2.145e+45" , "5.816e+33" , "--" , "1RXS J115324.4+4931" , "145.55" , "64.98"
363 , "ROXA J115338.5+643750.8" , 178.41042 , 64.63078 , 0.44 , 19.4 , 0 , 0 , 19.5 , 6.7 , 2.6e-13 , "QSO RLoud" , 1.25 , 0.34 , 0.67 , "1.879e+44" , "4.842e+31" , "--" , "1RXS J115338.2+6437" , "132.79" , "51.37"
364 , "ROXA J115404.5-001009.8" , 178.51875 , -0.16939 , 0.25 , 18 , 0 , 0 , 18.7 , 10.7 , 4.8e-12 , "BL Lac" , 0.95 , 0.3 , 0.53 , "9.453e+44" , "2.107e+31" , "--" , "1RXS J115404.9-0010" , "273.8" , "59.41"
365 , "ROXA J115409.19+023815.1" , 178.53833 , 2.63753 , 0.21 , 17.9 , 0 , 0 , 19 , 116.4 , 7.8e-13 , "QSO RLoud BL/FSRQ transition obj." , 1.25 , 0.51 , 0.77 , "1.010e+44" , "1.508e+32" , 0.24 , "1RXS J115409.5+0237" , "271.25" , "61.93"
366 , "ROXA J115518.19+092641.2" , 178.82583 , 9.44478 , 0.67 , 19.4 , 0 , 0 , 19.6 , 20.5 , 3.4e-13 , "BL Lac" , 1.19 , 0.43 , 0.72 , "6.558e+44" , "3.954e+32" , "--" , "1RXS J115516.5+0926" , "263.44" , "67.9"
367 , "ROXA J115542.49+021411.0" , 178.92708 , 2.23639 , 0.87 , 18.4 , 0 , 0 , 18.4 , 110.8 , 4.4e-13 , "QSO RLoud flat radio sp." , 1.31 , 0.51 , 0.81 , "1.643e+45" , "4.137e+33" , 0.01 , "1RXS J115542.4+0213" , "272.37" , "61.75"
368 , "ROXA J115805.7-020712.21" , 179.52375 , -2.12006 , "--" , 12.6 , 14.8 , 0 , 13.5 , 2.9 , 5e-13 , "Galaxy" , 2.16 , -0.23 , 0.58 , "0.000" , "0.000" , "--" , "1RXS J115806.3-0207" , "277.1" , "58.05"
369 , "ROXA J120013.99-004638.71" , 180.05833 , -0.77742 , 0.18 , 17.4 , 0 , 0 , 17.8 , 40.3 , 3.1e-12 , "HFSRQ candidate " , 1.14 , 0.35 , 0.63 , "2.783e+44" , "3.618e+31" , "--" , "1RXS J120013.5-0046" , "277.05" , "59.49"
370 , "ROXA J120046.6+475842.59" , 180.19417 , 47.9785 , 0.26 , 19.1 , 0 , 0 , 20.8 , 44 , 3.9e-13 , "Radio Galaxy-galaxy dominated" , 1.13 , 0.54 , 0.75 , "8.460e+43" , "9.544e+31" , "--" , "1RXS J120047.2+4758" , "144.92" , "66.93"
371 , "ROXA J120106.1-000701.59" , 180.27542 , -0.11711 , 0.17 , 16.9 , 18.4 , 0 , 17.9 , 70.7 , 2e-12 , "BL Lac" , 1.25 , 0.39 , 0.69 , "1.500e+44" , "5.302e+31" , 0.19 , "1RXS J120105.6-0006" , "276.94" , "60.18"
372 , "ROXA J120122.9+564112.01" , 180.34542 , 56.68667 , 0.6 , 19.8 , 0 , 0 , 19.7 , 40.2 , 2.8e-13 , "QSO RLoud" , 1.19 , 0.51 , 0.77 , "4.090e+44" , "5.872e+32" , "--" , "1RXS J120122.8+5641" , "136.33" , "59.12"
373 , "ROXA J120143.6-001113.88" , 180.43167 , -0.18719 , 0.16 , 17.8 , 17 , 0 , 19.1 , 29.1 , 1.1e-12 , "Radio Galaxy-galaxy dominated" , 1.19 , 0.39 , 0.67 , "8.139e+43" , "2.153e+31" , "--" , "1RXS J120142.8-0011" , "277.28" , "60.18"
374 , "ROXA J120303.49+603119.09" , 180.76458 , 60.52197 , 0.06 , 15.2 , 0 , 0 , 16 , 190.9 , 1.3e-12 , "Liner" , 1.61 , 0.35 , 0.78 , "1.327e+43" , "1.948e+31" , 0.04 , "1RXS J120303.6+6031" , "133.45" , "55.6"
375 , "ROXA J120329.8+480313.6" , 180.87417 , 48.05378 , 0.82 , 16.2 , 0 , 0 , 16.2 , 63.5 , 1.8e-12 , "QSO RLoud flat radio sp." , 1.41 , 0.27 , 0.69 , "5.709e+45" , "2.014e+33" , "--" , "1RXS J120329.8+4803" , "143.81" , "67.08"
376 , "ROXA J120335.29+451049.51" , 180.89708 , 45.18042 , 1.08 , 17.4 , 0 , 0 , 17.7 , 39 , 6.4e-13 , "QSO RLoud flat radio sp." , 1.37 , 0.33 , 0.72 , "4.015e+45" , "2.447e+33" , "--" , "1RXS J120336.0+4510" , "147.68" , "69.58"
377 , "ROXA J120412.1+114555.29" , 181.05042 , 11.76536 , 0.3 , 17.7 , 0 , 0 , 18.1 , 15.2 , 2.3e-12 , "BL Lac" , 1.14 , 0.29 , 0.59 , "6.430e+44" , "4.250e+31" , "--" , "1RXS J120413.0+1145" , "264.83" , "71.05"
378 , "ROXA J120424.79+505731.21" , 181.10333 , 50.95867 , 0.17 , 17 , 0 , 0 , 18.2 , 6.1 , 7.4e-13 , "Radio Galaxy-galaxy dominated" , 1.39 , 0.19 , 0.6 , "6.239e+43" , "5.143e+30" , "--" , "1RXS J120426.4+5057" , "140.31" , "64.55"
379 , "ROXA J120436.1+485653.91" , 181.15042 , 48.94831 , 0.45 , 17.8 , 0 , 0 , 17.7 , 257.1 , 1.3e-12 , "QSO RLoud flat radio sp." , 1.25 , 0.47 , 0.75 , "9.752e+44" , "1.929e+33" , 0.7 , "1RXS J120435.1+4856" , "142.35" , "66.37"
380 , "ROXA J120543.3+582933.68" , 181.43042 , 58.49269 , 1.08 , 19.8 , 0 , 0 , 20.1 , 8.6 , 6.3e-13 , "QSO RLoud" , 1 , 0.39 , 0.63 , "4.007e+45" , "5.470e+32" , "--" , "1RXS J120543.0+5829" , "134.08" , "57.63"
381 , "ROXA J120922.69+411941.3" , 182.34458 , 41.32814 , "--" , 17.6 , 0 , 0 , 18 , 274.3 , 1.2e-12 , "BL Lac" , 1.28 , 0.54 , 0.79 , "0.000" , "0.000" , "--" , "1RXS J120922.0+4119" , "151.56" , "73.38"
382 , "ROXA J121017.69+022343.58" , 182.57375 , 2.39544 , 0.38 , 18.2 , 0 , 0 , 20 , 78.9 , 8.4e-13 , "BL Lac" , 1.13 , 0.52 , 0.74 , "4.279e+44" , "4.020e+32" , "--" , "1RXS J121015.9+0223" , "279.47" , "63.37"
383 , "ROXA J121300.7+512935.59" , 183.25292 , 51.49322 , 0.45 , 18.5 , 0 , 0 , 18.8 , 36.3 , 1.7e-12 , "BL Lac" , 1.07 , 0.42 , 0.66 , "1.275e+45" , "2.723e+32" , "--" , "1RXS J121301.8+5129" , "136.93" , "64.57"
384 , "ROXA J121347.4+000136.69" , 183.4475 , 0.02686 , 0.96 , 17.9 , 0 , 0 , 18.1 , 110.1 , 6.2e-13 , "QSO RLoud flat radio sp." , 1.31 , 0.47 , 0.79 , "2.942e+45" , "5.225e+33" , 0.06 , "1RXS J121348.3+0001" , "282.93" , "61.42"
